scope,n,p25_abs,p50_abs,p75_abs,p90_abs,p95_abs,p99_abs,mean_abs,median_signed,mean_signed,sales_wmean_abs,sales_wmean_signed
all_buyers,1335,5.6249571113737e-06,0.00011396940583742,0.000761662806597654,0.00250993268882794,0.00447734849650878,0.0113297502314808,0.0014892764131084,-9.42410749765225e-05,-0.00134530093793443,0.000903974295503264,-0.000787769548264385
manufacturing_buyers,583,6.68337011186558e-05,0.000348730056818503,0.00132501210849788,0.00325818608881163,0.00631362211842808,0.0163600308601055,0.00258466224904775,-0.000306995353631754,-0.00227707589058157,0.00121245113168815,-0.00105715455779615
