buyer,seller_nace4d,year,n_suppliers,total_sales_in_year
6FA5F083A7497CD733C938DC82E4275808882993D1CE845CC353AB65FF22EAF4,2011,2013,1,18011.09
927EB246F9B0DB0EE7D312DB9FF3F0A6C5D959533C92414F8F31B2E889EBFFCA,2011,2013,1,2901.91
3681204F7810467B3431212FC23F07FEB4DC809C1A445CC9BF393FFD63CAB006,2011,2013,1,6506.38
4DB0E3CB2DF42162D43A2FB782CBD60E152B0DA473E71568F2C264BEC45E0E01,2011,2013,1,8553.33
2D5068C444AAB19A1E6242708664E1B0FBBB47FEDA21E53D96C6EF16C7E1BE75,2011,2013,1,9856.63
D6087F6F564F9EB41A21C09C34F0F42832CCF196F8F173AAD398683A64316F4A,2011,2013,3,93906.52
584B0B8BA84E965B1A29C82197E85469CF4532ED8F6A0620101F49928B35950E,2011,2013,2,6351.27
B397932349DD32458DD8E8F0360A142DD32B43F19A41697338CF9D9880B34ADA,2011,2013,1,70801.55
2D0160EBF2EB9190BF196727B1386EA6F526D92F586D58E92747D5010402EB1E,2011,2013,1,3183.89
EDDFC65124756994667D25645FEAF7C299F0F2020BD0AF5797C30FB1C6970203,2011,2013,1,20827.07
74B16C5845ED977D8CAEC00B8766DAAF2D8E7D8D7701C612E73B7C3B8D1F0357,2011,2013,2,89321.94
E226414FE7AEDCA3ED6AE8C253A524C2A6477FFCB93D320BB29F88459BA7680E,2011,2013,1,2647.48
806BA5408F1878741DB493CB724B314A3F95E98C6DA90E348DC89FDA7A5AD974,2011,2013,2,1606754.81
68B402081D2D4976203D6510E0F3AAC3A87276B3B938021839F7B95925B0268C,2011,2013,1,1662.68
BF6357AF349AD32862EE1D8AE057A1E7468A88E9A6E3BAA0FAD716ABBA263F23,2011,2013,2,3104.9
6BCCA37F14B62D8690828BC49F63167B3BF14D5BC5D936137EAE85615A08AEF0,2011,2013,1,12781.95
B796136A5EC610D83795F3F44113D148E7B15BEE4CBC0CEBB8C53FDAD3CCC4B9,2011,2013,1,52857.89
EA62BCF134E689DA5F929CBB5EDA3D28D6AF064DECAA175DDF17EFAC382B8ABE,2011,2013,2,1805948.25
BEF76D104BEEE4CB29F86E71CF9B816511410E6196B53B317052915BF015E6AD,2011,2013,1,8841.73
9AA834FA727D440B7551951CD08ADA8E8FFDDE9DCEBD871EDD9AEF3F455552C8,2011,2013,1,524.68
FEA23619C9CA055D4CE6052BDFD4696D6DE3EFD450237458C028D85DA3ECA980,2011,2013,1,49659
7C0333AE08168E97C1DD68D98B8051A5C5C90D18245B4988A49F08062BC40274,2011,2013,2,2657188.53
0D3B12296FD0C5E795FD6F04F819DECBA9614EE0235A935F14059E26AA0657DD,2011,2013,1,8243.34
C9210078CEE580FDD0812518371FC8B5E11A493EF54D24394419069892A286C3,2011,2013,3,947088.12
1AFB637F7FD999D975EFCC46B4533870264EE2DC4EB06425CBD9CF16581115CE,2011,2013,1,112613.83
AA87309A737CBB71FCAA97B6666221C793EEB9AAA338E4C5DC338835324DBB38,2011,2013,3,3732023.25
8AD8CD6E2A5082CF7EE48D06DBC38617A85AA8D5CA2A7DAF9CAA2192C4E300C7,2011,2013,2,2034165.73
1FF4BE36DA23ED1089F771723A6F25ACE00CFA2E444FBEB5B9881B54FB91D596,2011,2013,2,120396.6
D193416DEB34E1578D0A23E29F20CB48235445F4A97ECC8949D32443A6A885F7,2011,2013,1,8053.29
9B43410201CE09CB26C572270E1B2418216ACA95142E50069DE00EC17DD07189,2011,2013,2,81796.9
22B8077B5F725F2AE4ECB9BB213CA81012AB0EFE489728C2BD1E46FC28AB9803,2011,2013,1,794.92
16F5C33D722C8396DEEAA73210AA5D428A395EB3621DB81F91EB3C9579FB8B4A,2011,2013,2,14419.1
7377A1DCBC87F5E28F2563A4F72835A4C3FB9C436AE288E420C188779E4AFD9B,2011,2013,3,2638634.02
F4576F551E5A09D279A08BAE6C3E346DF47CCA14EEAD20D98D00662011730295,2011,2013,1,174738.27
6099E01D67DA0DDEF00B89A26CDFD4791E17F3D7238DE15C6352E3CF73DF0103,2011,2013,1,1702.35
C081B6928443B6904E8522B0BD5FE095F8AFB35C568AB61E0CB4F6D61A9FECE6,2011,2014,2,1460.55999755859
F31267A358BD041181683AC6E42E8AA92ECD54A4C7B4988A4B347C94BAC3182D,2011,2014,1,14676.7099609375
68A2F4B84714EC1829E0AC28D29F204FDEBFF70F71F2A22FDE65461FF3ADDDFF,2011,2014,3,7054585.390625
F5A9DAC8A748863247018554E01415638C6EB05E67BBAF43FF36D6A146C34646,2011,2014,1,3418.25
B8FDF1A99C14812F711B9B01A2C27EC7B85C6A71A20AB98121F00747A42E5B58,2011,2014,3,462272.101257324
02469F8718DC6A143202EA2656871F0730745AC852628F00A55C28D5EE6DBBCE,2011,2014,3,697645.875
0EDCE219327723D6AF92286B15C58BB65A813A671BDD77B0DBBE27949E5B0610,2011,2014,3,42211.2506713867
69136D78F5413184DEDBDFEC5C6EC84B22BB6E5DCD1094453056122BFE76720B,2011,2014,1,556.359985351563
B89D9CB49261AC02F024DAF3DC86FD730EDE84DB3E4A3EAEE9F8C40748148427,2011,2014,1,2403.51000976563
E83EC3986C6DC874FC4881B9AD87DDC854433C69C0A0DA0DC11C395C3C60B840,2011,2014,2,64460.9381103516
6124D8C0B3BE7ED34D36E2268756C66ADA69BA3A62AF2694DE53695ABA8C0454,2011,2014,1,18699.189453125
83EF4B50AC15D4BECE9C97DA8BECD2A6FAAC7049AAE59F893F2577B461792A16,2011,2014,4,7651309.45703125
083C42AB940BBCC0A3859BC45EFA25AD9C63D65F877E10CBE66F9633B7E83442,2011,2014,2,1735.20004272461
381129D2BACBFFE88AA47CF43AAB8B0205C90F8E3B8F55424F7421B3BB765AE7,2011,2014,2,310628.668762207
B2E0D78A7F730C32AF9265FD7637D341F281207F62358847026025605C8611C2,2011,2014,3,651092.94140625
4CE683198D1988956A9467C38F7C31A77267B4563430CEF1229B83E2C35DCB2E,2011,2014,3,622612.234375
27BD6B403A6000BF78DBC9A09E4644A0F5B4CC32DA11FE82AD6E99FAF0DF44A5,2011,2014,2,29887.4599609375
387E9F4FB003C1750F4D9FFA33CB0062B0884FAFD07A70B4FA087D840A9EE79D,2011,2014,3,2245396.65045166
C2DF2CAC420FA214C90BABB3B2B58056B210608D3E7DADB50C6A7E5EF5B8E480,2011,2014,3,742036.366210938
AEAA4F3FD2BE52C73A4B443DCE9D0D20A507431D50084E9DD3A32512C23CD107,2011,2014,3,22990.908996582
BC0BF2E7511DBB53DBD56839C96E212762845418F6BCF4F0B57D20FEA25A2188,2011,2014,2,48814.7814331055
C49E201600E431B8C579817E8AE9DA71DC56031066A5DBCA7BF5D3219E55339B,2011,2014,1,2400.36010742188
CFA3ACC6EB40E606F7F4BB8C8F7F5F1A5DEEBC46FA4D0A9FAE4F9BB57CA36115,2011,2014,1,17416.9296875
8E3D3FC7191560A9E4D5B211FC45FE512AA082410BBB6BCCBDAA72758D07EDDA,2011,2014,3,961171.1953125
3A84B6084CE0D8E5277EB9E50498395AA9F2724E16DDEF69E027A9EFE43FD100,2011,2014,1,56422
4C4AFA11F7CFB164582811756F70B0C08F76AA402E3112B966D24AEC0EF417AD,2011,2014,3,518055.053466797
549DB4EF525043F50D2173C29347FE391310F9E0EA10DDE919839D19ABF1AABD,2011,2014,3,39285080.0148926
E93C5AECD58329429254F9B58AD23C4A3517C57CDACB8DD2DECD73EFB2ABEB04,2011,2014,2,4062.03985595703
6103ADBA5CB4B323E3A1672B956BD68C827B7F6A3533A566F8585326958911E0,2011,2014,1,52580.05078125
F8F1FAA7804D5A5B8495B44A8586C93F19689545D2D96B5CBBB19221519EC076,2011,2014,5,116817997.445313
1E44CC52285B69623C9CCB062BA9A78BAB4DD82BD18FFAC411FB7B652E5DB487,2011,2014,2,741988.2890625
EC045562B738EAD32D7C71B9205481F4F8C8CD656A362E5F603247F78E154E3B,2011,2014,1,6726.08984375
D0725646FA3E2D9DF8C1BECD885A447D5FF4774A9CB600E797BCCBF1C897600C,2011,2014,2,1796.53002929688
0AABE45F4FB603AEFF53DCD7E191AED36467BD28C51C0AAB83550B4DE8F2B90A,2011,2014,2,25725.580078125
FE7F1FDAE6419435FC663F8046303F488A3507F4B00202EFB3A6E63F92060235,2011,2014,1,28809.150390625
F7D3ACC93CA302066A9541D198BB768E3DD2A4A69DF13DD997FFE8D7947034BA,2011,2014,1,343.829986572266
6DF6FD750AA2D67C2FB15D06A63C0321D1BBE5A3AB2AF038C453EFD0BDD605CD,2011,2014,1,15883.0703125
00E0AF60286ADEFFD5693C74CF4DF067E193B47D773C8912D2201E31F2D14614,2011,2014,1,18352.369140625
B70CE492232D70E0EA9F61367D17EF40D37ADBE082EBBA79B409266AF96C65B5,2011,2014,2,37513.291015625
A0B44CF8258D0A44D27D379D0CD4B5D173FC1457A2B18D84A999423522AED2D2,2011,2014,2,24192.5693359375
3E3B4F46B106CE29E3C1F78D77C75FCF3439DB1A69C12E86777870BA2FF96AFE,2011,2014,3,19863932.4101562
253A178090860867ECF291987564AD253B0AF5F033D9FAE573DAD0DC950DB322,2011,2014,2,6945.86987304688
FCD37ABB3691F4DF160B7FB2E94F9BC0F09B83F30421EB3B4A5079DB3667E4F5,2011,2014,1,286.720001220703
7BD8DA430EC6A64C5278A5087EDDDCFD54EE849C1B904B1F1BFF9FE3FB8E5553,2011,2014,2,3755159.28125
7EFE1CA1294EB0C59D7BA332E4CA3CC2CCB59DF64A4442FBEBD39510E314C4EB,2011,2014,1,300371.25
68DC8BCF66B5C19AE14A0641B5976AED28CC1A1209CE9BAD3980A2C7AEB618D7,2011,2014,1,430974.4375
AE66A9EFBEBE6A9A61571C04995743B1E6F7AC1101DA3F8939D8877725059A04,2011,2014,1,469.260009765625
E35EB3DF7481CB27FAECC8524A2C175BAA27903FD60BB38491FC7136CB1D2522,2011,2014,1,3458.53002929688
B0930165FBBB06212FA618CDACF48BCD90D9F97D6D59E4B61B2F5354E62EF329,2011,2014,2,178276.561523438
0BDFE5EAA496435F87A696788887950D9BD6AA745A2C6C95533B08641C33E65D,2011,2014,1,525.22998046875
46D183E20EB46E32E4CA625B71B4AD97522F4ACDE3BAF8579ACF464F98087B8E,2011,2014,2,26360.9809570313
0D8E6484CB9716B07B6C77FDAD4D31811A9B3082E8A56ED31A4A3CE3BD08F828,2011,2014,2,29835.6708984375
50546D5FE9425E1B71DB9240C67CBA35D268C5EAEB7175E5CBC4B7BA9DB1E6AF,2011,2014,2,18160.330078125
BE2465281437D52ED7C2FFB25E1C75F190704B6C37112F9394FB38DD0B54DA5F,2011,2014,2,53067.1184387207
7EFE7AC47DF7A0E69E1E4909A7C14C4BEF034F82D4F05F3C3F42A2942791E0CA,2011,2014,4,4638525.67126465
23C6895157DB521C70BAE5CEDC7A26CA892B117A969A96B236D7A78E56F7F2BD,2011,2014,1,24195.91015625
1DF9568A6A423952768C45FC6F2650E3BCBC951B296CEB9C82A36E484A526A25,2011,2014,1,823.669982910156
78EFD077D19A87B47B806EB9E8A7D4236FAE9529E54ACBCEA5796C58A3D977FC,2011,2014,1,6563.02978515625
A5F42954DC270F82BFCBF96E16AED6D073EC39BFFBC3C7FA91B568085B73F10C,2011,2014,2,15815.109375
B0CDE77CEDF9CCD8B694DE2CF31D266EE45AF933EDDBF430C84635C100FE1F2C,2011,2014,1,2068.05004882813
32EEE26A9A37F92217383B7926123D52B75D0EF29289F0329225DE73B4ED915F,2011,2014,1,1012
2A70DBCD110EDD6E2E83D454D79E47D9BA81845955CFE8E1E03BF1D0EA7BCBC5,2011,2014,1,689498.875
D53A60B0A667486A5CE7AC80707E5FDD1CDE9F7F844EC78208D9E1B22E51F32B,2011,2014,1,16479.16015625
1C6EC1F8E25B016DB87AC7C6CDC9FD74E36F38CFD1673CB9480E1F9ED238F425,2011,2014,3,12505371.8046875
C14BB26E265D634D8598A24F8F2491643FAB6F115715D55808023456839F95D8,2011,2014,3,36486.239440918
64FF6480ED3042FDEC231E805A8B5B69F0DB459D282E3E171AB5DB97AD799022,2011,2014,1,9282.669921875
271DC50A97289FE0C3D5771555F1AA8618668ED734206D1F0E9C02DCD54190FB,2011,2014,1,22907.029296875
1E9AFCCFC2BEB1136C929DD46B6D15743F76A4DE734C2977D9C9BE1F6C01766D,2011,2014,3,3502712.19961548
33ADC8FB31BF8FCF797854D8D54A2BDDE0660BFB52DE937A9C1DFCB1F11EB041,2011,2014,1,4946.56005859375
61CE1E059D5C7F1EFB93A2EBFCF5C1706E402C91F3EC2954C003784C58232EDD,2011,2014,2,2887198.36035156
0950E8CE049D1FC321E529E8E5D205BBE23F70FFF359A8208F26600A013C14AF,2011,2014,1,356.399993896484
7552313C731AC273F1F50EE0E95E785501C824DF37BF3638E6C7F6DC037AA34E,2011,2014,1,899.320007324219
8E1065A4366E4DCC801CAD0AEF33C626BDA7BB2AD9FEDFC7BC8FC871397408D0,2011,2014,1,664843.375
E6FBC32059211E85E235011A5E8D4C5A37E54E298B13DE19262EF86E270E53FC,2011,2014,2,13140.5597229004
7AC15CAAC97625B385477A1F6A28C0F58024D0D5466028E0A78ACAFF205D0AA4,2011,2014,1,9647.919921875
FEB5E1EF98DE6FDF6D60B7F07CAF59DC185802E07F47E2FFD13BA61CE29B7F83,2011,2014,1,1914.23999023438
BE7DF6308F81B71B3451E5037C21FF764FBFB85A4734F587745727CD77FA67D5,2011,2014,1,19686.720703125
88BCE1F88AC9BF058358C425350141A6CFECA8197DD3E9B5EBF30C185D879D3B,2011,2014,1,1591.56994628906
F2A301FA43E273E3239D410F9F01BC528349707024EFD30B2FDEE8B9E661A155,2011,2014,2,91304.9501953125
FCC0124DA24A06B276C47825D42F11BA2D24CF780847CD59F2442757F9750782,2011,2014,1,41133.390625
3DB248094F805E65C4283A5FC5C1A05F1871485D001DB5C92F7E03CD31FDE4BF,2011,2014,1,7046.89990234375
25E712961A61C8E1F564C09690993ECE21603E84BDFB59A05BAE9BB1927C402E,2011,2014,2,7736.56982421875
C522CB559EF15B2141FEF4CCD47F8B73E5CEE241C540E487B399950470501487,2011,2014,1,6194.33984375
A5EB774958D1673BE63F1D3A93470E8786F5C1807648F4E0DE8BE8589552B128,2011,2014,2,1943.73004150391
7A4B8CB37A213CC1424818AA5EF083FC69D3CFEBA165A2969785BB831A3D363A,2011,2014,1,1074.90002441406
CEAFEED3ED05C91D74CE8DE261F351A2E56F47B769FB316D5F0B6434FC4795A3,2011,2014,2,349379.52734375
14115629BA8FDDE5150EC505CEC34683BC1AEFDECC58CCE3C276AC0A816152FF,2011,2014,1,16643.73046875
1107B8FCF7E134075A6D548EB729E4E49D9F2D0AE7C4640EB964CF1DC74211E2,2011,2014,3,48770.2900390625
152B67836FC81402118F1B5D4A87C12E3125AA873CDDE082CD6CFF26F3E96593,2011,2014,2,4018.74005126953
5FCB10CA4AE0EF154E10CAD0B742FDE0884B18DBD179B6950C807A10B43CDDD1,2011,2014,2,14858.9702148438
B1DD2241887A8B756A260BC51316642D10395D859C3D0B22CA81078931779422,2011,2014,1,96581.6328125
B02253FA68351800AE73B90CE47DFA9DEA3EB29940C84E9B2B4A17D0E347594C,2011,2014,1,4983.7099609375
EFCC9CDF4DFD1CD73441254B4E5B195F4D06465D5E9329EF24CDB2B41529FDBE,2011,2014,1,1775.2099609375
06293F6EE72354A5EEC27E3925EA2F31420BC3BF0D984801512A4FB156358E10,2011,2014,2,155672.8125
0E6E41DA993142E6DE05A8BAB736CDD2C61EFA0D04650E9F6C860FE4EA7242B8,2011,2014,2,1231861.49499512
5B62B2ACB0C9D2FA749C81D43481D120BE7CE506A5EED1BE9279D42D776C7E46,2011,2014,1,30114.759765625
03C2F8EBEFFAC11E770D85E82485F76642EA0BF2914C018154D0A369C7BF7FAF,2011,2014,2,63448.2093811035
ADFF18A56167B77F87D8DF548BEF8C5F4AD4A774572E8E8D206E19659C2B9246,2011,2014,1,960
BD82BA2061C72EB2FDFC34AD831B7A0E33C57B6587E1D690B5308EB60182A371,2011,2014,1,633.119995117188
19D6D465F1F2B86AD0A01FAE0259C3FAB9C52BEA4195364DB04F0651BDC0F4D4,2011,2014,2,1191.89999389648
5911AC1B04FC473E8211BEE97625031F59C58B419330F6AF597DFBE058942E10,2011,2014,1,31194.650390625
0548AC769B7875C5BC7882CB46B1A6C02892178EED16B028D491AE67F23A4BD3,2011,2014,1,6106.77001953125
7863A7F91410218A1B808DBB527E79D31D1896351E44A1C39C0DD3AFE9C7D884,2011,2014,1,5919.4501953125
3C0F5D2306F0A7E37530F497838AA2A694BBB615ADB3CB257C9CBF3AE2B3188B,2011,2014,1,561.200012207031
4CD2D1E887AA035B46386D4B90FA16B1C41EEC16FB4E9B138B732C7F913F2D4E,2011,2014,3,1883700.9765625
BFB2B209F6473117FE5EEBAEB917D21F77BA0B1268B3FAD8C50BAABE8C22277F,2011,2014,1,90906.0078125
1EB11C8C03D563589A1E83AF2856341DABF421EDF816A205EC6A0E9C90EACF10,2011,2014,3,83109.1306152344
EFD89947DE6A479989474EC166808109387B0F77C4BCD3E2A4C07FBDB1E51E04,2011,2014,1,2117.8798828125
52B1C2E21C26CA36EBDBE57AD04719B3655CAA2C95F9A8BBD9501644C81735FB,2011,2014,2,152988.75
135B1327C7B75CC2E4F64F7178C99A1E8A9E1D1A04037FED2A20B8CCEAF62D9B,2011,2014,2,19117.169921875
86B7E7A916147C57DB8DFA144F81167F99A09F12C9516909BA87FA9E3380C2EA,2011,2014,1,1424.82995605469
E9252836D1FE9D28DCE6214FF764CA8E3EEB7F20428BFAAB0EC9AF0F78060901,2011,2014,1,34761.421875
C96566D9C5F35C82C4D950E8C7FBC3633EBA1D3A0C72A998FE7D6F7231ADA7DA,2011,2014,2,12317.7001953125
3642A27195D390082C63B86CBF714DEE92CCC280E623BB34D0E8F876BE0C04AC,2011,2014,2,2725.21997070313
68EC08A650DE8F3A4CA586C2B29B67557B4B649B681C23E3B6A898F2058F749D,2011,2014,1,3928.89990234375
0588FA4F28AA98AD1DC330C13265B49BC6C4FD5AF2BFD4076AA123B4ADB2F5C5,2011,2014,1,293.929992675781
7FFF16D6AF3991F5F45ADB9AF281E1C0DD57B05C93B160F03C9645B881C381A3,2011,2014,1,71131.34375
7BD57240424BEA31D6CD0F61577CC299E3EB9ED418D6138E7CEF74A46F10D0E9,2011,2014,2,419864.140625
C7FC1747980CDC9D742234B1E2D95EE94AD23675516A523822D9AA6EB5101FDB,2011,2014,1,22442.7109375
2E74D78AE7B81658EA34F684D7DA7F2562B85F83F8E3F2FEEFC6FA20CA562E1D,2011,2014,1,4409.5498046875
66DFBAD9F31D5C4722F8A8DF3D5ED4C14F8F732BF912F2634CB1A76014BDBFED,2011,2014,1,10660.5
01F2B0B3F7BAD9F8285A6E56F94211AB7FA80D574E5FA1F74F9FF6DF342CC0BF,2011,2014,1,1304.9599609375
F9BDA3BC5716E1978528F5AEC4014B812B54C040E555322A08DCC8395508649B,2011,2014,1,911.590026855469
871F570F64A13D4BBD8094A3D825C5C346F5F22909A8D1A229CCEEDD21606503,2011,2014,1,4682.89990234375
EFD73DAD6F8998209721807EF3E22D15847BC9046380DBEBCB4A10F5234013DA,2011,2014,1,3203.9599609375
AFCA27A1F1BB2F7C605C4B1753142D734EB685C1A44B33B33D43D3893BB18C10,2011,2014,4,10591162.125
3D01ED605B06DBD6723E1AA08B5D06241AE77862237119FDF80F4BC741690E2F,2011,2014,1,28761.1796875
2FD2BF68F77489030480D10979445386FFAE6B59CB9624703CC2EEC9BE4F5331,2011,2014,1,1755.9599609375
E5ABBAFE31944B33EB97FA66732B5A526F09B5C9B1CF3181F3361151C0AA9EB7,2011,2014,3,138091364.851563
CD802969F6FDC1FE69F2A78E6151E83D7C29E6C8BBF3D80E9592FF356091885C,2011,2014,1,2980.22998046875
27705110B4F775DF6647E3A96914350E1CBEECF15C5135ECED5CBE94CC6B7F5A,2011,2014,1,3641.3701171875
D93D048614AB76EBCE1991421192A781C98B1F8F673F6EBB1A455D14656F5112,2011,2014,1,29121.580078125
73A3EEB5CD4E1B296725C10E5AB5A22B0DF29AAB49322A5C0FBD71A1DAB3FB33,2011,2014,2,1957586.4765625
A44C7B695F2DAA9C1AF259527E3B73F5483420A4B1CB0C2E493C045EE27F601E,2011,2014,1,2078.9599609375
29D1CE3FAABFFD2AFC41CDC6A6FA36D2278BC0D0C696342C99B39AA0889288CC,2011,2014,1,2702.13989257813
097FB34FF6B9FB27D745617E55B229A025D43BB8EE78FE0C30C7D3FCF43F3182,2011,2014,2,11093.6801757813
CC17A49A3D2D52F3D8C1CEB869CCA5096C549CFAE3A0D6CB09EA694C2F81F81F,2011,2014,1,8143.740234375
30315303FB9A8BDFD90AB48EBC61F3F3B02A050E252E04E8A3D1ACBC699CB487,2011,2014,1,26652.16015625
504B288D74D4B56BD272FAEAFB38F27304B0BD72E26D24790B3DC1F481C6A49D,2011,2014,1,7715.85009765625
6FA5F083A7497CD733C938DC82E4275808882993D1CE845CC353AB65FF22EAF4,2011,2014,1,19953.01953125
927EB246F9B0DB0EE7D312DB9FF3F0A6C5D959533C92414F8F31B2E889EBFFCA,2011,2014,1,2104.40991210938
3681204F7810467B3431212FC23F07FEB4DC809C1A445CC9BF393FFD63CAB006,2011,2014,1,737.340026855469
4DB0E3CB2DF42162D43A2FB782CBD60E152B0DA473E71568F2C264BEC45E0E01,2011,2014,1,9176.1904296875
D58518D29BDB13652ED33A3F9A10394D7D047FEDBC30A1F05F7C08D082F2E72A,2011,2014,4,2303092.40905762
2D5068C444AAB19A1E6242708664E1B0FBBB47FEDA21E53D96C6EF16C7E1BE75,2011,2014,1,13125.1201171875
D6087F6F564F9EB41A21C09C34F0F42832CCF196F8F173AAD398683A64316F4A,2011,2014,3,111378.350097656
584B0B8BA84E965B1A29C82197E85469CF4532ED8F6A0620101F49928B35950E,2011,2014,2,4894.75
B397932349DD32458DD8E8F0360A142DD32B43F19A41697338CF9D9880B34ADA,2011,2014,1,80294.8828125
A70C709B812CC7A53345C410E9777CB56DA33C5F9A0A0F12750F0885EB70266B,2011,2014,1,6739.18017578125
2D0160EBF2EB9190BF196727B1386EA6F526D92F586D58E92747D5010402EB1E,2011,2014,1,1454.94995117188
EDDFC65124756994667D25645FEAF7C299F0F2020BD0AF5797C30FB1C6970203,2011,2014,1,20258.7109375
80DAAC8A950125C3115D053B7F20639552AA2D8A6604685A10E92639D1510B94,2011,2014,1,1879.68994140625
74B16C5845ED977D8CAEC00B8766DAAF2D8E7D8D7701C612E73B7C3B8D1F0357,2011,2014,2,93348.1098632813
806BA5408F1878741DB493CB724B314A3F95E98C6DA90E348DC89FDA7A5AD974,2011,2014,2,1964645.62988281
68B402081D2D4976203D6510E0F3AAC3A87276B3B938021839F7B95925B0268C,2011,2014,1,1569.57995605469
BF6357AF349AD32862EE1D8AE057A1E7468A88E9A6E3BAA0FAD716ABBA263F23,2011,2014,2,3867.88000488281
6BCCA37F14B62D8690828BC49F63167B3BF14D5BC5D936137EAE85615A08AEF0,2011,2014,1,11481.669921875
B796136A5EC610D83795F3F44113D148E7B15BEE4CBC0CEBB8C53FDAD3CCC4B9,2011,2014,1,32006.240234375
EA62BCF134E689DA5F929CBB5EDA3D28D6AF064DECAA175DDF17EFAC382B8ABE,2011,2014,2,3518094.73046875
BEF76D104BEEE4CB29F86E71CF9B816511410E6196B53B317052915BF015E6AD,2011,2014,1,7936.759765625
9AA834FA727D440B7551951CD08ADA8E8FFDDE9DCEBD871EDD9AEF3F455552C8,2011,2014,1,296.519989013672
FEA23619C9CA055D4CE6052BDFD4696D6DE3EFD450237458C028D85DA3ECA980,2011,2014,1,40626.609375
7C0333AE08168E97C1DD68D98B8051A5C5C90D18245B4988A49F08062BC40274,2011,2014,2,2355863.36010742
0D3B12296FD0C5E795FD6F04F819DECBA9614EE0235A935F14059E26AA0657DD,2011,2014,1,15361.240234375
C9210078CEE580FDD0812518371FC8B5E11A493EF54D24394419069892A286C3,2011,2014,3,1266759.04101562
1AFB637F7FD999D975EFCC46B4533870264EE2DC4EB06425CBD9CF16581115CE,2011,2014,1,116365.5703125
AA87309A737CBB71FCAA97B6666221C793EEB9AAA338E4C5DC338835324DBB38,2011,2014,3,3700860.83984375
8AD8CD6E2A5082CF7EE48D06DBC38617A85AA8D5CA2A7DAF9CAA2192C4E300C7,2011,2014,2,2199489.97998047
1FF4BE36DA23ED1089F771723A6F25ACE00CFA2E444FBEB5B9881B54FB91D596,2011,2014,2,124835.479736328
D193416DEB34E1578D0A23E29F20CB48235445F4A97ECC8949D32443A6A885F7,2011,2014,1,7378.22998046875
9B43410201CE09CB26C572270E1B2418216ACA95142E50069DE00EC17DD07189,2011,2014,2,90358.62109375
16F5C33D722C8396DEEAA73210AA5D428A395EB3621DB81F91EB3C9579FB8B4A,2011,2014,2,9919.80017089844
7377A1DCBC87F5E28F2563A4F72835A4C3FB9C436AE288E420C188779E4AFD9B,2011,2014,3,2689538.30664063
F4576F551E5A09D279A08BAE6C3E346DF47CCA14EEAD20D98D00662011730295,2011,2014,1,134518.5
6099E01D67DA0DDEF00B89A26CDFD4791E17F3D7238DE15C6352E3CF73DF0103,2011,2014,1,1758.9599609375
C081B6928443B6904E8522B0BD5FE095F8AFB35C568AB61E0CB4F6D61A9FECE6,2011,2015,2,2552.16
F31267A358BD041181683AC6E42E8AA92ECD54A4C7B4988A4B347C94BAC3182D,2011,2015,1,14282.76
68A2F4B84714EC1829E0AC28D29F204FDEBFF70F71F2A22FDE65461FF3ADDDFF,2011,2015,3,7007689.79
674AD1BEF3E8212603AE9A07EAFB6E7014602F589C1E4EB4135D61EB3685FCFD,2011,2015,2,1784.65
F5A9DAC8A748863247018554E01415638C6EB05E67BBAF43FF36D6A146C34646,2011,2015,1,6840
02469F8718DC6A143202EA2656871F0730745AC852628F00A55C28D5EE6DBBCE,2011,2015,3,830925.01
0EDCE219327723D6AF92286B15C58BB65A813A671BDD77B0DBBE27949E5B0610,2011,2015,3,55602.16
69136D78F5413184DEDBDFEC5C6EC84B22BB6E5DCD1094453056122BFE76720B,2011,2015,1,602.52
B89D9CB49261AC02F024DAF3DC86FD730EDE84DB3E4A3EAEE9F8C40748148427,2011,2015,1,3446.18
257FDDCB07D4D7028707E9708179CBE6D1755E141E9238923EDD7D452E929734,2011,2015,2,1929.38
E83EC3986C6DC874FC4881B9AD87DDC854433C69C0A0DA0DC11C395C3C60B840,2011,2015,1,46342.35
6124D8C0B3BE7ED34D36E2268756C66ADA69BA3A62AF2694DE53695ABA8C0454,2011,2015,1,25386.67
83EF4B50AC15D4BECE9C97DA8BECD2A6FAAC7049AAE59F893F2577B461792A16,2011,2015,4,7510214.24
083C42AB940BBCC0A3859BC45EFA25AD9C63D65F877E10CBE66F9633B7E83442,2011,2015,2,1909.3
381129D2BACBFFE88AA47CF43AAB8B0205C90F8E3B8F55424F7421B3BB765AE7,2011,2015,1,226418.45
B2E0D78A7F730C32AF9265FD7637D341F281207F62358847026025605C8611C2,2011,2015,4,614562.7
C4D3D2D27B072DC335872AEB4366134DC5805C616AAF2EF9ABBE818C594E3ACF,2011,2015,1,260.29
4CE683198D1988956A9467C38F7C31A77267B4563430CEF1229B83E2C35DCB2E,2011,2015,3,453446.83
27BD6B403A6000BF78DBC9A09E4644A0F5B4CC32DA11FE82AD6E99FAF0DF44A5,2011,2015,2,30217.83
C2DF2CAC420FA214C90BABB3B2B58056B210608D3E7DADB50C6A7E5EF5B8E480,2011,2015,3,878804.83
BC0BF2E7511DBB53DBD56839C96E212762845418F6BCF4F0B57D20FEA25A2188,2011,2015,2,45301.93
C49E201600E431B8C579817E8AE9DA71DC56031066A5DBCA7BF5D3219E55339B,2011,2015,1,6428.95
