term,est,se,tval,pval,spec
pair_exposure_EU:post,0.0331162069147074,0.0442749717919128,0.747966753549832,0.455613547326348,naive (no trend control)
pair_exposure_EU:post,-0.492591092900449,0.0413143121345242,-11.9230132961313,1.14121801784987e-23,trend-corrected
pair_exposure_EU:year_centered,0.0688949345356687,0.00307844845765686,22.3797589868071,2.05088142722993e-50,trend-corrected
pair_exposure_EU:post,-0.209251129455766,0.0423369433189394,-4.94251859137307,2.01585905692438e-06,shorter pre-period (2010+)
pair_exposure_EU:post,-0.104682409574142,0.0602331691637449,-1.73795287592391,0.0842443385059849,shorter + trend
pair_exposure_EU:year_centered,-0.0248401553891849,0.0133357961735034,-1.86266759524558,0.0644390839971463,shorter + trend
