quartile,term,est,se,tval,pval
Q1,pair_exposure_EU:post,-0.515679078239335,0.496620383819754,-1.03837678645607,0.305035962027263
Q2,pair_exposure_EU:post,0.607070380109163,0.241521408845169,2.51352616321618,0.0152202665618985
Q3,pair_exposure_EU:post,0.910966328812039,0.628803281725897,1.4487302393074,0.154666538782069
Q4,pair_exposure_EU:post,-1.94073505958276,4.37809454498628,-0.443283040062545,0.659836101648678
all,pair_exposure_EU:post,0.0331162069147074,0.0442749717919128,0.747966753549832,0.455613547326348
