buyer,top_supplier,version,seller_nace4d,omega,num_spend,sum_buyer_tc,n_yr_tc,x_buyertotal,shock_buyertotal
F31267A358BD041181683AC6E42E8AA92ECD54A4C7B4988A4B347C94BAC3182D,DFE84999859FA7A6205AF0220585AD1C09A9628C9E358622CBCEA2E6DACBBBF1,treat_2008,4673,0.000142952612818147,8535.7998046875,89409263,2,9.54688532069379e-05,1.36475220086839e-08
F67F71F147E1CB5AEFA4E81D4CF30FD406FD11D5180E30DE707A48959D8C18A2,06293F6EE72354A5EEC27E3925EA2F31420BC3BF0D984801512A4FB156358E10,treat_2008,3030,5.37187733197032e-07,27529.5498046875,182824551,2,0.000150579064212702,8.0889226171352e-11
F67F71F147E1CB5AEFA4E81D4CF30FD406FD11D5180E30DE707A48959D8C18A2,3BE59C35E1BFCEE14744A27D1026D2E8F5690AEFBA6276A6EFADA053A2D4F534,treat_2008,3511,0.000229158205560246,215082.125,182824551,2,0.00117644005590912,2.6959089216133e-07
F6B7A7277CE20E0CEE0174773B8432DA1F6E239BD53990F578224B8926DA57FB,3BE59C35E1BFCEE14744A27D1026D2E8F5690AEFBA6276A6EFADA053A2D4F534,treat_2008,3511,0.000229158205560246,8950,13973618,2,0.000640492676986017,1.46774152532594e-07
F8F1FAA7804D5A5B8495B44A8586C93F19689545D2D96B5CBBB19221519EC076,3BE59C35E1BFCEE14744A27D1026D2E8F5690AEFBA6276A6EFADA053A2D4F534,treat_2008,3511,0.000229158205560246,97957720,10405163029,2,0.00941433783660902,2.15737276517525e-06
F8F1FAA7804D5A5B8495B44A8586C93F19689545D2D96B5CBBB19221519EC076,AFCA27A1F1BB2F7C605C4B1753142D734EB685C1A44B33B33D43D3893BB18C10,treat_2008,2014,3.93079763820856e-05,4322857.5,10405163029,2,0.000415453125333247,1.63306216384629e-08
FB2B8908754934888CC757CC0F6EE2703BE855409C950BBC9F8E3217F1EFD3EF,1CA094B752178A00D0DAB81D2B57AF833D16221A5E9AC38167100BC586216614,treat_2008,1393,2.18514836381663e-08,23039.9499511719,3779523,2,0.00609599411120712,1.33206515579401e-10
FBBAE30BA91C2815D3C929046574BC83F9154905DFEE1D10C9A413585C9CB50A,7BD8DA430EC6A64C5278A5087EDDDCFD54EE849C1B904B1F1BFF9FE3FB8E5553,treat_2008,2014,8.25574858824201e-06,1514554.0625,205575837,2,0.00736737393169412,6.08231869356347e-08
FE0492BB9292D51D5FF951AB61893AE3823D71A3A735CB603337AB6AA068FFAE,3BE59C35E1BFCEE14744A27D1026D2E8F5690AEFBA6276A6EFADA053A2D4F534,treat_2008,3511,0.000229158205560246,13101919,,,,
FEEB72045B9C8E1D1E438797096A98DC8041A48A1AE7399FE650621711D8BAB3,7EFE7AC47DF7A0E69E1E4909A7C14C4BEF034F82D4F05F3C3F42A2942791E0CA,treat_2008,2311,6.72193376993775e-05,1025202.375,56167677,2,0.0182525329470186,1.22692317603466e-06
083C42AB940BBCC0A3859BC45EFA25AD9C63D65F877E10CBE66F9633B7E83442,EA1B2625F236F386C8047A4FF05EEFA589BC2737825902CB44BC003C61070512,treat_2013,1039,8.57822218278601e-07,86842.37890625,1406985015,2,6.17223196980886e-05,5.29467772007154e-11
0A504C686BDD09CADD293F605C96868E0155185BFAA023B58558FEA3B3278B22,7A01DDE298CB1AB8AAB6B60D8755E5997F415CEF475BD9887E027BDBD80E1B41,treat_2013,2015,4.60822786867951e-05,15884.580078125,10734101,2,0.00147982398135857,6.81936611163683e-08
0D8E6484CB9716B07B6C77FDAD4D31811A9B3082E8A56ED31A4A3CE3BD08F828,539ECB9AED38AD4CD3B09BBE87B83D4D9E8F594BB312637157DF695847F9AFEC,treat_2013,3511,0.0183514091385063,103329.34375,1364730163,2,7.57141203084847e-05,1.38946079934309e-06
125EA6B782DCCA982F2692424AE91CBA74A6BC3DB2028CDF4B30877325B3BAF1,3C8F64AD580757BBF770B04BD52CCCE6D586313EFCC2A4893B9131A2D9846D30,treat_2013,2014,5.42230381922028e-05,15332596.5,55866147896,2,0.000274452366548398,1.48816411532942e-08
19D0C27E90DE05558674786A9E5A3A6FA7E77A22D3A5BE19D32C9563E05F8B60,7A01DDE298CB1AB8AAB6B60D8755E5997F415CEF475BD9887E027BDBD80E1B41,treat_2013,2015,4.60822786867951e-05,10220143.5,1184775903,2,0.00862622498830481,3.97516103926058e-07
1C6EC1F8E25B016DB87AC7C6CDC9FD74E36F38CFD1673CB9480E1F9ED238F425,3C8F64AD580757BBF770B04BD52CCCE6D586313EFCC2A4893B9131A2D9846D30,treat_2013,2014,5.42230381922028e-05,18229003.25,69974240076,2,0.000260510199613475,1.41256545030998e-08
2236625B9082AD13E72407B44FA2E57E4DF38D31A96018ACB660CA6A323A89F3,A7E4D6C8E4978F81C59A9CE76EFE1AB662AA0F95691E0D49AD6026B12053E721,treat_2013,2732,9.0814672438268e-07,4800141.75,124175340,2,0.0386561595079989,3.51054646344036e-08
387E9F4FB003C1750F4D9FFA33CB0062B0884FAFD07A70B4FA087D840A9EE79D,9B43410201CE09CB26C572270E1B2418216ACA95142E50069DE00EC17DD07189,treat_2013,2444,1.24545368133439e-05,21773399,1837607484,2,0.0118487757530269,1.4757101380913e-07
3BE59C35E1BFCEE14744A27D1026D2E8F5690AEFBA6276A6EFADA053A2D4F534,0A34A8A9107FF70BC93E025A5237A6C6656170DE09B68276578A1653C672D716,treat_2013,7112,0.00616514624675381,4944451.5,65866217207,2,7.50680957502221e-05,4.62805788765437e-07
3BE59C35E1BFCEE14744A27D1026D2E8F5690AEFBA6276A6EFADA053A2D4F534,24E802F3A30E1B661E2FD8A850783BD425F2F01A17F66D42FAE4EC94C4E4C8D5,treat_2013,3511,0.00523159402595964,2347057.75,65866217207,2,3.563371102099e-05,1.86421109700184e-07
3BE59C35E1BFCEE14744A27D1026D2E8F5690AEFBA6276A6EFADA053A2D4F534,7A01DDE298CB1AB8AAB6B60D8755E5997F415CEF475BD9887E027BDBD80E1B41,treat_2013,2015,4.60822786867951e-05,1965494.5625,65866217207,2,2.98407081178349e-05,1.37512782769738e-09
3BE59C35E1BFCEE14744A27D1026D2E8F5690AEFBA6276A6EFADA053A2D4F534,A1E9FE762ACC4DE886908DD38F550AAC93E153911553A0EE13701CA7E35CD778,treat_2013,1031,7.61343271970321e-06,1025817.3125,65866217207,2,1.55742557565759e-05,1.18573548362141e-10
443465ED713331FE0B77A34B12539C2140C79B9FDAF32C7BFD83776E10501445,A1E9FE762ACC4DE886908DD38F550AAC93E153911553A0EE13701CA7E35CD778,treat_2013,1031,7.61343271970321e-06,321698.921875,518662353,2,0.000620247295787439,4.72221105605552e-09
498FD2A258C8D6DFB80A2FE67F2735F8D3759EC9C94FBE7443F5B48988B06E54,24E802F3A30E1B661E2FD8A850783BD425F2F01A17F66D42FAE4EC94C4E4C8D5,treat_2013,3511,0.00523159402595964,2465,1502585128,2,1.6405060545761e-06,8.58246167467093e-09
4C4AFA11F7CFB164582811756F70B0C08F76AA402E3112B966D24AEC0EF417AD,7A01DDE298CB1AB8AAB6B60D8755E5997F415CEF475BD9887E027BDBD80E1B41,treat_2013,2015,4.60822786867951e-05,4966.919921875,2518556148,2,1.97212991491941e-06,9.08802403458818e-11
4CE683198D1988956A9467C38F7C31A77267B4563430CEF1229B83E2C35DCB2E,24E802F3A30E1B661E2FD8A850783BD425F2F01A17F66D42FAE4EC94C4E4C8D5,treat_2013,3511,0.00523159402595964,919.029998779297,553349637,2,1.66084865215028e-06,8.68888588661253e-09
4F041995909348A972258A49F0EA4DD0F1AEE47DA660396688699BE3C5B383F6,7A01DDE298CB1AB8AAB6B60D8755E5997F415CEF475BD9887E027BDBD80E1B41,treat_2013,2015,4.60822786867951e-05,380592.796875,1291419475,2,0.000294708887578918,1.35808570888871e-08
5B62B2ACB0C9D2FA749C81D43481D120BE7CE506A5EED1BE9279D42D776C7E46,EDDFC65124756994667D25645FEAF7C299F0F2020BD0AF5797C30FB1C6970203,treat_2013,1031,0.0001545429363705,9424805.5,197532232,2,0.0477127474568302,7.37366809428265e-06
648B6285AF072F95A47296A5F6B2ED0F033063B5034F78B51A7A8AAA82ABECE6,A1E9FE762ACC4DE886908DD38F550AAC93E153911553A0EE13701CA7E35CD778,treat_2013,1031,7.61343271970321e-06,640692.4609375,583668077,2,0.00109770002195529,8.35726526357331e-09
65131DA16F26415E3FEAE77CDC495EBCBE8CDE6042C6696D620D73DF40AD7CCF,7A01DDE298CB1AB8AAB6B60D8755E5997F415CEF475BD9887E027BDBD80E1B41,treat_2013,2015,4.60822786867951e-05,179096.32421875,1083565267,2,0.000165284297746644,7.61667707131208e-09
6854DA9859C37927F4019AACD32C75C31AD6F02AF47E932DF02F759931F0E951,E226414FE7AEDCA3ED6AE8C253A524C2A6477FFCB93D320BB29F88459BA7680E,treat_2013,2320,8.73624248467786e-05,1440,146898805,2,9.80266653632751e-06,8.56384718577944e-10
68A2F4B84714EC1829E0AC28D29F204FDEBFF70F71F2A22FDE65461FF3ADDDFF,E226414FE7AEDCA3ED6AE8C253A524C2A6477FFCB93D320BB29F88459BA7680E,treat_2013,2320,8.73624248467786e-05,497178.71484375,9241769331,2,5.37969188622838e-05,4.69982928109452e-09
70FE32E6D4C290D05B9D2182667C39C6B9FE3FE1D7631D861FA3E0AAAF1DA222,A1E9FE762ACC4DE886908DD38F550AAC93E153911553A0EE13701CA7E35CD778,treat_2013,1031,7.61343271970321e-06,3013774.9765625,125597734,2,0.0239954566104075,1.82687794481895e-07
781DDBF220914771C108CE716159C411A65053A91F89898E330CB0229771CCE6,A1E9FE762ACC4DE886908DD38F550AAC93E153911553A0EE13701CA7E35CD778,treat_2013,1031,7.61343271970321e-06,4049636.375,206291510,2,0.0196306497295987,1.49456630960359e-07
7A01DDE298CB1AB8AAB6B60D8755E5997F415CEF475BD9887E027BDBD80E1B41,7A01DDE298CB1AB8AAB6B60D8755E5997F415CEF475BD9887E027BDBD80E1B41,treat_2013,2015,4.60822786867951e-05,3790504.75,531592636,2,0.00713046888407235,3.28588254283343e-07
7C817AFC7C6D0E08FD60CF015FEFF91954B125FD48E134DE10C90551BDC14D12,3C8F64AD580757BBF770B04BD52CCCE6D586313EFCC2A4893B9131A2D9846D30,treat_2013,2014,5.42230381922028e-05,165989760,886791885,2,0.187180061982638,1.01494716497034e-05
83EF4B50AC15D4BECE9C97DA8BECD2A6FAAC7049AAE59F893F2577B461792A16,9B43410201CE09CB26C572270E1B2418216ACA95142E50069DE00EC17DD07189,treat_2013,2444,1.24545368133439e-05,609079808,8464397611,2,0.0719578446088667,8.9620162469001e-07
91EC638BAEE6C0547B5CD3A38EA010251CF846F1DAC5B46C2DEBAA30174CD56E,A1E9FE762ACC4DE886908DD38F550AAC93E153911553A0EE13701CA7E35CD778,treat_2013,1031,7.61343271970321e-06,383186.1875,108183286,2,0.00354200913716006,2.69668482583421e-08
94017B9E62CF2DD7184E06909A4451225FEEB88ED86B19429927E7E0CE36D9AA,7A01DDE298CB1AB8AAB6B60D8755E5997F415CEF475BD9887E027BDBD80E1B41,treat_2013,2015,4.60822786867951e-05,5395062.75,153815044,2,0.0350750005311574,1.61633594941628e-06
9667C5CF58D6CB9771EC341CAB64A74403932D3C04CA637E179C6732494E3956,A1E9FE762ACC4DE886908DD38F550AAC93E153911553A0EE13701CA7E35CD778,treat_2013,1031,7.61343271970321e-06,540570.107421875,304082620,2,0.00177770800390326,1.35344602829954e-08
9B43410201CE09CB26C572270E1B2418216ACA95142E50069DE00EC17DD07189,E226414FE7AEDCA3ED6AE8C253A524C2A6477FFCB93D320BB29F88459BA7680E,treat_2013,2320,8.73624248467786e-05,74726.4921875,5799814243,2,1.2884290609426e-05,1.12560287007003e-09
9C0362DF414FCE539D1971F13460C5726B978F5842FD946D821DB58B8E1D7CD2,7A01DDE298CB1AB8AAB6B60D8755E5997F415CEF475BD9887E027BDBD80E1B41,treat_2013,2015,4.60822786867951e-05,68369.46875,148700000,2,0.000459781228984533,2.11877667290224e-08
9F72F5EC2B91E6C8B9016E1CE52960C84D7C404F13131CBF0C0C1E05E418F250,3BE59C35E1BFCEE14744A27D1026D2E8F5690AEFBA6276A6EFADA053A2D4F534,treat_2013,3511,0.000107486816462379,8568292.08007813,575400849,2,0.0148909965895412,1.60058581736193e-06
A1E9FE762ACC4DE886908DD38F550AAC93E153911553A0EE13701CA7E35CD778,A1E9FE762ACC4DE886908DD38F550AAC93E153911553A0EE13701CA7E35CD778,treat_2013,1031,7.61343271970321e-06,178058.3359375,751566371,2,0.000236916316120669,1.80374643298465e-09
A7E4D6C8E4978F81C59A9CE76EFE1AB662AA0F95691E0D49AD6026B12053E721,9B43410201CE09CB26C572270E1B2418216ACA95142E50069DE00EC17DD07189,treat_2013,2444,1.24545368133439e-05,112088444,764193694,2,0.146675436973705,1.82677462940232e-06
AAEE7A0BCBE72A758DECD010C6BB77D07962734CC24B10ED40C403CDE97D5EB3,A1E9FE762ACC4DE886908DD38F550AAC93E153911553A0EE13701CA7E35CD778,treat_2013,1031,7.61343271970321e-06,4597.64990234375,119275473,2,3.85464822457149e-05,2.93471049158985e-10
AE66A9EFBEBE6A9A61571C04995743B1E6F7AC1101DA3F8939D8877725059A04,A1E9FE762ACC4DE886908DD38F550AAC93E153911553A0EE13701CA7E35CD778,treat_2013,1031,7.61343271970321e-06,389547.76171875,100969507,2,0.00385807332622462,2.93731816968927e-08
AFCA27A1F1BB2F7C605C4B1753142D734EB685C1A44B33B33D43D3893BB18C10,8AD8CD6E2A5082CF7EE48D06DBC38617A85AA8D5CA2A7DAF9CAA2192C4E300C7,treat_2013,2016,1.7652528018918e-06,14253.9399414063,1575361878,2,9.04804168519193e-06,1.59720809364189e-11
B3E0FD522207C8C5AEA81FC57D6965D5D991ADD89876A1705055DD7AAB7EEFC7,7A01DDE298CB1AB8AAB6B60D8755E5997F415CEF475BD9887E027BDBD80E1B41,treat_2013,2015,4.60822786867951e-05,718026.984375,227040503,2,0.00316255018328161,1.45737518906958e-07
B6EFE016EC0C2668A7AFF8E5A70FF3033726E8022ED5F7F6F46628DC3A427E7C,A1E9FE762ACC4DE886908DD38F550AAC93E153911553A0EE13701CA7E35CD778,treat_2013,1031,7.61343271970321e-06,1816502.71875,8232644384,2,0.000220646323832515,1.6798759413487e-09
B6EFE016EC0C2668A7AFF8E5A70FF3033726E8022ED5F7F6F46628DC3A427E7C,EA1B2625F236F386C8047A4FF05EEFA589BC2737825902CB44BC003C61070512,treat_2013,1039,8.57822218278601e-07,3882711,8232644384,2,0.000471623796546585,4.04569371346567e-10
B9E46A6B62A0DEA407F94958C0B98973CC54B31973F54BAD759DEECF9143CB7C,3BE59C35E1BFCEE14744A27D1026D2E8F5690AEFBA6276A6EFADA053A2D4F534,treat_2013,3511,0.000107486816462379,601905.842529297,97187445,2,0.00619324690065982,6.6569239291742e-07
C081B6928443B6904E8522B0BD5FE095F8AFB35C568AB61E0CB4F6D61A9FECE6,24E802F3A30E1B661E2FD8A850783BD425F2F01A17F66D42FAE4EC94C4E4C8D5,treat_2013,3511,0.00523159402595964,19792.8603515625,4834395860,2,4.09417452040481e-06,2.1419058962186e-08
C9210078CEE580FDD0812518371FC8B5E11A493EF54D24394419069892A286C3,E226414FE7AEDCA3ED6AE8C253A524C2A6477FFCB93D320BB29F88459BA7680E,treat_2013,2320,8.73624248467786e-05,26689.8793945313,310208767,2,8.60384432479023e-05,7.51652703217869e-09
CF4DB84513AB8C68511709D7B79224804195F0EC9A517C786AE4CECB82E699CA,40373FF2604A156C93922C1CDE8C3D74A3B4CAC9C582D5C77BE7882A04E44797,treat_2013,1089,0.000445069962383736,641207.15625,77805744,2,0.00824112878157171,3.66787887681364e-06
D2B4170185D739578CFE35C674E99CDBC29EA8FDB38E30F205B1E46260E0650E,7A01DDE298CB1AB8AAB6B60D8755E5997F415CEF475BD9887E027BDBD80E1B41,treat_2013,2015,4.60822786867951e-05,2825.19995117188,33780284,2,8.36345825621796e-05,3.85407214148414e-09
D3B615A03010104B09E4C88B29B0A80A823664C2897B33D069EBA714719DF84B,A1E9FE762ACC4DE886908DD38F550AAC93E153911553A0EE13701CA7E35CD778,treat_2013,1031,7.61343271970321e-06,872451.4375,4717646.5,1,0.184933618383658,1.40797966117525e-06
D6087F6F564F9EB41A21C09C34F0F42832CCF196F8F173AAD398683A64316F4A,24E802F3A30E1B661E2FD8A850783BD425F2F01A17F66D42FAE4EC94C4E4C8D5,treat_2013,3511,0.00523159402595964,4368000,6698633444,2,0.000652073297713049,3.41138276880339e-06
E13616454E4BF3380DD212D13614225515EF33F6F9CFECA55E3C83D914B311D0,7A01DDE298CB1AB8AAB6B60D8755E5997F415CEF475BD9887E027BDBD80E1B41,treat_2013,2015,4.60822786867951e-05,62297114,480156020,2,0.129743482128996,5.97887530126363e-06
E59F3C68EBE515BF1D63F2F3849BF72F083EC1573D48A557002A09FCF8DD50A8,7A01DDE298CB1AB8AAB6B60D8755E5997F415CEF475BD9887E027BDBD80E1B41,treat_2013,2015,4.60822786867951e-05,2323501.625,115853088,2,0.0200555864769008,9.24207125255662e-07
E7FC48CB1FB093AFEC490CB8E5551CD881007D0E7BF6DA944B4DC4B2A5944804,25E712961A61C8E1F564C09690993ECE21603E84BDFB59A05BAE9BB1927C402E,treat_2013,2561,5.01476684006405e-05,46400,539005615,2,8.60844464486701e-05,4.3169342749606e-09
E9178E845B09F89939C8E5085FC0C2821B3251D7F65EB128CA34132B682F5423,E226414FE7AEDCA3ED6AE8C253A524C2A6477FFCB93D320BB29F88459BA7680E,treat_2013,2320,8.73624248467786e-05,426369.84375,976966456,2,0.000436422193547656,3.81269010852734e-08
EA1B2625F236F386C8047A4FF05EEFA589BC2737825902CB44BC003C61070512,EA1B2625F236F386C8047A4FF05EEFA589BC2737825902CB44BC003C61070512,treat_2013,1039,8.57822218278601e-07,200200.640625,385860838,2,0.00051884156387231,4.45073821256083e-10
EFD73DAD6F8998209721807EF3E22D15847BC9046380DBEBCB4A10F5234013DA,A1E9FE762ACC4DE886908DD38F550AAC93E153911553A0EE13701CA7E35CD778,treat_2013,1031,7.61343271970321e-06,34877.9602050781,56701886,2,0.000615111112972117,4.68310707375498e-09
EFEF2006408C9BF676E67DFD79CA4AC8F4E2236396773A1B07910F455A630AEE,D362B2967F300FCA01BBEE859B18214A1B723CE0FBEC3E2DE5FFAA17EDC65A13,treat_2013,1013,4.74061740594392e-06,1145847.15625,104802918,2,0.010933351648186,5.18308371286961e-08
F13FD771AC8CC4A7E3399ED76B79B31E925D00F83A00941ADBCA043E167F0DA5,EA1B2625F236F386C8047A4FF05EEFA589BC2737825902CB44BC003C61070512,treat_2013,1039,8.57822218278601e-07,71577.779296875,72402634,2,0.000988607393715469,8.4804938748363e-10
F8F1FAA7804D5A5B8495B44A8586C93F19689545D2D96B5CBBB19221519EC076,7A01DDE298CB1AB8AAB6B60D8755E5997F415CEF475BD9887E027BDBD80E1B41,treat_2013,2015,4.60822786867951e-05,5871.14990234375,14456086963,2,4.06136869359656e-07,1.87157123988141e-11
FBBAE30BA91C2815D3C929046574BC83F9154905DFEE1D10C9A413585C9CB50A,7A01DDE298CB1AB8AAB6B60D8755E5997F415CEF475BD9887E027BDBD80E1B41,treat_2013,2015,4.60822786867951e-05,195722.609375,121645935,1,0.00160895314237175,7.41442271007698e-08
FCF30B082573F97E8F74E57B1A478C7724711244FF3A60C64ECA2ECB6463064B,A1E9FE762ACC4DE886908DD38F550AAC93E153911553A0EE13701CA7E35CD778,treat_2013,1031,7.61343271970321e-06,342642.689453125,17072581,2,0.0200697650491818,1.52799805902197e-07
FEA23619C9CA055D4CE6052BDFD4696D6DE3EFD450237458C028D85DA3ECA980,A1E9FE762ACC4DE886908DD38F550AAC93E153911553A0EE13701CA7E35CD778,treat_2013,1031,7.61343271970321e-06,20071.9897460938,271105674,2,7.40375125682311e-05,5.63679620672408e-10
01ADB44BA43E16EBF2F8CF5B6F7E07BCB318D92166D380EC8283E42D47052E33,67863B92FB29A53B4F85034E41DF069DCCE2E96E963396F391424D73021DCAC2,treat_2017,2365,0.000208018857469999,1269259.32,99757438,2,0.0127234554680524,2.64671866953468e-06
01F2B0B3F7BAD9F8285A6E56F94211AB7FA80D574E5FA1F74F9FF6DF342CC0BF,BD82BA2061C72EB2FDFC34AD831B7A0E33C57B6587E1D690B5308EB60182A371,treat_2017,4211,1.04491078317667e-05,2013221.7,10466239,2,0.192353881848102,2.00992645328973e-06
03C2F8EBEFFAC11E770D85E82485F76642EA0BF2914C018154D0A369C7BF7FAF,A0B44CF8258D0A44D27D379D0CD4B5D173FC1457A2B18D84A999423522AED2D2,treat_2017,4322,3.52989529924418e-05,1737.15,389030517,2,4.46533092929571e-06,1.57621506568906e-10
03C2F8EBEFFAC11E770D85E82485F76642EA0BF2914C018154D0A369C7BF7FAF,B8FDF1A99C14812F711B9B01A2C27EC7B85C6A71A20AB98121F00747A42E5B58,treat_2017,2351,0.000103038803811996,459.25,389030517,2,1.18049864967277e-06,1.21637168763959e-10
060E7B38352289E781F61CC259B557CB6CB65E5006A476CB80EDFE7114BC286D,7377A1DCBC87F5E28F2563A4F72835A4C3FB9C436AE288E420C188779E4AFD9B,treat_2017,2014,0.000409655665552639,1152.53,226110851,2,5.09719013883151e-06,2.08809281877137e-09
083C42AB940BBCC0A3859BC45EFA25AD9C63D65F877E10CBE66F9633B7E83442,1745374E09DBF271136A572D482D683EFC56C0DDAD78546E8A3B3C4C6D94F1F5,treat_2017,1722,3.90735085943156e-05,1908672.08,1190898021,2,0.00160271664436665,6.26237625779128e-08
083C42AB940BBCC0A3859BC45EFA25AD9C63D65F877E10CBE66F9633B7E83442,1A197756250775389BD4ECBD644856B19F0024EE36CFDF5AB1599882260983EE,treat_2017,1051,8.70639900246024e-05,6765.48,1190898021,2,5.68099021133565e-06,4.94609675089591e-10
083C42AB940BBCC0A3859BC45EFA25AD9C63D65F877E10CBE66F9633B7E83442,32424075741922469453FAD31C3E5A3FC8FB96E6E14ACF83BA40B2F0B4770F80,treat_2017,1107,2.17596979039937e-05,1317084.69,1190898021,2,0.00110595925660708,2.40653393178955e-08
083C42AB940BBCC0A3859BC45EFA25AD9C63D65F877E10CBE66F9633B7E83442,40373FF2604A156C93922C1CDE8C3D74A3B4CAC9C582D5C77BE7882A04E44797,treat_2017,1089,8.43249664590945e-05,169496.98,1190898021,2,0.000142327031375594,1.20017221469695e-08
083C42AB940BBCC0A3859BC45EFA25AD9C63D65F877E10CBE66F9633B7E83442,A2D0C13790C3E409C825E25214303B2E0AB0A1071E3E1997C5F73FCE2D5E2BDC,treat_2017,1105,1.03465140882384e-05,8036466.56,1190898021,2,0.00674824075469683,6.98207680392953e-08
083C42AB940BBCC0A3859BC45EFA25AD9C63D65F877E10CBE66F9633B7E83442,BD82BA2061C72EB2FDFC34AD831B7A0E33C57B6587E1D690B5308EB60182A371,treat_2017,4211,1.04491078317667e-05,92949.85,1190898021,2,7.80502178699985e-05,8.15555142816498e-10
083C42AB940BBCC0A3859BC45EFA25AD9C63D65F877E10CBE66F9633B7E83442,E960E6FEE8969FB7389229FEC9909A4AE8924C8D288A1D7C78D5252939037603,treat_2017,1031,1.58986599678024e-05,271664.4,1190898021,2,0.000228117265466511,3.62675883643698e-09
083C42AB940BBCC0A3859BC45EFA25AD9C63D65F877E10CBE66F9633B7E83442,EA1B2625F236F386C8047A4FF05EEFA589BC2737825902CB44BC003C61070512,treat_2017,1039,4.48878231599981e-05,129156.67,1190898021,2,0.00010845317375836,4.86822688480581e-09
0A45FA9EAFA155A652DCAFBA08DF9B4BF701E30ABBB57BF7718BB47DF84207A5,381129D2BACBFFE88AA47CF43AAB8B0205C90F8E3B8F55424F7421B3BB765AE7,treat_2017,2014,3.70529576586508e-06,1859549.33,1115521810,2,0.00166697711629681,6.17664325080856e-09
0AABE45F4FB603AEFF53DCD7E191AED36467BD28C51C0AAB83550B4DE8F2B90A,B8FDF1A99C14812F711B9B01A2C27EC7B85C6A71A20AB98121F00747A42E5B58,treat_2017,2351,0.000103038803811996,65535.7,33087116,2,0.00198070149117862,2.04089112359682e-07
0BDFE5EAA496435F87A696788887950D9BD6AA745A2C6C95533B08641C33E65D,DCF3F0DD9DF652FC8B064F143BE61B6316597A64B4E743D24B0030BAF9B79803,treat_2017,1062,6.15850136977239e-05,1009892.2,148259502,2,0.00681165244977013,4.19495709423228e-07
0D8E6484CB9716B07B6C77FDAD4D31811A9B3082E8A56ED31A4A3CE3BD08F828,233C29FA2E67D9E99661CF7ABDF39D6AC6BAEC0D61A8BF7ACA5B2A341DB24E7D,treat_2017,2352,0.00126345506798275,117817,807065446,2,0.000145981965383263,1.84441653997566e-07
0D8E6484CB9716B07B6C77FDAD4D31811A9B3082E8A56ED31A4A3CE3BD08F828,2A70DBCD110EDD6E2E83D454D79E47D9BA81845955CFE8E1E03BF1D0EA7BCBC5,treat_2017,2014,3.90209640781755e-05,47757196.16,807065446,2,0.0591738828575743,2.30902195735157e-06
0D8E6484CB9716B07B6C77FDAD4D31811A9B3082E8A56ED31A4A3CE3BD08F828,539ECB9AED38AD4CD3B09BBE87B83D4D9E8F594BB312637157DF695847F9AFEC,treat_2017,3511,0.0651715103243854,98010,807065446,2,0.000121439965601005,7.91442597195892e-06
0DDB9AF83891A69613D1C08A28B90CBD44E7E5E58B56EC0085A8971935A577E0,3EE54F1625227C67E1ED1E8AADCB8DB7E0EAC784F6B11595A589E00465C4C22D,treat_2017,1393,6.44909989307547e-05,143200.96,54678647,2,0.00261895580554508,1.68899076055102e-07
0E6E41DA993142E6DE05A8BAB736CDD2C61EFA0D04650E9F6C860FE4EA7242B8,0E6E41DA993142E6DE05A8BAB736CDD2C61EFA0D04650E9F6C860FE4EA7242B8,treat_2017,2014,0.000836737872527657,6502119.07,466010937,2,0.0139527177449056,1.16747673618512e-05
0E6E41DA993142E6DE05A8BAB736CDD2C61EFA0D04650E9F6C860FE4EA7242B8,1E9AFCCFC2BEB1136C929DD46B6D15743F76A4DE734C2977D9C9BE1F6C01766D,treat_2017,2016,0.000357974396666644,95436.41,466010937,2,0.000204794356575369,7.33111362358014e-08
0E6E41DA993142E6DE05A8BAB736CDD2C61EFA0D04650E9F6C860FE4EA7242B8,549DB4EF525043F50D2173C29347FE391310F9E0EA10DDE919839D19ABF1AABD,treat_2017,1920,0.00155502566739442,193881579.04,466010937,2,0.416045126082524,0.000646960849852672
0F1BF1CA16192217AE75F4E399BCB6F4938B1D23382856CA1F7451AF0B4B828F,D7E5CDFAAACF0B7F90CD7FBB7F8126EB1255FF5547B0834A227723386F131B08,treat_2017,1393,0.000148685155751804,3628.99,64891153,2,5.59242644370951e-05,8.31510796813456e-09
1061796C42F184760E3BAF45DC443875C42284348C2B209B70F02ED964EDAC7E,CD862FFAF195F06877AE4815D81FDFFCB454147B4CAB0C53BD6FD33F3D619DF1,treat_2017,2014,6.86980714825666e-05,1000787.6,372505628,2,0.00268663752913822,1.84566817024483e-07
10F6851CCF2E156A95B4D8FA391B331913274D4134A5EA517422C7B5373AC346,3C8F64AD580757BBF770B04BD52CCCE6D586313EFCC2A4893B9131A2D9846D30,treat_2017,2014,0.000237274038919233,1978782.8,203580955,2,0.00971988170504456,2.30627558997308e-06
10F6851CCF2E156A95B4D8FA391B331913274D4134A5EA517422C7B5373AC346,7A01DDE298CB1AB8AAB6B60D8755E5997F415CEF475BD9887E027BDBD80E1B41,treat_2017,2015,0.000568587529549804,765218.15,203580955,2,0.00375879045267275,2.13720137758059e-06
