quartile,term,est,se,tval,pval
Q1,regulated_n:post,0.0324531395945342,0.0068818199240155,4.71577866797741,3.88421704082104e-06
Q2,regulated_n:post,0.0136490407965676,0.00422379160864731,3.23146643139878,0.00136761494840452
Q3,regulated_n:post,-0.00805648036964483,0.00346661854257443,-2.32401698389977,0.0207645154694898
Q4,regulated_n:post,-0.0133710366127591,0.0033403592588461,-4.00287381584758,7.9348750120766e-05
all,regulated_n:post,-0.00289546015054292,0.00254517125910783,-1.13762880992059,0.256095848891902
