"window","spec","coef","se","t_stat","lo90","hi90","lo95","hi95","n"
"2000m1-2019m12 (ω from 2006-07)","(A) Treated × Post(2008)",0.0819891439336969,0.0235320152896823,3.48415309629878,0.0432789787821695,0.120699309085224,0.0358663939659196,0.128111893901474,32133
"2000m1-2019m12 (ω from 2006-07)","(B) omega_em × Post(2008)",-1.72061658168489,5.94056146374491,-0.289638713812788,-11.4928401895453,8.05160702617549,-13.3641170506249,9.92288388725513,32133
"2000m1-2019m12 (ω from 2006-07)","(C) omega_sh × Post(2008)",142.593503772703,502.147145656085,0.283967568084842,-683.438550831556,968.625558376963,-841.614901713223,1126.80190925863,32133
