interval,seller_nace4d,n_cells,mean_n_supp,p10_n_supp,p25_n_supp,median_n_supp,p75_n_supp,p90_n_supp,p99_n_supp,max_n_supp,share_eq_1,share_eq_2,share_3_to_5,share_6_to_10,share_ge_11,share_ge_2
interval_2015_16,4322,140,1.22857142857143,1,1,1,1,2,3,4,0.821428571428571,0.135714285714286,0.0428571428571429,0,0,0.178571428571429
interval_2015_16,4646,138,1.52173913043478,1,1,1,2,2,6.88999999999999,10,0.72463768115942,0.181159420289855,0.0797101449275362,0.0144927536231884,0,0.27536231884058
interval_2015_16,2352,132,1.39393939393939,1,1,1,2,3,3,4,0.727272727272727,0.159090909090909,0.113636363636364,0,0,0.272727272727273
interval_2015_16,3311,109,1.02752293577982,1,1,1,1,1,2,2,0.972477064220184,0.0275229357798165,0,0,0,0.0275229357798165
interval_2015_16,2221,108,1.13888888888889,1,1,1,1,2,3,3,0.888888888888889,0.0833333333333333,0.0277777777777778,0,0,0.111111111111111
interval_2015_16,2812,108,1.2037037037037,1,1,1,1,2,2,3,0.805555555555556,0.185185185185185,0.00925925925925926,0,0,0.194444444444444
interval_2015_16,3312,107,1.07476635514019,1,1,1,1,1,2,3,0.934579439252336,0.0560747663551402,0.00934579439252336,0,0,0.0654205607476636
interval_2015_16,7010,100,1.04,1,1,1,1,1,2,2,0.96,0.04,0,0,0,0.04
interval_2015_16,2015,89,1.14606741573034,1,1,1,1,2,2,2,0.853932584269663,0.146067415730337,0,0,0,0.146067415730337
interval_2015_16,2910,84,1.10714285714286,1,1,1,1,1,2.17,3,0.904761904761905,0.0833333333333333,0.0119047619047619,0,0,0.0952380952380952
interval_2015_16,1105,82,1.4390243902439,1,1,1,1,2,6,6,0.780487804878049,0.121951219512195,0.0731707317073171,0.024390243902439,0,0.219512195121951
interval_2015_16,7112,76,1.03947368421053,1,1,1,1,1,2,2,0.960526315789474,0.0394736842105263,0,0,0,0.0394736842105263
interval_2015_16,2016,75,1.41333333333333,1,1,1,2,2,3.26000000000001,4,0.693333333333333,0.213333333333333,0.0933333333333333,0,0,0.306666666666667
interval_2015_16,1621,70,1.27142857142857,1,1,1,2,2,2,2,0.728571428571429,0.271428571428571,0,0,0,0.271428571428571
interval_2015_16,2540,69,1.07246376811594,1,1,1,1,1,2,2,0.927536231884058,0.072463768115942,0,0,0,0.072463768115942
interval_2015_16,2012,68,1.36764705882353,1,1,1,2,2,3,3,0.720588235294118,0.191176470588235,0.0882352941176471,0,0,0.279411764705882
interval_2015_16,2530,66,1,1,1,1,1,1,1,1,1,0,0,0,0,0
interval_2015_16,2362,64,1,1,1,1,1,1,1,1,1,0,0,0,0,0
interval_2015_16,2399,63,1.80952380952381,1,1,1,2,4,5.76000000000001,7,0.619047619047619,0.174603174603175,0.19047619047619,0.0158730158730159,0,0.380952380952381
interval_2015_16,2332,62,1.91935483870968,1,1,1,2,5.7,7,7,0.661290322580645,0.161290322580645,0.0645161290322581,0.112903225806452,0,0.338709677419355
interval_2015_16,2365,61,1.40983606557377,1,1,1,2,3,3,3,0.721311475409836,0.147540983606557,0.131147540983607,0,0,0.278688524590164
interval_2015_16,2561,59,1.06779661016949,1,1,1,1,1,2,2,0.932203389830508,0.0677966101694915,0,0,0,0.0677966101694915
interval_2015_16,2410,59,1.30508474576271,1,1,1,1,2,3.84,5,0.779661016949153,0.169491525423729,0.0508474576271187,0,0,0.220338983050847
interval_2015_16,2013,58,1.03448275862069,1,1,1,1,1,2,2,0.96551724137931,0.0344827586206897,0,0,0,0.0344827586206897
interval_2015_16,2732,56,1,1,1,1,1,1,1,1,1,0,0,0,0,0
interval_2015_16,1393,55,1.98181818181818,1,1,1,2,4,6.92,8,0.545454545454545,0.218181818181818,0.181818181818182,0.0545454545454545,0,0.454545454545455
interval_2015_16,2811,54,1.03703703703704,1,1,1,1,1,2,2,0.962962962962963,0.037037037037037,0,0,0,0.037037037037037
interval_2015_16,5223,53,1.43396226415094,1,1,1,1,2.8,4,4,0.754716981132076,0.132075471698113,0.113207547169811,0,0,0.245283018867925
interval_2015_16,2830,51,1.03921568627451,1,1,1,1,1,2,2,0.96078431372549,0.0392156862745098,0,0,0,0.0392156862745098
interval_2015_16,1051,51,1.70588235294118,1,1,1,2,3,5,5,0.666666666666667,0.117647058823529,0.215686274509804,0,0,0.333333333333333
interval_2015_16,2443,51,1.03921568627451,1,1,1,1,1,2,2,0.96078431372549,0.0392156862745098,0,0,0,0.0392156862745098
interval_2015_16,1062,48,1.5,1,1,1,2,3,3.53,4,0.666666666666667,0.1875,0.145833333333333,0,0,0.333333333333333
interval_2015_16,1081,45,1.24444444444444,1,1,1,1,2,2,2,0.755555555555556,0.244444444444444,0,0,0,0.244444444444444
interval_2015_16,1041,45,1.13333333333333,1,1,1,1,1,3,3,0.911111111111111,0.0444444444444444,0.0444444444444444,0,0,0.0888888888888889
interval_2015_16,4638,44,1.02272727272727,1,1,1,1,1,1.57,2,0.977272727272727,0.0227272727272727,0,0,0,0.0227272727272727
interval_2015_16,2222,43,1.09302325581395,1,1,1,1,1,2,2,0.906976744186047,0.0930232558139535,0,0,0,0.0930232558139535
interval_2015_16,1712,37,1.16216216216216,1,1,1,1,2,2.64,3,0.864864864864865,0.108108108108108,0.027027027027027,0,0,0.135135135135135
interval_2015_16,1082,35,1.14285714285714,1,1,1,1,2,2,2,0.857142857142857,0.142857142857143,0,0,0,0.142857142857143
interval_2015_16,2599,35,1.05714285714286,1,1,1,1,1,2,2,0.942857142857143,0.0571428571428571,0,0,0,0.0571428571428571
interval_2015_16,2363,33,1.06060606060606,1,1,1,1,1,2,2,0.939393939393939,0.0606060606060606,0,0,0,0.0606060606060606
interval_2015_16,2444,33,1.21212121212121,1,1,1,1,2,3.36,4,0.848484848484848,0.121212121212121,0.0303030303030303,0,0,0.151515151515152
interval_2015_16,5210,32,1.46875,1,1,1,2,2.9,3,3,0.65625,0.21875,0.125,0,0,0.34375
interval_2015_16,1330,31,1,1,1,1,1,1,1,1,1,0,0,0,0,0
interval_2015_16,1031,30,1.8,1,1,2,2,3,3.71,4,0.466666666666667,0.3,0.233333333333333,0,0,0.533333333333333
interval_2015_16,1013,29,1.31034482758621,1,1,1,1,2,3,3,0.758620689655172,0.172413793103448,0.0689655172413793,0,0,0.241379310344828
interval_2015_16,3822,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0
interval_2015_16,2314,27,1.11111111111111,1,1,1,1,1.4,2,2,0.888888888888889,0.111111111111111,0,0,0,0.111111111111111
interval_2015_16,4950,26,1.11538461538462,1,1,1,1,1.5,2,2,0.884615384615385,0.115384615384615,0,0,0,0.115384615384615
interval_2015_16,2020,25,1.04,1,1,1,1,1,1.76,2,0.96,0.04,0,0,0,0.04
interval_2015_16,2319,25,1,1,1,1,1,1,1,1,1,0,0,0,0,0
interval_2015_16,2434,25,1,1,1,1,1,1,1,1,1,0,0,0,0,0
interval_2015_16,1610,24,1.08333333333333,1,1,1,1,1,2,2,0.916666666666667,0.0833333333333333,0,0,0,0.0833333333333333
interval_2015_16,2311,23,1,1,1,1,1,1,1,1,1,0,0,0,0,0
interval_2015_16,1722,22,1.18181818181818,1,1,1,1,2,2,2,0.818181818181818,0.181818181818182,0,0,0,0.181818181818182
interval_2015_16,3030,20,1.55,1,1,1,2,3,3.81,4,0.7,0.1,0.2,0,0,0.3
interval_2015_16,1039,20,1.25,1,1,1,1,2,2.81,3,0.8,0.15,0.05,0,0,0.2
interval_2015_16,2320,19,1.26315789473684,1,1,1,1.5,2,2,2,0.736842105263158,0.263157894736842,0,0,0,0.263157894736842
interval_2015_16,1089,18,1.22222222222222,1,1,1,1,2,2,2,0.777777777777778,0.222222222222222,0,0,0,0.222222222222222
interval_2015_16,1320,17,1.23529411764706,1,1,1,1,2,2.84,3,0.823529411764706,0.117647058823529,0.0588235294117647,0,0,0.176470588235294
interval_2015_16,2550,17,1,1,1,1,1,1,1,1,1,0,0,0,0,0
interval_2015_16,2120,14,1,1,1,1,1,1,1,1,1,0,0,0,0,0
interval_2015_16,2521,13,1,1,1,1,1,1,1,1,1,0,0,0,0,0
interval_2015_16,2932,12,1.08333333333333,1,1,1,1,1,1.89,2,0.916666666666667,0.0833333333333333,0,0,0,0.0833333333333333
interval_2015_16,5221,12,1,1,1,1,1,1,1,1,1,0,0,0,0,0
interval_2015_16,2442,10,1.2,1,1,1,1,2,2,2,0.8,0.2,0,0,0,0.2
interval_2015_16,1106,10,1,1,1,1,1,1,1,1,1,0,0,0,0,0
interval_2015_16,1072,10,1,1,1,1,1,1,1,1,1,0,0,0,0,0
interval_2015_16,2894,10,1,1,1,1,1,1,1,1,1,0,0,0,0,0
interval_2015_16,1083,9,1.22222222222222,1,1,1,1,2,2,2,0.777777777777778,0.222222222222222,0,0,0,0.222222222222222
interval_2015_16,1085,8,1.25,1,1,1,1.25,2,2,2,0.75,0.25,0,0,0,0.25
interval_2015_16,2060,7,1,1,1,1,1,1,1,1,1,0,0,0,0,0
interval_2015_16,2892,6,1,1,1,1,1,1,1,1,1,0,0,0,0,0
interval_2015_16,2110,6,1,1,1,1,1,1,1,1,1,0,0,0,0,0
interval_2015_16,1392,4,1,1,1,1,1,1,1,1,1,0,0,0,0,0
interval_2015_16,3103,4,1,1,1,1,1,1,1,1,1,0,0,0,0,0
interval_2015_16,2219,4,1,1,1,1,1,1,1,1,1,0,0,0,0,0
interval_2015_16,1395,4,1,1,1,1,1,1,1,1,1,0,0,0,0,0
interval_2015_16,2017,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0
interval_2015_16,8122,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0
interval_2015_16,1711,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0
interval_2015_16,3020,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
interval_2015_16,6820,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
interval_2015_16,2313,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
