interval,seller_nace4d,n_cells,mean_n_supp,p10_n_supp,p25_n_supp,median_n_supp,p75_n_supp,p90_n_supp,p99_n_supp,max_n_supp,share_eq_1,share_eq_2,share_3_to_5,share_6_to_10,share_ge_11,share_ge_2
interval_2006_07,2110,11,1,1,1,1,1,1,1,1,1,0,0,0,0,0
interval_2006_07,2452,7,1,1,1,1,1,1,1,1,1,0,0,0,0,0
interval_2006_07,3822,6,1,1,1,1,1,1,1,1,1,0,0,0,0,0
interval_2006_07,3103,5,1,1,1,1,1,1,1,1,1,0,0,0,0,0
interval_2006_07,2320,5,1,1,1,1,1,1,1,1,1,0,0,0,0,0
interval_2006_07,3020,4,1,1,1,1,1,1,1,1,1,0,0,0,0,0
interval_2006_07,7010,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0
interval_2006_07,1520,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0
interval_2006_07,3312,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
interval_2011_12,4675,747,2.71084337349398,1,1,2,4,6,9,12,0.378848728246319,0.211512717536814,0.302543507362784,0.104417670682731,0.00267737617135208,0.621151271753681
interval_2011_12,4676,507,1.08086785009862,1,1,1,1,1,2,3,0.927021696252466,0.0650887573964497,0.00788954635108481,0,0,0.0729783037475345
interval_2011_12,2011,505,1.52277227722772,1,1,1,2,3,4.95999999999998,6,0.64950495049505,0.227722772277228,0.120792079207921,0.00198019801980198,0,0.35049504950495
interval_2011_12,4673,473,2.07188160676533,1,1,1,2,4,10,14,0.587737843551797,0.19661733615222,0.141649048625793,0.0676532769556025,0.00634249471458774,0.412262156448203
interval_2011_12,1920,375,1.19733333333333,1,1,1,1,2,3,4,0.834666666666667,0.136,0.0293333333333333,0,0,0.165333333333333
