"h","coef","se","lo68","hi68","lo90","hi90","lo95","hi95","n"
0,0.000544279070597029,0.000418021381721621,0.000126257688875408,0.00096230045231865,-0.000143366102335038,0.0012319242435291,-0.000275042837577348,0.00136360097877141,143
1,0.00103397362415187,0.000760977900666536,0.000272995723485335,0.00179495152481841,-0.000217835022444581,0.00228578227074832,-0.000457543061154539,0.00252549030945828,142
2,0.00127649737856099,0.00103057164872203,0.000245925729838963,0.00230706902728302,-0.000418792983586743,0.00297178774070872,-0.000743423052934181,0.00329641781005616,141
3,0.00144420426784118,0.00119795144453824,0.000246252823302943,0.00264215571237942,-0.00052642585842422,0.00341483439410658,-0.000903780563453764,0.00379218909913612,140
4,0.00184920548246593,0.00134020135597714,0.000509004126488796,0.00318940683844307,-0.000355425748116458,0.00405383671304832,-0.000777589175249256,0.00447600014018112,139
5,0.00200196226093378,0.00129322444776826,0.000708737813165521,0.00329518670870203,-0.000125391955645004,0.00412931647751256,-0.000532757656692005,0.00453668217855956,138
6,0.00217698473581917,0.00121611093757487,0.000960873798244296,0.00339309567339404,0.000176482243508502,0.00417748722812984,-0.000206592701827583,0.00456056217346592,137
7,0.00192188706423967,0.00123257844171997,0.000689308622519702,0.00315446550595965,-0.00010570447238968,0.00394947860086903,-0.000493966681531471,0.00433774081001082,136
8,0.00174405651879408,0.0012852031077593,0.000458853411034781,0.00302925962655338,-0.000370102593469966,0.00385821563105812,-0.000774941572414144,0.0042630546100023,135
9,0.00185679292856778,0.00128128524391808,0.000575507684649697,0.00313807817248585,-0.000250921297677464,0.00396450715481301,-0.000654526149511658,0.00436811200664721,134
10,0.0022837623148753,0.00136146401069614,0.000922298304179157,0.00364522632557143,4.4154017280148e-05,0.00452337061247044,-0.000384707146089135,0.00495223177583973,133
11,0.00197776135754412,0.00138582549285809,0.000591935864686026,0.00336358685040221,-0.000301921578207443,0.00425744429329568,-0.000738456608457742,0.00469397932354598,132
12,0.00185209073903484,0.0015432931268542,0.000308797612180644,0.00339538386588905,-0.000686626454640316,0.00439080793271,-0.00117276378959939,0.00487694526766908,131
13,0.00198263376660287,0.00187903542142675,0.000103598345176125,0.00386166918802962,-0.00110837950164413,0.00507364703484987,-0.00170027565939355,0.0056655431925993,130
14,0.00225593801609115,0.00201977652369245,0.000236161492398701,0.00427571453978361,-0.00106659436538293,0.00557847039756524,-0.00170282397034605,0.00621470000252836,129
15,0.00201977609745457,0.0021107002356505,-9.09241381959326e-05,0.00413047633310507,-0.00145232579019051,0.00549187798509965,-0.00211719636442042,0.00615674855932956,128
16,0.0021482530122587,0.00223398628642739,-8.5733274168691e-05,0.00438223929868608,-0.00152665442891436,0.00582316045343175,-0.00223036010913898,0.00652686613365638,127
17,0.00226157117981428,0.00227783988229971,-1.62687024854351e-05,0.00453941106211399,-0.00148547542656875,0.0060086177861973,-0.00220299498949316,0.00672613734912171,126
18,0.00217584621343113,0.00227837325297628,-0.000102527039545154,0.00445421946640741,-0.00157207778771485,0.00592377021457711,-0.00228976536240238,0.00664145778926464,125
19,0.00186596406777175,0.00214709643899376,-0.000281132371222009,0.00401306050676551,-0.00166600957437298,0.00539793770991649,-0.00234234495265602,0.00607427308819952,124
20,0.00193317513980702,0.00205730063865802,-0.000124125498850994,0.00399047577846504,-0.00145108441078541,0.00531743469039946,-0.00209913411196269,0.00596548439157674,123
21,0.00162683672171853,0.00224902426127832,-0.000622187539559793,0.00387586098299685,-0.00207280818808431,0.00532648163152137,-0.00278125083038698,0.00603492427382404,122
22,0.00171911120046366,0.00233686142201026,-0.000617750221546603,0.00405597262247392,-0.00212502583874322,0.00556324823967054,-0.00286113718667646,0.00629935958760378,121
