cn8,hs2,hs4,hs6,is_ets,is_cbam,is_regulated,exists_2014
01011010,01,0101,010110,FALSE,FALSE,FALSE,FALSE
01011090,01,0101,010110,FALSE,FALSE,FALSE,FALSE
01011100,01,0101,010111,FALSE,FALSE,FALSE,FALSE
01011910,01,0101,010119,FALSE,FALSE,FALSE,FALSE
01011990,01,0101,010119,FALSE,FALSE,FALSE,FALSE
01012010,01,0101,010120,FALSE,FALSE,FALSE,FALSE
01012090,01,0101,010120,FALSE,FALSE,FALSE,FALSE
01012100,01,0101,010121,FALSE,FALSE,FALSE,TRUE
01012910,01,0101,010129,FALSE,FALSE,FALSE,TRUE
01012990,01,0101,010129,FALSE,FALSE,FALSE,TRUE
01013000,01,0101,010130,FALSE,FALSE,FALSE,TRUE
01019000,01,0101,010190,FALSE,FALSE,FALSE,TRUE
01019011,01,0101,010190,FALSE,FALSE,FALSE,FALSE
01019019,01,0101,010190,FALSE,FALSE,FALSE,FALSE
01019030,01,0101,010190,FALSE,FALSE,FALSE,FALSE
01019090,01,0101,010190,FALSE,FALSE,FALSE,FALSE
01021010,01,0102,010210,FALSE,FALSE,FALSE,FALSE
01021030,01,0102,010210,FALSE,FALSE,FALSE,FALSE
01021090,01,0102,010210,FALSE,FALSE,FALSE,FALSE
01022110,01,0102,010221,FALSE,FALSE,FALSE,TRUE
01022130,01,0102,010221,FALSE,FALSE,FALSE,TRUE
01022190,01,0102,010221,FALSE,FALSE,FALSE,TRUE
01022905,01,0102,010229,FALSE,FALSE,FALSE,TRUE
01022910,01,0102,010229,FALSE,FALSE,FALSE,TRUE
01022921,01,0102,010229,FALSE,FALSE,FALSE,TRUE
01022929,01,0102,010229,FALSE,FALSE,FALSE,TRUE
01022941,01,0102,010229,FALSE,FALSE,FALSE,TRUE
01022949,01,0102,010229,FALSE,FALSE,FALSE,TRUE
01022951,01,0102,010229,FALSE,FALSE,FALSE,TRUE
01022959,01,0102,010229,FALSE,FALSE,FALSE,TRUE
01022961,01,0102,010229,FALSE,FALSE,FALSE,TRUE
01022969,01,0102,010229,FALSE,FALSE,FALSE,TRUE
01022991,01,0102,010229,FALSE,FALSE,FALSE,TRUE
01022999,01,0102,010229,FALSE,FALSE,FALSE,TRUE
01023100,01,0102,010231,FALSE,FALSE,FALSE,TRUE
01023910,01,0102,010239,FALSE,FALSE,FALSE,TRUE
01023990,01,0102,010239,FALSE,FALSE,FALSE,TRUE
01029005,01,0102,010290,FALSE,FALSE,FALSE,FALSE
01029020,01,0102,010290,FALSE,FALSE,FALSE,TRUE
01029021,01,0102,010290,FALSE,FALSE,FALSE,FALSE
01029029,01,0102,010290,FALSE,FALSE,FALSE,FALSE
01029041,01,0102,010290,FALSE,FALSE,FALSE,FALSE
01029049,01,0102,010290,FALSE,FALSE,FALSE,FALSE
01029051,01,0102,010290,FALSE,FALSE,FALSE,FALSE
01029059,01,0102,010290,FALSE,FALSE,FALSE,FALSE
01029061,01,0102,010290,FALSE,FALSE,FALSE,FALSE
01029069,01,0102,010290,FALSE,FALSE,FALSE,FALSE
01029071,01,0102,010290,FALSE,FALSE,FALSE,FALSE
01029079,01,0102,010290,FALSE,FALSE,FALSE,FALSE
01029090,01,0102,010290,FALSE,FALSE,FALSE,FALSE
01029091,01,0102,010290,FALSE,FALSE,FALSE,TRUE
01029099,01,0102,010290,FALSE,FALSE,FALSE,TRUE
01031000,01,0103,010310,FALSE,FALSE,FALSE,TRUE
01039110,01,0103,010391,FALSE,FALSE,FALSE,TRUE
01039190,01,0103,010391,FALSE,FALSE,FALSE,TRUE
01039211,01,0103,010392,FALSE,FALSE,FALSE,TRUE
01039219,01,0103,010392,FALSE,FALSE,FALSE,TRUE
01039290,01,0103,010392,FALSE,FALSE,FALSE,TRUE
01041010,01,0104,010410,FALSE,FALSE,FALSE,TRUE
01041030,01,0104,010410,FALSE,FALSE,FALSE,TRUE
01041080,01,0104,010410,FALSE,FALSE,FALSE,TRUE
01042010,01,0104,010420,FALSE,FALSE,FALSE,TRUE
01042090,01,0104,010420,FALSE,FALSE,FALSE,TRUE
01051111,01,0105,010511,FALSE,FALSE,FALSE,TRUE
01051119,01,0105,010511,FALSE,FALSE,FALSE,TRUE
01051191,01,0105,010511,FALSE,FALSE,FALSE,TRUE
01051199,01,0105,010511,FALSE,FALSE,FALSE,TRUE
01051200,01,0105,010512,FALSE,FALSE,FALSE,TRUE
01051300,01,0105,010513,FALSE,FALSE,FALSE,TRUE
01051400,01,0105,010514,FALSE,FALSE,FALSE,TRUE
01051500,01,0105,010515,FALSE,FALSE,FALSE,TRUE
01051910,01,0105,010519,FALSE,FALSE,FALSE,FALSE
01051920,01,0105,010519,FALSE,FALSE,FALSE,FALSE
01051990,01,0105,010519,FALSE,FALSE,FALSE,FALSE
01059100,01,0105,010591,FALSE,FALSE,FALSE,FALSE
01059200,01,0105,010592,FALSE,FALSE,FALSE,FALSE
01059300,01,0105,010593,FALSE,FALSE,FALSE,FALSE
01059400,01,0105,010594,FALSE,FALSE,FALSE,TRUE
01059910,01,0105,010599,FALSE,FALSE,FALSE,TRUE
01059920,01,0105,010599,FALSE,FALSE,FALSE,TRUE
01059930,01,0105,010599,FALSE,FALSE,FALSE,TRUE
01059950,01,0105,010599,FALSE,FALSE,FALSE,TRUE
01060010,01,0106,010600,FALSE,FALSE,FALSE,FALSE
01060020,01,0106,010600,FALSE,FALSE,FALSE,FALSE
01060090,01,0106,010600,FALSE,FALSE,FALSE,FALSE
01061100,01,0106,010611,FALSE,FALSE,FALSE,TRUE
01061200,01,0106,010612,FALSE,FALSE,FALSE,TRUE
01061300,01,0106,010613,FALSE,FALSE,FALSE,TRUE
01061410,01,0106,010614,FALSE,FALSE,FALSE,TRUE
01061490,01,0106,010614,FALSE,FALSE,FALSE,TRUE
01061900,01,0106,010619,FALSE,FALSE,FALSE,TRUE
01061910,01,0106,010619,FALSE,FALSE,FALSE,FALSE
01061990,01,0106,010619,FALSE,FALSE,FALSE,FALSE
01062000,01,0106,010620,FALSE,FALSE,FALSE,TRUE
01063100,01,0106,010631,FALSE,FALSE,FALSE,TRUE
01063200,01,0106,010632,FALSE,FALSE,FALSE,TRUE
01063300,01,0106,010633,FALSE,FALSE,FALSE,TRUE
01063910,01,0106,010639,FALSE,FALSE,FALSE,TRUE
01063980,01,0106,010639,FALSE,FALSE,FALSE,TRUE
01063990,01,0106,010639,FALSE,FALSE,FALSE,FALSE
01064100,01,0106,010641,FALSE,FALSE,FALSE,TRUE
01064900,01,0106,010649,FALSE,FALSE,FALSE,TRUE
01069000,01,0106,010690,FALSE,FALSE,FALSE,TRUE
02011000,02,0201,020110,FALSE,FALSE,FALSE,TRUE
02012020,02,0201,020120,FALSE,FALSE,FALSE,TRUE
02012030,02,0201,020120,FALSE,FALSE,FALSE,TRUE
02012050,02,0201,020120,FALSE,FALSE,FALSE,TRUE
02012090,02,0201,020120,FALSE,FALSE,FALSE,TRUE
02013000,02,0201,020130,FALSE,FALSE,FALSE,TRUE
02021000,02,0202,020210,FALSE,FALSE,FALSE,TRUE
02022010,02,0202,020220,FALSE,FALSE,FALSE,TRUE
02022030,02,0202,020220,FALSE,FALSE,FALSE,TRUE
02022050,02,0202,020220,FALSE,FALSE,FALSE,TRUE
02022090,02,0202,020220,FALSE,FALSE,FALSE,TRUE
02023010,02,0202,020230,FALSE,FALSE,FALSE,TRUE
02023050,02,0202,020230,FALSE,FALSE,FALSE,TRUE
02023090,02,0202,020230,FALSE,FALSE,FALSE,TRUE
02031110,02,0203,020311,FALSE,FALSE,FALSE,TRUE
02031190,02,0203,020311,FALSE,FALSE,FALSE,TRUE
02031211,02,0203,020312,FALSE,FALSE,FALSE,TRUE
02031219,02,0203,020312,FALSE,FALSE,FALSE,TRUE
02031290,02,0203,020312,FALSE,FALSE,FALSE,TRUE
02031911,02,0203,020319,FALSE,FALSE,FALSE,TRUE
02031913,02,0203,020319,FALSE,FALSE,FALSE,TRUE
02031915,02,0203,020319,FALSE,FALSE,FALSE,TRUE
02031955,02,0203,020319,FALSE,FALSE,FALSE,TRUE
02031959,02,0203,020319,FALSE,FALSE,FALSE,TRUE
02031990,02,0203,020319,FALSE,FALSE,FALSE,TRUE
02032110,02,0203,020321,FALSE,FALSE,FALSE,TRUE
02032190,02,0203,020321,FALSE,FALSE,FALSE,TRUE
02032211,02,0203,020322,FALSE,FALSE,FALSE,TRUE
02032219,02,0203,020322,FALSE,FALSE,FALSE,TRUE
02032290,02,0203,020322,FALSE,FALSE,FALSE,TRUE
02032911,02,0203,020329,FALSE,FALSE,FALSE,TRUE
02032913,02,0203,020329,FALSE,FALSE,FALSE,TRUE
02032915,02,0203,020329,FALSE,FALSE,FALSE,TRUE
02032955,02,0203,020329,FALSE,FALSE,FALSE,TRUE
02032959,02,0203,020329,FALSE,FALSE,FALSE,TRUE
02032990,02,0203,020329,FALSE,FALSE,FALSE,TRUE
02041000,02,0204,020410,FALSE,FALSE,FALSE,TRUE
02042100,02,0204,020421,FALSE,FALSE,FALSE,TRUE
02042210,02,0204,020422,FALSE,FALSE,FALSE,TRUE
02042230,02,0204,020422,FALSE,FALSE,FALSE,TRUE
02042250,02,0204,020422,FALSE,FALSE,FALSE,TRUE
02042290,02,0204,020422,FALSE,FALSE,FALSE,TRUE
02042300,02,0204,020423,FALSE,FALSE,FALSE,TRUE
02043000,02,0204,020430,FALSE,FALSE,FALSE,TRUE
02044100,02,0204,020441,FALSE,FALSE,FALSE,TRUE
02044210,02,0204,020442,FALSE,FALSE,FALSE,TRUE
02044230,02,0204,020442,FALSE,FALSE,FALSE,TRUE
02044250,02,0204,020442,FALSE,FALSE,FALSE,TRUE
02044290,02,0204,020442,FALSE,FALSE,FALSE,TRUE
02044310,02,0204,020443,FALSE,FALSE,FALSE,TRUE
02044390,02,0204,020443,FALSE,FALSE,FALSE,TRUE
02045011,02,0204,020450,FALSE,FALSE,FALSE,TRUE
02045013,02,0204,020450,FALSE,FALSE,FALSE,TRUE
02045015,02,0204,020450,FALSE,FALSE,FALSE,TRUE
02045019,02,0204,020450,FALSE,FALSE,FALSE,TRUE
02045031,02,0204,020450,FALSE,FALSE,FALSE,TRUE
02045039,02,0204,020450,FALSE,FALSE,FALSE,TRUE
02045051,02,0204,020450,FALSE,FALSE,FALSE,TRUE
02045053,02,0204,020450,FALSE,FALSE,FALSE,TRUE
02045055,02,0204,020450,FALSE,FALSE,FALSE,TRUE
02045059,02,0204,020450,FALSE,FALSE,FALSE,TRUE
02045071,02,0204,020450,FALSE,FALSE,FALSE,TRUE
02045079,02,0204,020450,FALSE,FALSE,FALSE,TRUE
02050011,02,0205,020500,FALSE,FALSE,FALSE,FALSE
02050019,02,0205,020500,FALSE,FALSE,FALSE,FALSE
02050020,02,0205,020500,FALSE,FALSE,FALSE,TRUE
02050080,02,0205,020500,FALSE,FALSE,FALSE,TRUE
02050090,02,0205,020500,FALSE,FALSE,FALSE,FALSE
02061010,02,0206,020610,FALSE,FALSE,FALSE,TRUE
02061091,02,0206,020610,FALSE,FALSE,FALSE,FALSE
02061095,02,0206,020610,FALSE,FALSE,FALSE,TRUE
02061098,02,0206,020610,FALSE,FALSE,FALSE,TRUE
02061099,02,0206,020610,FALSE,FALSE,FALSE,FALSE
02062100,02,0206,020621,FALSE,FALSE,FALSE,TRUE
02062200,02,0206,020622,FALSE,FALSE,FALSE,TRUE
02062210,02,0206,020622,FALSE,FALSE,FALSE,FALSE
02062290,02,0206,020622,FALSE,FALSE,FALSE,FALSE
02062910,02,0206,020629,FALSE,FALSE,FALSE,TRUE
02062991,02,0206,020629,FALSE,FALSE,FALSE,TRUE
02062999,02,0206,020629,FALSE,FALSE,FALSE,TRUE
02063000,02,0206,020630,FALSE,FALSE,FALSE,TRUE
02063010,02,0206,020630,FALSE,FALSE,FALSE,FALSE
02063020,02,0206,020630,FALSE,FALSE,FALSE,FALSE
02063021,02,0206,020630,FALSE,FALSE,FALSE,FALSE
02063030,02,0206,020630,FALSE,FALSE,FALSE,FALSE
02063031,02,0206,020630,FALSE,FALSE,FALSE,FALSE
02063080,02,0206,020630,FALSE,FALSE,FALSE,FALSE
02063090,02,0206,020630,FALSE,FALSE,FALSE,FALSE
02064100,02,0206,020641,FALSE,FALSE,FALSE,TRUE
02064110,02,0206,020641,FALSE,FALSE,FALSE,FALSE
02064120,02,0206,020641,FALSE,FALSE,FALSE,FALSE
02064180,02,0206,020641,FALSE,FALSE,FALSE,FALSE
02064191,02,0206,020641,FALSE,FALSE,FALSE,FALSE
02064199,02,0206,020641,FALSE,FALSE,FALSE,FALSE
02064900,02,0206,020649,FALSE,FALSE,FALSE,TRUE
02064910,02,0206,020649,FALSE,FALSE,FALSE,FALSE
02064920,02,0206,020649,FALSE,FALSE,FALSE,FALSE
02064980,02,0206,020649,FALSE,FALSE,FALSE,FALSE
02064991,02,0206,020649,FALSE,FALSE,FALSE,FALSE
02064999,02,0206,020649,FALSE,FALSE,FALSE,FALSE
02068010,02,0206,020680,FALSE,FALSE,FALSE,TRUE
02068091,02,0206,020680,FALSE,FALSE,FALSE,TRUE
02068099,02,0206,020680,FALSE,FALSE,FALSE,TRUE
02069010,02,0206,020690,FALSE,FALSE,FALSE,TRUE
02069091,02,0206,020690,FALSE,FALSE,FALSE,TRUE
02069099,02,0206,020690,FALSE,FALSE,FALSE,TRUE
02071011,02,0207,020710,FALSE,FALSE,FALSE,FALSE
02071015,02,0207,020710,FALSE,FALSE,FALSE,FALSE
02071019,02,0207,020710,FALSE,FALSE,FALSE,FALSE
02071031,02,0207,020710,FALSE,FALSE,FALSE,FALSE
02071039,02,0207,020710,FALSE,FALSE,FALSE,FALSE
02071051,02,0207,020710,FALSE,FALSE,FALSE,FALSE
02071055,02,0207,020710,FALSE,FALSE,FALSE,FALSE
02071059,02,0207,020710,FALSE,FALSE,FALSE,FALSE
02071071,02,0207,020710,FALSE,FALSE,FALSE,FALSE
02071079,02,0207,020710,FALSE,FALSE,FALSE,FALSE
02071090,02,0207,020710,FALSE,FALSE,FALSE,FALSE
02071110,02,0207,020711,FALSE,FALSE,FALSE,TRUE
02071130,02,0207,020711,FALSE,FALSE,FALSE,TRUE
02071190,02,0207,020711,FALSE,FALSE,FALSE,TRUE
02071210,02,0207,020712,FALSE,FALSE,FALSE,TRUE
02071290,02,0207,020712,FALSE,FALSE,FALSE,TRUE
02071310,02,0207,020713,FALSE,FALSE,FALSE,TRUE
02071320,02,0207,020713,FALSE,FALSE,FALSE,TRUE
02071330,02,0207,020713,FALSE,FALSE,FALSE,TRUE
02071340,02,0207,020713,FALSE,FALSE,FALSE,TRUE
02071350,02,0207,020713,FALSE,FALSE,FALSE,TRUE
02071360,02,0207,020713,FALSE,FALSE,FALSE,TRUE
02071370,02,0207,020713,FALSE,FALSE,FALSE,TRUE
02071391,02,0207,020713,FALSE,FALSE,FALSE,TRUE
02071399,02,0207,020713,FALSE,FALSE,FALSE,TRUE
02071410,02,0207,020714,FALSE,FALSE,FALSE,TRUE
02071420,02,0207,020714,FALSE,FALSE,FALSE,TRUE
02071430,02,0207,020714,FALSE,FALSE,FALSE,TRUE
02071440,02,0207,020714,FALSE,FALSE,FALSE,TRUE
02071450,02,0207,020714,FALSE,FALSE,FALSE,TRUE
02071460,02,0207,020714,FALSE,FALSE,FALSE,TRUE
02071470,02,0207,020714,FALSE,FALSE,FALSE,TRUE
02071491,02,0207,020714,FALSE,FALSE,FALSE,TRUE
02071499,02,0207,020714,FALSE,FALSE,FALSE,TRUE
02072110,02,0207,020721,FALSE,FALSE,FALSE,FALSE
02072190,02,0207,020721,FALSE,FALSE,FALSE,FALSE
02072210,02,0207,020722,FALSE,FALSE,FALSE,FALSE
02072290,02,0207,020722,FALSE,FALSE,FALSE,FALSE
02072311,02,0207,020723,FALSE,FALSE,FALSE,FALSE
02072319,02,0207,020723,FALSE,FALSE,FALSE,FALSE
02072351,02,0207,020723,FALSE,FALSE,FALSE,FALSE
02072359,02,0207,020723,FALSE,FALSE,FALSE,FALSE
02072390,02,0207,020723,FALSE,FALSE,FALSE,FALSE
02072410,02,0207,020724,FALSE,FALSE,FALSE,TRUE
02072490,02,0207,020724,FALSE,FALSE,FALSE,TRUE
02072510,02,0207,020725,FALSE,FALSE,FALSE,TRUE
02072590,02,0207,020725,FALSE,FALSE,FALSE,TRUE
02072610,02,0207,020726,FALSE,FALSE,FALSE,TRUE
02072620,02,0207,020726,FALSE,FALSE,FALSE,TRUE
02072630,02,0207,020726,FALSE,FALSE,FALSE,TRUE
02072640,02,0207,020726,FALSE,FALSE,FALSE,TRUE
02072650,02,0207,020726,FALSE,FALSE,FALSE,TRUE
02072660,02,0207,020726,FALSE,FALSE,FALSE,TRUE
02072670,02,0207,020726,FALSE,FALSE,FALSE,TRUE
02072680,02,0207,020726,FALSE,FALSE,FALSE,TRUE
02072691,02,0207,020726,FALSE,FALSE,FALSE,TRUE
02072699,02,0207,020726,FALSE,FALSE,FALSE,TRUE
02072710,02,0207,020727,FALSE,FALSE,FALSE,TRUE
02072720,02,0207,020727,FALSE,FALSE,FALSE,TRUE
02072730,02,0207,020727,FALSE,FALSE,FALSE,TRUE
02072740,02,0207,020727,FALSE,FALSE,FALSE,TRUE
02072750,02,0207,020727,FALSE,FALSE,FALSE,TRUE
02072760,02,0207,020727,FALSE,FALSE,FALSE,TRUE
02072770,02,0207,020727,FALSE,FALSE,FALSE,TRUE
02072780,02,0207,020727,FALSE,FALSE,FALSE,TRUE
02072791,02,0207,020727,FALSE,FALSE,FALSE,TRUE
02072799,02,0207,020727,FALSE,FALSE,FALSE,TRUE
02073110,02,0207,020731,FALSE,FALSE,FALSE,FALSE
02073190,02,0207,020731,FALSE,FALSE,FALSE,FALSE
02073211,02,0207,020732,FALSE,FALSE,FALSE,FALSE
02073215,02,0207,020732,FALSE,FALSE,FALSE,FALSE
02073219,02,0207,020732,FALSE,FALSE,FALSE,FALSE
02073251,02,0207,020732,FALSE,FALSE,FALSE,FALSE
02073259,02,0207,020732,FALSE,FALSE,FALSE,FALSE
02073290,02,0207,020732,FALSE,FALSE,FALSE,FALSE
02073311,02,0207,020733,FALSE,FALSE,FALSE,FALSE
02073319,02,0207,020733,FALSE,FALSE,FALSE,FALSE
02073351,02,0207,020733,FALSE,FALSE,FALSE,FALSE
02073359,02,0207,020733,FALSE,FALSE,FALSE,FALSE
02073390,02,0207,020733,FALSE,FALSE,FALSE,FALSE
02073410,02,0207,020734,FALSE,FALSE,FALSE,FALSE
02073490,02,0207,020734,FALSE,FALSE,FALSE,FALSE
02073511,02,0207,020735,FALSE,FALSE,FALSE,FALSE
02073515,02,0207,020735,FALSE,FALSE,FALSE,FALSE
02073521,02,0207,020735,FALSE,FALSE,FALSE,FALSE
02073523,02,0207,020735,FALSE,FALSE,FALSE,FALSE
02073525,02,0207,020735,FALSE,FALSE,FALSE,FALSE
02073531,02,0207,020735,FALSE,FALSE,FALSE,FALSE
02073541,02,0207,020735,FALSE,FALSE,FALSE,FALSE
02073551,02,0207,020735,FALSE,FALSE,FALSE,FALSE
02073553,02,0207,020735,FALSE,FALSE,FALSE,FALSE
02073561,02,0207,020735,FALSE,FALSE,FALSE,FALSE
02073563,02,0207,020735,FALSE,FALSE,FALSE,FALSE
02073571,02,0207,020735,FALSE,FALSE,FALSE,FALSE
02073579,02,0207,020735,FALSE,FALSE,FALSE,FALSE
02073591,02,0207,020735,FALSE,FALSE,FALSE,FALSE
02073599,02,0207,020735,FALSE,FALSE,FALSE,FALSE
02073611,02,0207,020736,FALSE,FALSE,FALSE,FALSE
02073615,02,0207,020736,FALSE,FALSE,FALSE,FALSE
02073621,02,0207,020736,FALSE,FALSE,FALSE,FALSE
02073623,02,0207,020736,FALSE,FALSE,FALSE,FALSE
02073625,02,0207,020736,FALSE,FALSE,FALSE,FALSE
02073631,02,0207,020736,FALSE,FALSE,FALSE,FALSE
02073641,02,0207,020736,FALSE,FALSE,FALSE,FALSE
02073651,02,0207,020736,FALSE,FALSE,FALSE,FALSE
02073653,02,0207,020736,FALSE,FALSE,FALSE,FALSE
02073661,02,0207,020736,FALSE,FALSE,FALSE,FALSE
02073663,02,0207,020736,FALSE,FALSE,FALSE,FALSE
02073671,02,0207,020736,FALSE,FALSE,FALSE,FALSE
02073679,02,0207,020736,FALSE,FALSE,FALSE,FALSE
02073681,02,0207,020736,FALSE,FALSE,FALSE,FALSE
02073685,02,0207,020736,FALSE,FALSE,FALSE,FALSE
02073689,02,0207,020736,FALSE,FALSE,FALSE,FALSE
02073690,02,0207,020736,FALSE,FALSE,FALSE,FALSE
02073911,02,0207,020739,FALSE,FALSE,FALSE,FALSE
02073913,02,0207,020739,FALSE,FALSE,FALSE,FALSE
02073915,02,0207,020739,FALSE,FALSE,FALSE,FALSE
02073917,02,0207,020739,FALSE,FALSE,FALSE,FALSE
02073921,02,0207,020739,FALSE,FALSE,FALSE,FALSE
02073923,02,0207,020739,FALSE,FALSE,FALSE,FALSE
02073925,02,0207,020739,FALSE,FALSE,FALSE,FALSE
02073927,02,0207,020739,FALSE,FALSE,FALSE,FALSE
02073931,02,0207,020739,FALSE,FALSE,FALSE,FALSE
02073933,02,0207,020739,FALSE,FALSE,FALSE,FALSE
02073935,02,0207,020739,FALSE,FALSE,FALSE,FALSE
02073937,02,0207,020739,FALSE,FALSE,FALSE,FALSE
02073941,02,0207,020739,FALSE,FALSE,FALSE,FALSE
02073943,02,0207,020739,FALSE,FALSE,FALSE,FALSE
02073945,02,0207,020739,FALSE,FALSE,FALSE,FALSE
02073947,02,0207,020739,FALSE,FALSE,FALSE,FALSE
02073951,02,0207,020739,FALSE,FALSE,FALSE,FALSE
02073953,02,0207,020739,FALSE,FALSE,FALSE,FALSE
02073955,02,0207,020739,FALSE,FALSE,FALSE,FALSE
02073957,02,0207,020739,FALSE,FALSE,FALSE,FALSE
02073961,02,0207,020739,FALSE,FALSE,FALSE,FALSE
02073963,02,0207,020739,FALSE,FALSE,FALSE,FALSE
02073965,02,0207,020739,FALSE,FALSE,FALSE,FALSE
02073967,02,0207,020739,FALSE,FALSE,FALSE,FALSE
02073971,02,0207,020739,FALSE,FALSE,FALSE,FALSE
02073973,02,0207,020739,FALSE,FALSE,FALSE,FALSE
02073975,02,0207,020739,FALSE,FALSE,FALSE,FALSE
02073977,02,0207,020739,FALSE,FALSE,FALSE,FALSE
02073981,02,0207,020739,FALSE,FALSE,FALSE,FALSE
02073983,02,0207,020739,FALSE,FALSE,FALSE,FALSE
02073985,02,0207,020739,FALSE,FALSE,FALSE,FALSE
02073990,02,0207,020739,FALSE,FALSE,FALSE,FALSE
02074110,02,0207,020741,FALSE,FALSE,FALSE,FALSE
02074111,02,0207,020741,FALSE,FALSE,FALSE,FALSE
02074120,02,0207,020741,FALSE,FALSE,FALSE,TRUE
02074121,02,0207,020741,FALSE,FALSE,FALSE,FALSE
02074130,02,0207,020741,FALSE,FALSE,FALSE,TRUE
02074131,02,0207,020741,FALSE,FALSE,FALSE,FALSE
02074141,02,0207,020741,FALSE,FALSE,FALSE,FALSE
02074151,02,0207,020741,FALSE,FALSE,FALSE,FALSE
02074171,02,0207,020741,FALSE,FALSE,FALSE,FALSE
02074180,02,0207,020741,FALSE,FALSE,FALSE,TRUE
02074190,02,0207,020741,FALSE,FALSE,FALSE,FALSE
02074210,02,0207,020742,FALSE,FALSE,FALSE,FALSE
02074211,02,0207,020742,FALSE,FALSE,FALSE,FALSE
02074221,02,0207,020742,FALSE,FALSE,FALSE,FALSE
02074230,02,0207,020742,FALSE,FALSE,FALSE,TRUE
02074231,02,0207,020742,FALSE,FALSE,FALSE,FALSE
02074241,02,0207,020742,FALSE,FALSE,FALSE,FALSE
02074251,02,0207,020742,FALSE,FALSE,FALSE,FALSE
02074259,02,0207,020742,FALSE,FALSE,FALSE,FALSE
02074271,02,0207,020742,FALSE,FALSE,FALSE,FALSE
02074280,02,0207,020742,FALSE,FALSE,FALSE,TRUE
02074290,02,0207,020742,FALSE,FALSE,FALSE,FALSE
02074300,02,0207,020743,FALSE,FALSE,FALSE,TRUE
02074311,02,0207,020743,FALSE,FALSE,FALSE,FALSE
02074315,02,0207,020743,FALSE,FALSE,FALSE,FALSE
02074321,02,0207,020743,FALSE,FALSE,FALSE,FALSE
02074323,02,0207,020743,FALSE,FALSE,FALSE,FALSE
02074325,02,0207,020743,FALSE,FALSE,FALSE,FALSE
02074331,02,0207,020743,FALSE,FALSE,FALSE,FALSE
02074341,02,0207,020743,FALSE,FALSE,FALSE,FALSE
02074351,02,0207,020743,FALSE,FALSE,FALSE,FALSE
02074353,02,0207,020743,FALSE,FALSE,FALSE,FALSE
02074361,02,0207,020743,FALSE,FALSE,FALSE,FALSE
02074363,02,0207,020743,FALSE,FALSE,FALSE,FALSE
02074371,02,0207,020743,FALSE,FALSE,FALSE,FALSE
02074381,02,0207,020743,FALSE,FALSE,FALSE,FALSE
02074390,02,0207,020743,FALSE,FALSE,FALSE,FALSE
02074410,02,0207,020744,FALSE,FALSE,FALSE,TRUE
02074421,02,0207,020744,FALSE,FALSE,FALSE,TRUE
02074431,02,0207,020744,FALSE,FALSE,FALSE,TRUE
02074441,02,0207,020744,FALSE,FALSE,FALSE,TRUE
02074451,02,0207,020744,FALSE,FALSE,FALSE,TRUE
02074461,02,0207,020744,FALSE,FALSE,FALSE,TRUE
02074471,02,0207,020744,FALSE,FALSE,FALSE,TRUE
02074481,02,0207,020744,FALSE,FALSE,FALSE,TRUE
02074491,02,0207,020744,FALSE,FALSE,FALSE,TRUE
02074499,02,0207,020744,FALSE,FALSE,FALSE,TRUE
02074510,02,0207,020745,FALSE,FALSE,FALSE,TRUE
02074521,02,0207,020745,FALSE,FALSE,FALSE,TRUE
02074531,02,0207,020745,FALSE,FALSE,FALSE,TRUE
02074541,02,0207,020745,FALSE,FALSE,FALSE,TRUE
02074551,02,0207,020745,FALSE,FALSE,FALSE,TRUE
02074561,02,0207,020745,FALSE,FALSE,FALSE,TRUE
02074571,02,0207,020745,FALSE,FALSE,FALSE,TRUE
02074581,02,0207,020745,FALSE,FALSE,FALSE,TRUE
02074593,02,0207,020745,FALSE,FALSE,FALSE,TRUE
02074595,02,0207,020745,FALSE,FALSE,FALSE,TRUE
02074599,02,0207,020745,FALSE,FALSE,FALSE,TRUE
02075010,02,0207,020750,FALSE,FALSE,FALSE,FALSE
02075090,02,0207,020750,FALSE,FALSE,FALSE,FALSE
02075110,02,0207,020751,FALSE,FALSE,FALSE,TRUE
02075190,02,0207,020751,FALSE,FALSE,FALSE,TRUE
02075210,02,0207,020752,FALSE,FALSE,FALSE,TRUE
02075290,02,0207,020752,FALSE,FALSE,FALSE,TRUE
02075300,02,0207,020753,FALSE,FALSE,FALSE,TRUE
02075410,02,0207,020754,FALSE,FALSE,FALSE,TRUE
02075421,02,0207,020754,FALSE,FALSE,FALSE,TRUE
02075431,02,0207,020754,FALSE,FALSE,FALSE,TRUE
02075441,02,0207,020754,FALSE,FALSE,FALSE,TRUE
02075451,02,0207,020754,FALSE,FALSE,FALSE,TRUE
02075461,02,0207,020754,FALSE,FALSE,FALSE,TRUE
02075471,02,0207,020754,FALSE,FALSE,FALSE,TRUE
02075481,02,0207,020754,FALSE,FALSE,FALSE,TRUE
02075491,02,0207,020754,FALSE,FALSE,FALSE,TRUE
02075499,02,0207,020754,FALSE,FALSE,FALSE,TRUE
02075510,02,0207,020755,FALSE,FALSE,FALSE,TRUE
02075521,02,0207,020755,FALSE,FALSE,FALSE,TRUE
02075531,02,0207,020755,FALSE,FALSE,FALSE,TRUE
02075541,02,0207,020755,FALSE,FALSE,FALSE,TRUE
02075551,02,0207,020755,FALSE,FALSE,FALSE,TRUE
02075561,02,0207,020755,FALSE,FALSE,FALSE,TRUE
