hs6,bec4,bec_description,is_capital
370210,22,Processed,FALSE
370231,22,Processed,FALSE
370232,22,Processed,FALSE
370239,22,Processed,FALSE
370241,22,Processed,FALSE
370242,22,Processed,FALSE
370243,22,Processed,FALSE
370244,22,Processed,FALSE
370251,22,Processed,FALSE
370252,22,Processed,FALSE
370253,22,Processed,FALSE
370254,22,Processed,FALSE
370255,22,Processed,FALSE
370256,22,Processed,FALSE
370291,22,Processed,FALSE
370293,22,Processed,FALSE
370294,22,Processed,FALSE
370295,22,Processed,FALSE
370310,22,Processed,FALSE
370320,22,Processed,FALSE
370390,22,Processed,FALSE
370400,22,Processed,FALSE
370510,22,Processed,FALSE
370590,22,Processed,FALSE
370610,22,Processed,FALSE
370690,22,Processed,FALSE
370710,22,Processed,FALSE
370790,22,Processed,FALSE
380110,22,Processed,FALSE
380120,22,Processed,FALSE
380130,22,Processed,FALSE
380190,22,Processed,FALSE
380210,22,Processed,FALSE
380290,22,Processed,FALSE
380300,22,Processed,FALSE
380400,22,Processed,FALSE
380510,22,Processed,FALSE
380590,22,Processed,FALSE
380610,22,Processed,FALSE
380620,22,Processed,FALSE
380630,22,Processed,FALSE
380690,22,Processed,FALSE
380700,22,Processed,FALSE
380850,22,Processed,FALSE
380891,22,Processed,FALSE
380892,22,Processed,FALSE
380893,22,Processed,FALSE
380894,22,Processed,FALSE
380899,22,Processed,FALSE
380910,22,Processed,FALSE
380991,22,Processed,FALSE
380992,22,Processed,FALSE
380993,22,Processed,FALSE
381010,22,Processed,FALSE
381090,22,Processed,FALSE
381111,22,Processed,FALSE
381119,22,Processed,FALSE
381121,22,Processed,FALSE
381129,22,Processed,FALSE
381190,22,Processed,FALSE
381210,22,Processed,FALSE
381220,22,Processed,FALSE
381230,22,Processed,FALSE
381300,22,Processed,FALSE
381400,22,Processed,FALSE
381511,22,Processed,FALSE
381512,22,Processed,FALSE
381519,22,Processed,FALSE
381590,22,Processed,FALSE
381600,22,Processed,FALSE
381700,22,Processed,FALSE
381800,22,Processed,FALSE
381900,22,Processed,FALSE
382000,22,Processed,FALSE
382100,22,Processed,FALSE
382200,22,Processed,FALSE
382311,22,Processed,FALSE
382312,22,Processed,FALSE
382313,22,Processed,FALSE
382319,22,Processed,FALSE
382370,22,Processed,FALSE
382410,22,Processed,FALSE
382430,22,Processed,FALSE
382440,22,Processed,FALSE
382450,22,Processed,FALSE
382460,22,Processed,FALSE
382471,22,Processed,FALSE
382472,22,Processed,FALSE
382473,22,Processed,FALSE
382474,22,Processed,FALSE
382475,22,Processed,FALSE
382476,22,Processed,FALSE
382477,22,Processed,FALSE
382478,22,Processed,FALSE
382479,22,Processed,FALSE
382481,22,Processed,FALSE
382482,22,Processed,FALSE
382483,22,Processed,FALSE
382490,22,Processed,FALSE
382510,22,Processed,FALSE
382520,22,Processed,FALSE
382530,22,Processed,FALSE
382541,22,Processed,FALSE
382549,22,Processed,FALSE
382550,22,Processed,FALSE
382561,22,Processed,FALSE
382569,22,Processed,FALSE
382590,22,Processed,FALSE
390110,22,Processed,FALSE
390120,22,Processed,FALSE
390130,22,Processed,FALSE
390190,22,Processed,FALSE
390210,22,Processed,FALSE
390220,22,Processed,FALSE
390230,22,Processed,FALSE
390290,22,Processed,FALSE
390311,22,Processed,FALSE
390319,22,Processed,FALSE
390320,22,Processed,FALSE
390330,22,Processed,FALSE
390390,22,Processed,FALSE
390410,22,Processed,FALSE
390421,22,Processed,FALSE
390422,22,Processed,FALSE
390430,22,Processed,FALSE
390440,22,Processed,FALSE
390450,22,Processed,FALSE
390461,22,Processed,FALSE
390469,22,Processed,FALSE
390490,22,Processed,FALSE
390512,22,Processed,FALSE
390519,22,Processed,FALSE
390521,22,Processed,FALSE
390529,22,Processed,FALSE
390530,22,Processed,FALSE
390591,22,Processed,FALSE
390599,22,Processed,FALSE
390610,22,Processed,FALSE
390690,22,Processed,FALSE
390710,22,Processed,FALSE
390720,22,Processed,FALSE
390730,22,Processed,FALSE
390740,22,Processed,FALSE
390750,22,Processed,FALSE
390760,22,Processed,FALSE
390770,22,Processed,FALSE
390791,22,Processed,FALSE
390799,22,Processed,FALSE
390810,22,Processed,FALSE
390890,22,Processed,FALSE
390910,22,Processed,FALSE
390920,22,Processed,FALSE
390930,22,Processed,FALSE
390940,22,Processed,FALSE
390950,22,Processed,FALSE
391000,22,Processed,FALSE
391110,22,Processed,FALSE
391190,22,Processed,FALSE
391211,22,Processed,FALSE
391212,22,Processed,FALSE
391220,22,Processed,FALSE
391231,22,Processed,FALSE
391239,22,Processed,FALSE
391290,22,Processed,FALSE
391310,22,Processed,FALSE
391390,22,Processed,FALSE
391400,22,Processed,FALSE
391510,22,Processed,FALSE
391520,22,Processed,FALSE
391530,22,Processed,FALSE
391590,22,Processed,FALSE
391610,22,Processed,FALSE
391620,22,Processed,FALSE
391690,22,Processed,FALSE
391710,22,Processed,FALSE
391721,22,Processed,FALSE
391722,22,Processed,FALSE
391723,22,Processed,FALSE
391729,22,Processed,FALSE
391731,22,Processed,FALSE
391732,22,Processed,FALSE
391733,22,Processed,FALSE
391739,22,Processed,FALSE
391740,22,Processed,FALSE
391810,22,Processed,FALSE
391890,22,Processed,FALSE
391910,22,Processed,FALSE
391990,22,Processed,FALSE
392010,22,Processed,FALSE
392020,22,Processed,FALSE
392030,22,Processed,FALSE
392043,22,Processed,FALSE
392049,22,Processed,FALSE
392051,22,Processed,FALSE
392059,22,Processed,FALSE
392061,22,Processed,FALSE
392062,22,Processed,FALSE
392063,22,Processed,FALSE
392069,22,Processed,FALSE
392071,22,Processed,FALSE
392073,22,Processed,FALSE
392079,22,Processed,FALSE
392091,22,Processed,FALSE
392092,22,Processed,FALSE
392093,22,Processed,FALSE
392094,22,Processed,FALSE
392099,22,Processed,FALSE
392111,22,Processed,FALSE
392112,22,Processed,FALSE
392113,22,Processed,FALSE
392114,22,Processed,FALSE
392119,22,Processed,FALSE
392190,22,Processed,FALSE
392310,22,Processed,FALSE
392321,22,Processed,FALSE
392329,22,Processed,FALSE
392330,22,Processed,FALSE
392340,22,Processed,FALSE
392350,22,Processed,FALSE
392390,22,Processed,FALSE
392610,22,Processed,FALSE
392630,22,Processed,FALSE
400211,22,Processed,FALSE
400219,22,Processed,FALSE
400220,22,Processed,FALSE
400231,22,Processed,FALSE
400239,22,Processed,FALSE
400241,22,Processed,FALSE
400249,22,Processed,FALSE
400251,22,Processed,FALSE
400259,22,Processed,FALSE
400260,22,Processed,FALSE
400270,22,Processed,FALSE
400280,22,Processed,FALSE
400291,22,Processed,FALSE
400299,22,Processed,FALSE
400510,22,Processed,FALSE
400520,22,Processed,FALSE
400591,22,Processed,FALSE
400599,22,Processed,FALSE
400610,22,Processed,FALSE
400690,22,Processed,FALSE
400700,22,Processed,FALSE
400811,22,Processed,FALSE
400819,22,Processed,FALSE
400821,22,Processed,FALSE
400829,22,Processed,FALSE
400911,22,Processed,FALSE
400912,22,Processed,FALSE
400921,22,Processed,FALSE
400922,22,Processed,FALSE
400931,22,Processed,FALSE
400932,22,Processed,FALSE
400941,22,Processed,FALSE
400942,22,Processed,FALSE
401410,22,Processed,FALSE
401490,22,Processed,FALSE
401700,22,Processed,FALSE
410411,22,Processed,FALSE
410419,22,Processed,FALSE
410441,22,Processed,FALSE
410449,22,Processed,FALSE
410510,22,Processed,FALSE
410530,22,Processed,FALSE
410621,22,Processed,FALSE
410622,22,Processed,FALSE
410631,22,Processed,FALSE
410632,22,Processed,FALSE
410640,22,Processed,FALSE
410691,22,Processed,FALSE
410692,22,Processed,FALSE
410711,22,Processed,FALSE
410712,22,Processed,FALSE
410719,22,Processed,FALSE
410791,22,Processed,FALSE
410792,22,Processed,FALSE
410799,22,Processed,FALSE
411200,22,Processed,FALSE
411310,22,Processed,FALSE
411320,22,Processed,FALSE
411330,22,Processed,FALSE
411390,22,Processed,FALSE
411410,22,Processed,FALSE
411420,22,Processed,FALSE
411510,22,Processed,FALSE
420600,22,Processed,FALSE
430211,22,Processed,FALSE
430219,22,Processed,FALSE
430220,22,Processed,FALSE
430230,22,Processed,FALSE
440500,22,Processed,FALSE
440610,22,Processed,FALSE
440690,22,Processed,FALSE
440710,22,Processed,FALSE
440721,22,Processed,FALSE
440722,22,Processed,FALSE
440725,22,Processed,FALSE
440726,22,Processed,FALSE
440727,22,Processed,FALSE
440728,22,Processed,FALSE
440729,22,Processed,FALSE
440791,22,Processed,FALSE
440792,22,Processed,FALSE
440793,22,Processed,FALSE
440794,22,Processed,FALSE
440795,22,Processed,FALSE
440799,22,Processed,FALSE
440810,22,Processed,FALSE
440831,22,Processed,FALSE
440839,22,Processed,FALSE
440890,22,Processed,FALSE
440910,22,Processed,FALSE
440921,22,Processed,FALSE
440929,22,Processed,FALSE
441011,22,Processed,FALSE
441012,22,Processed,FALSE
441019,22,Processed,FALSE
441090,22,Processed,FALSE
441210,22,Processed,FALSE
441231,22,Processed,FALSE
441232,22,Processed,FALSE
441239,22,Processed,FALSE
441294,22,Processed,FALSE
441299,22,Processed,FALSE
441300,22,Processed,FALSE
441510,22,Processed,FALSE
441520,22,Processed,FALSE
441600,22,Processed,FALSE
441700,22,Processed,FALSE
441810,22,Processed,FALSE
441820,22,Processed,FALSE
441840,22,Processed,FALSE
441850,22,Processed,FALSE
441860,22,Processed,FALSE
441871,22,Processed,FALSE
441872,22,Processed,FALSE
441879,22,Processed,FALSE
441890,22,Processed,FALSE
442110,22,Processed,FALSE
442190,22,Processed,FALSE
450310,22,Processed,FALSE
450390,22,Processed,FALSE
450410,22,Processed,FALSE
450490,22,Processed,FALSE
470100,22,Processed,FALSE
470200,22,Processed,FALSE
470311,22,Processed,FALSE
470319,22,Processed,FALSE
470321,22,Processed,FALSE
470329,22,Processed,FALSE
470411,22,Processed,FALSE
470419,22,Processed,FALSE
470421,22,Processed,FALSE
470429,22,Processed,FALSE
470500,22,Processed,FALSE
470610,22,Processed,FALSE
470620,22,Processed,FALSE
470630,22,Processed,FALSE
470691,22,Processed,FALSE
470692,22,Processed,FALSE
470693,22,Processed,FALSE
480100,22,Processed,FALSE
480210,22,Processed,FALSE
480220,22,Processed,FALSE
480240,22,Processed,FALSE
480254,22,Processed,FALSE
480255,22,Processed,FALSE
480256,22,Processed,FALSE
480257,22,Processed,FALSE
480258,22,Processed,FALSE
480261,22,Processed,FALSE
480262,22,Processed,FALSE
480269,22,Processed,FALSE
480300,22,Processed,FALSE
480411,22,Processed,FALSE
480419,22,Processed,FALSE
480421,22,Processed,FALSE
480429,22,Processed,FALSE
480431,22,Processed,FALSE
480439,22,Processed,FALSE
480441,22,Processed,FALSE
480442,22,Processed,FALSE
480449,22,Processed,FALSE
480451,22,Processed,FALSE
480452,22,Processed,FALSE
480459,22,Processed,FALSE
480511,22,Processed,FALSE
480512,22,Processed,FALSE
480519,22,Processed,FALSE
480524,22,Processed,FALSE
480525,22,Processed,FALSE
480530,22,Processed,FALSE
480540,22,Processed,FALSE
480550,22,Processed,FALSE
480591,22,Processed,FALSE
480592,22,Processed,FALSE
480593,22,Processed,FALSE
480610,22,Processed,FALSE
480620,22,Processed,FALSE
480630,22,Processed,FALSE
480640,22,Processed,FALSE
480700,22,Processed,FALSE
480810,22,Processed,FALSE
480820,22,Processed,FALSE
480830,22,Processed,FALSE
480890,22,Processed,FALSE
480920,22,Processed,FALSE
480990,22,Processed,FALSE
481013,22,Processed,FALSE
481014,22,Processed,FALSE
481019,22,Processed,FALSE
481022,22,Processed,FALSE
481029,22,Processed,FALSE
481031,22,Processed,FALSE
481032,22,Processed,FALSE
481039,22,Processed,FALSE
481092,22,Processed,FALSE
481099,22,Processed,FALSE
481110,22,Processed,FALSE
481141,22,Processed,FALSE
481149,22,Processed,FALSE
481151,22,Processed,FALSE
481159,22,Processed,FALSE
481160,22,Processed,FALSE
481190,22,Processed,FALSE
481200,22,Processed,FALSE
481310,22,Processed,FALSE
481320,22,Processed,FALSE
481390,22,Processed,FALSE
481410,22,Processed,FALSE
481420,22,Processed,FALSE
481490,22,Processed,FALSE
481620,22,Processed,FALSE
481690,22,Processed,FALSE
481910,22,Processed,FALSE
481920,22,Processed,FALSE
481930,22,Processed,FALSE
481940,22,Processed,FALSE
481950,22,Processed,FALSE
481960,22,Processed,FALSE
482010,22,Processed,FALSE
482020,22,Processed,FALSE
482030,22,Processed,FALSE
482040,22,Processed,FALSE
482050,22,Processed,FALSE
482090,22,Processed,FALSE
482110,22,Processed,FALSE
482190,22,Processed,FALSE
482210,22,Processed,FALSE
482290,22,Processed,FALSE
482320,22,Processed,FALSE
482340,22,Processed,FALSE
482370,22,Processed,FALSE
482390,22,Processed,FALSE
490600,22,Processed,FALSE
490700,22,Processed,FALSE
491110,22,Processed,FALSE
500200,22,Processed,FALSE
500400,22,Processed,FALSE
500500,22,Processed,FALSE
500710,22,Processed,FALSE
500720,22,Processed,FALSE
500790,22,Processed,FALSE
510510,22,Processed,FALSE
510521,22,Processed,FALSE
510529,22,Processed,FALSE
510531,22,Processed,FALSE
510539,22,Processed,FALSE
510540,22,Processed,FALSE
510610,22,Processed,FALSE
510620,22,Processed,FALSE
510710,22,Processed,FALSE
510720,22,Processed,FALSE
510810,22,Processed,FALSE
510820,22,Processed,FALSE
511000,22,Processed,FALSE
511111,22,Processed,FALSE
511119,22,Processed,FALSE
511120,22,Processed,FALSE
511130,22,Processed,FALSE
511190,22,Processed,FALSE
511211,22,Processed,FALSE
511219,22,Processed,FALSE
511220,22,Processed,FALSE
511230,22,Processed,FALSE
511290,22,Processed,FALSE
511300,22,Processed,FALSE
520300,22,Processed,FALSE
520411,22,Processed,FALSE
520419,22,Processed,FALSE
520511,22,Processed,FALSE
520512,22,Processed,FALSE
520513,22,Processed,FALSE
520514,22,Processed,FALSE
520515,22,Processed,FALSE
520521,22,Processed,FALSE
520522,22,Processed,FALSE
520523,22,Processed,FALSE
520524,22,Processed,FALSE
520526,22,Processed,FALSE
520527,22,Processed,FALSE
520528,22,Processed,FALSE
520531,22,Processed,FALSE
520532,22,Processed,FALSE
520533,22,Processed,FALSE
520534,22,Processed,FALSE
520535,22,Processed,FALSE
520541,22,Processed,FALSE
520542,22,Processed,FALSE
520543,22,Processed,FALSE
520544,22,Processed,FALSE
520546,22,Processed,FALSE
520547,22,Processed,FALSE
520548,22,Processed,FALSE
520611,22,Processed,FALSE
520612,22,Processed,FALSE
520613,22,Processed,FALSE
520614,22,Processed,FALSE
520615,22,Processed,FALSE
520621,22,Processed,FALSE
520622,22,Processed,FALSE
520623,22,Processed,FALSE
520624,22,Processed,FALSE
520625,22,Processed,FALSE
520631,22,Processed,FALSE
520632,22,Processed,FALSE
520633,22,Processed,FALSE
520634,22,Processed,FALSE
520635,22,Processed,FALSE
520641,22,Processed,FALSE
520642,22,Processed,FALSE
520643,22,Processed,FALSE
520644,22,Processed,FALSE
520645,22,Processed,FALSE
520811,22,Processed,FALSE
520812,22,Processed,FALSE
520813,22,Processed,FALSE
520819,22,Processed,FALSE
520821,22,Processed,FALSE
520822,22,Processed,FALSE
520823,22,Processed,FALSE
520829,22,Processed,FALSE
520831,22,Processed,FALSE
520832,22,Processed,FALSE
520833,22,Processed,FALSE
520839,22,Processed,FALSE
520841,22,Processed,FALSE
520842,22,Processed,FALSE
520843,22,Processed,FALSE
520849,22,Processed,FALSE
520851,22,Processed,FALSE
520852,22,Processed,FALSE
520859,22,Processed,FALSE
520911,22,Processed,FALSE
520912,22,Processed,FALSE
520919,22,Processed,FALSE
520921,22,Processed,FALSE
520922,22,Processed,FALSE
520929,22,Processed,FALSE
520931,22,Processed,FALSE
520932,22,Processed,FALSE
520939,22,Processed,FALSE
520941,22,Processed,FALSE
520942,22,Processed,FALSE
520943,22,Processed,FALSE
520949,22,Processed,FALSE
520951,22,Processed,FALSE
520952,22,Processed,FALSE
520959,22,Processed,FALSE
521011,22,Processed,FALSE
521019,22,Processed,FALSE
521021,22,Processed,FALSE
521029,22,Processed,FALSE
521031,22,Processed,FALSE
521032,22,Processed,FALSE
521039,22,Processed,FALSE
521041,22,Processed,FALSE
521049,22,Processed,FALSE
521051,22,Processed,FALSE
521059,22,Processed,FALSE
521111,22,Processed,FALSE
521112,22,Processed,FALSE
521119,22,Processed,FALSE
521120,22,Processed,FALSE
521131,22,Processed,FALSE
521132,22,Processed,FALSE
521139,22,Processed,FALSE
521141,22,Processed,FALSE
521142,22,Processed,FALSE
521143,22,Processed,FALSE
521149,22,Processed,FALSE
521151,22,Processed,FALSE
521152,22,Processed,FALSE
521159,22,Processed,FALSE
521211,22,Processed,FALSE
521212,22,Processed,FALSE
521213,22,Processed,FALSE
521214,22,Processed,FALSE
521215,22,Processed,FALSE
521221,22,Processed,FALSE
521222,22,Processed,FALSE
521223,22,Processed,FALSE
521224,22,Processed,FALSE
521225,22,Processed,FALSE
530121,22,Processed,FALSE
530129,22,Processed,FALSE
530610,22,Processed,FALSE
530620,22,Processed,FALSE
530710,22,Processed,FALSE
530720,22,Processed,FALSE
530810,22,Processed,FALSE
530820,22,Processed,FALSE
530890,22,Processed,FALSE
530911,22,Processed,FALSE
530919,22,Processed,FALSE
530921,22,Processed,FALSE
530929,22,Processed,FALSE
531010,22,Processed,FALSE
531090,22,Processed,FALSE
531100,22,Processed,FALSE
540110,22,Processed,FALSE
540120,22,Processed,FALSE
540211,22,Processed,FALSE
540219,22,Processed,FALSE
540220,22,Processed,FALSE
540231,22,Processed,FALSE
540232,22,Processed,FALSE
540233,22,Processed,FALSE
540234,22,Processed,FALSE
540239,22,Processed,FALSE
540244,22,Processed,FALSE
540245,22,Processed,FALSE
540246,22,Processed,FALSE
540247,22,Processed,FALSE
540248,22,Processed,FALSE
540249,22,Processed,FALSE
540251,22,Processed,FALSE
540252,22,Processed,FALSE
540259,22,Processed,FALSE
540261,22,Processed,FALSE
540262,22,Processed,FALSE
540269,22,Processed,FALSE
540310,22,Processed,FALSE
540331,22,Processed,FALSE
540332,22,Processed,FALSE
540333,22,Processed,FALSE
540339,22,Processed,FALSE
540341,22,Processed,FALSE
540342,22,Processed,FALSE
540349,22,Processed,FALSE
540411,22,Processed,FALSE
540412,22,Processed,FALSE
540419,22,Processed,FALSE
540490,22,Processed,FALSE
540500,22,Processed,FALSE
540710,22,Processed,FALSE
540720,22,Processed,FALSE
540730,22,Processed,FALSE
540741,22,Processed,FALSE
540742,22,Processed,FALSE
540743,22,Processed,FALSE
540744,22,Processed,FALSE
540751,22,Processed,FALSE
540752,22,Processed,FALSE
540753,22,Processed,FALSE
540754,22,Processed,FALSE
540761,22,Processed,FALSE
540769,22,Processed,FALSE
540771,22,Processed,FALSE
540772,22,Processed,FALSE
540773,22,Processed,FALSE
540774,22,Processed,FALSE
540781,22,Processed,FALSE
540782,22,Processed,FALSE
540783,22,Processed,FALSE
540784,22,Processed,FALSE
540791,22,Processed,FALSE
540792,22,Processed,FALSE
540793,22,Processed,FALSE
540794,22,Processed,FALSE
540810,22,Processed,FALSE
540821,22,Processed,FALSE
540822,22,Processed,FALSE
540823,22,Processed,FALSE
540824,22,Processed,FALSE
540831,22,Processed,FALSE
540832,22,Processed,FALSE
540833,22,Processed,FALSE
540834,22,Processed,FALSE
550110,22,Processed,FALSE
550120,22,Processed,FALSE
550130,22,Processed,FALSE
550140,22,Processed,FALSE
550190,22,Processed,FALSE
550200,22,Processed,FALSE
550311,22,Processed,FALSE
550319,22,Processed,FALSE
550320,22,Processed,FALSE
550330,22,Processed,FALSE
550340,22,Processed,FALSE
550390,22,Processed,FALSE
550410,22,Processed,FALSE
550490,22,Processed,FALSE
550610,22,Processed,FALSE
550620,22,Processed,FALSE
550630,22,Processed,FALSE
550690,22,Processed,FALSE
550700,22,Processed,FALSE
550810,22,Processed,FALSE
550820,22,Processed,FALSE
550911,22,Processed,FALSE
550912,22,Processed,FALSE
550921,22,Processed,FALSE
550922,22,Processed,FALSE
550931,22,Processed,FALSE
550932,22,Processed,FALSE
550941,22,Processed,FALSE
550942,22,Processed,FALSE
550951,22,Processed,FALSE
550952,22,Processed,FALSE
550953,22,Processed,FALSE
550959,22,Processed,FALSE
550961,22,Processed,FALSE
550962,22,Processed,FALSE
550969,22,Processed,FALSE
550991,22,Processed,FALSE
550992,22,Processed,FALSE
550999,22,Processed,FALSE
551011,22,Processed,FALSE
551012,22,Processed,FALSE
551020,22,Processed,FALSE
551030,22,Processed,FALSE
551090,22,Processed,FALSE
551211,22,Processed,FALSE
551219,22,Processed,FALSE
551221,22,Processed,FALSE
551229,22,Processed,FALSE
551291,22,Processed,FALSE
551299,22,Processed,FALSE
551311,22,Processed,FALSE
551312,22,Processed,FALSE
551313,22,Processed,FALSE
551319,22,Processed,FALSE
551321,22,Processed,FALSE
551323,22,Processed,FALSE
551329,22,Processed,FALSE
551331,22,Processed,FALSE
551339,22,Processed,FALSE
551341,22,Processed,FALSE
551349,22,Processed,FALSE
551411,22,Processed,FALSE
551412,22,Processed,FALSE
551419,22,Processed,FALSE
551421,22,Processed,FALSE
551422,22,Processed,FALSE
551423,22,Processed,FALSE
551429,22,Processed,FALSE
551430,22,Processed,FALSE
551441,22,Processed,FALSE
551442,22,Processed,FALSE
551443,22,Processed,FALSE
551449,22,Processed,FALSE
551511,22,Processed,FALSE
551512,22,Processed,FALSE
551513,22,Processed,FALSE
551519,22,Processed,FALSE
551521,22,Processed,FALSE
551522,22,Processed,FALSE
551529,22,Processed,FALSE
551591,22,Processed,FALSE
551599,22,Processed,FALSE
551611,22,Processed,FALSE
551612,22,Processed,FALSE
551613,22,Processed,FALSE
551614,22,Processed,FALSE
551621,22,Processed,FALSE
551622,22,Processed,FALSE
551623,22,Processed,FALSE
551624,22,Processed,FALSE
551631,22,Processed,FALSE
551632,22,Processed,FALSE
551633,22,Processed,FALSE
551634,22,Processed,FALSE
551641,22,Processed,FALSE
551642,22,Processed,FALSE
551643,22,Processed,FALSE
551644,22,Processed,FALSE
551691,22,Processed,FALSE
551692,22,Processed,FALSE
551693,22,Processed,FALSE
551694,22,Processed,FALSE
560110,22,Processed,FALSE
560121,22,Processed,FALSE
560122,22,Processed,FALSE
560129,22,Processed,FALSE
560130,22,Processed,FALSE
560210,22,Processed,FALSE
560221,22,Processed,FALSE
560229,22,Processed,FALSE
560290,22,Processed,FALSE
560311,22,Processed,FALSE
560312,22,Processed,FALSE
560313,22,Processed,FALSE
560314,22,Processed,FALSE
560391,22,Processed,FALSE
560392,22,Processed,FALSE
560393,22,Processed,FALSE
560394,22,Processed,FALSE
560410,22,Processed,FALSE
560490,22,Processed,FALSE
560500,22,Processed,FALSE
560600,22,Processed,FALSE
560721,22,Processed,FALSE
560729,22,Processed,FALSE
560741,22,Processed,FALSE
560749,22,Processed,FALSE
560750,22,Processed,FALSE
560790,22,Processed,FALSE
560811,22,Processed,FALSE
560819,22,Processed,FALSE
560890,22,Processed,FALSE
560900,22,Processed,FALSE
580110,22,Processed,FALSE
580121,22,Processed,FALSE
580122,22,Processed,FALSE
580123,22,Processed,FALSE
580124,22,Processed,FALSE
580125,22,Processed,FALSE
580126,22,Processed,FALSE
580131,22,Processed,FALSE
580132,22,Processed,FALSE
580133,22,Processed,FALSE
580134,22,Processed,FALSE
580135,22,Processed,FALSE
580136,22,Processed,FALSE
580190,22,Processed,FALSE
580211,22,Processed,FALSE
580219,22,Processed,FALSE
580220,22,Processed,FALSE
580230,22,Processed,FALSE
580300,22,Processed,FALSE
580410,22,Processed,FALSE
580421,22,Processed,FALSE
580429,22,Processed,FALSE
580430,22,Processed,FALSE
580610,22,Processed,FALSE
580620,22,Processed,FALSE
580631,22,Processed,FALSE
580632,22,Processed,FALSE
580639,22,Processed,FALSE
580640,22,Processed,FALSE
580710,22,Processed,FALSE
580790,22,Processed,FALSE
580810,22,Processed,FALSE
580890,22,Processed,FALSE
580900,22,Processed,FALSE
581010,22,Processed,FALSE
581091,22,Processed,FALSE
581092,22,Processed,FALSE
581099,22,Processed,FALSE
581100,22,Processed,FALSE
590110,22,Processed,FALSE
590190,22,Processed,FALSE
590210,22,Processed,FALSE
590220,22,Processed,FALSE
590290,22,Processed,FALSE
590310,22,Processed,FALSE
590320,22,Processed,FALSE
590390,22,Processed,FALSE
590500,22,Processed,FALSE
590610,22,Processed,FALSE
590691,22,Processed,FALSE
590699,22,Processed,FALSE
590700,22,Processed,FALSE
590800,22,Processed,FALSE
600110,22,Processed,FALSE
600121,22,Processed,FALSE
600122,22,Processed,FALSE
600129,22,Processed,FALSE
600191,22,Processed,FALSE
600192,22,Processed,FALSE
600199,22,Processed,FALSE
600240,22,Processed,FALSE
600290,22,Processed,FALSE
600310,22,Processed,FALSE
600320,22,Processed,FALSE
600330,22,Processed,FALSE
600340,22,Processed,FALSE
600390,22,Processed,FALSE
600410,22,Processed,FALSE
600490,22,Processed,FALSE
600521,22,Processed,FALSE
600522,22,Processed,FALSE
600523,22,Processed,FALSE
600524,22,Processed,FALSE
600531,22,Processed,FALSE
600532,22,Processed,FALSE
600533,22,Processed,FALSE
600534,22,Processed,FALSE
600541,22,Processed,FALSE
600542,22,Processed,FALSE
600543,22,Processed,FALSE
600544,22,Processed,FALSE
600590,22,Processed,FALSE
600610,22,Processed,FALSE
600621,22,Processed,FALSE
600622,22,Processed,FALSE
600623,22,Processed,FALSE
600624,22,Processed,FALSE
600631,22,Processed,FALSE
600632,22,Processed,FALSE
600633,22,Processed,FALSE
600634,22,Processed,FALSE
600641,22,Processed,FALSE
600642,22,Processed,FALSE
600643,22,Processed,FALSE
600644,22,Processed,FALSE
600690,22,Processed,FALSE
630510,22,Processed,FALSE
630520,22,Processed,FALSE
630532,22,Processed,FALSE
630533,22,Processed,FALSE
630539,22,Processed,FALSE
630590,22,Processed,FALSE
650100,22,Processed,FALSE
650200,22,Processed,FALSE
660320,22,Processed,FALSE
660390,22,Processed,FALSE
670100,22,Processed,FALSE
670210,22,Processed,FALSE
670290,22,Processed,FALSE
670300,22,Processed,FALSE
680100,22,Processed,FALSE
680210,22,Processed,FALSE
680221,22,Processed,FALSE
680223,22,Processed,FALSE
680229,22,Processed,FALSE
680291,22,Processed,FALSE
680292,22,Processed,FALSE
680293,22,Processed,FALSE
680299,22,Processed,FALSE
680300,22,Processed,FALSE
680410,22,Processed,FALSE
680421,22,Processed,FALSE
680422,22,Processed,FALSE
680423,22,Processed,FALSE
680430,22,Processed,FALSE
680510,22,Processed,FALSE
680520,22,Processed,FALSE
680530,22,Processed,FALSE
680610,22,Processed,FALSE
680620,22,Processed,FALSE
680690,22,Processed,FALSE
680710,22,Processed,FALSE
680790,22,Processed,FALSE
680800,22,Processed,FALSE
680911,22,Processed,FALSE
680919,22,Processed,FALSE
680990,22,Processed,FALSE
681011,22,Processed,FALSE
681019,22,Processed,FALSE
681091,22,Processed,FALSE
681099,22,Processed,FALSE
681140,22,Processed,FALSE
681181,22,Processed,FALSE
681182,22,Processed,FALSE
681183,22,Processed,FALSE
681189,22,Processed,FALSE
681280,22,Processed,FALSE
681291,22,Processed,FALSE
681292,22,Processed,FALSE
681293,22,Processed,FALSE
681299,22,Processed,FALSE
681320,22,Processed,FALSE
681381,22,Processed,FALSE
681389,22,Processed,FALSE
681410,22,Processed,FALSE
681490,22,Processed,FALSE
681510,22,Processed,FALSE
681520,22,Processed,FALSE
681591,22,Processed,FALSE
681599,22,Processed,FALSE
690100,22,Processed,FALSE
690210,22,Processed,FALSE
690220,22,Processed,FALSE
690290,22,Processed,FALSE
690310,22,Processed,FALSE
690320,22,Processed,FALSE
690390,22,Processed,FALSE
690410,22,Processed,FALSE
690490,22,Processed,FALSE
690510,22,Processed,FALSE
690590,22,Processed,FALSE
690600,22,Processed,FALSE
690710,22,Processed,FALSE
690790,22,Processed,FALSE
690810,22,Processed,FALSE
690890,22,Processed,FALSE
