hs6,bec4,bec_description,is_capital
690911,22,Processed,FALSE
690912,22,Processed,FALSE
690919,22,Processed,FALSE
690990,22,Processed,FALSE
691010,22,Processed,FALSE
691090,22,Processed,FALSE
691410,22,Processed,FALSE
691490,22,Processed,FALSE
700100,22,Processed,FALSE
700210,22,Processed,FALSE
700220,22,Processed,FALSE
700231,22,Processed,FALSE
700232,22,Processed,FALSE
700239,22,Processed,FALSE
700312,22,Processed,FALSE
700319,22,Processed,FALSE
700320,22,Processed,FALSE
700330,22,Processed,FALSE
700420,22,Processed,FALSE
700490,22,Processed,FALSE
700510,22,Processed,FALSE
700521,22,Processed,FALSE
700529,22,Processed,FALSE
700530,22,Processed,FALSE
700600,22,Processed,FALSE
700711,22,Processed,FALSE
700719,22,Processed,FALSE
700721,22,Processed,FALSE
700729,22,Processed,FALSE
700800,22,Processed,FALSE
700910,22,Processed,FALSE
700991,22,Processed,FALSE
700992,22,Processed,FALSE
701010,22,Processed,FALSE
701020,22,Processed,FALSE
701090,22,Processed,FALSE
701110,22,Processed,FALSE
701120,22,Processed,FALSE
701190,22,Processed,FALSE
701400,22,Processed,FALSE
701510,22,Processed,FALSE
701590,22,Processed,FALSE
701610,22,Processed,FALSE
701690,22,Processed,FALSE
701710,22,Processed,FALSE
701720,22,Processed,FALSE
701790,22,Processed,FALSE
701810,22,Processed,FALSE
701820,22,Processed,FALSE
701890,22,Processed,FALSE
701911,22,Processed,FALSE
701912,22,Processed,FALSE
701919,22,Processed,FALSE
701931,22,Processed,FALSE
701932,22,Processed,FALSE
701939,22,Processed,FALSE
701940,22,Processed,FALSE
701951,22,Processed,FALSE
701952,22,Processed,FALSE
701959,22,Processed,FALSE
701990,22,Processed,FALSE
702000,22,Processed,FALSE
710239,22,Processed,FALSE
710391,22,Processed,FALSE
710399,22,Processed,FALSE
710410,22,Processed,FALSE
710420,22,Processed,FALSE
710490,22,Processed,FALSE
710610,22,Processed,FALSE
710691,22,Processed,FALSE
710692,22,Processed,FALSE
710700,22,Processed,FALSE
710811,22,Processed,FALSE
710812,22,Processed,FALSE
710813,22,Processed,FALSE
710900,22,Processed,FALSE
711011,22,Processed,FALSE
711019,22,Processed,FALSE
711021,22,Processed,FALSE
711029,22,Processed,FALSE
711031,22,Processed,FALSE
711039,22,Processed,FALSE
711041,22,Processed,FALSE
711049,22,Processed,FALSE
711100,22,Processed,FALSE
720110,22,Processed,FALSE
720120,22,Processed,FALSE
720150,22,Processed,FALSE
720211,22,Processed,FALSE
720219,22,Processed,FALSE
720221,22,Processed,FALSE
720229,22,Processed,FALSE
720230,22,Processed,FALSE
720241,22,Processed,FALSE
720249,22,Processed,FALSE
720250,22,Processed,FALSE
720260,22,Processed,FALSE
720270,22,Processed,FALSE
720280,22,Processed,FALSE
720291,22,Processed,FALSE
720292,22,Processed,FALSE
720293,22,Processed,FALSE
720299,22,Processed,FALSE
720310,22,Processed,FALSE
720390,22,Processed,FALSE
720510,22,Processed,FALSE
720521,22,Processed,FALSE
720529,22,Processed,FALSE
720610,22,Processed,FALSE
720690,22,Processed,FALSE
720711,22,Processed,FALSE
720712,22,Processed,FALSE
720719,22,Processed,FALSE
720720,22,Processed,FALSE
720810,22,Processed,FALSE
720825,22,Processed,FALSE
720826,22,Processed,FALSE
720827,22,Processed,FALSE
720836,22,Processed,FALSE
720837,22,Processed,FALSE
720838,22,Processed,FALSE
720839,22,Processed,FALSE
720840,22,Processed,FALSE
720851,22,Processed,FALSE
720852,22,Processed,FALSE
720853,22,Processed,FALSE
720854,22,Processed,FALSE
720890,22,Processed,FALSE
720915,22,Processed,FALSE
720916,22,Processed,FALSE
720917,22,Processed,FALSE
720918,22,Processed,FALSE
720925,22,Processed,FALSE
720926,22,Processed,FALSE
720927,22,Processed,FALSE
720928,22,Processed,FALSE
720990,22,Processed,FALSE
721011,22,Processed,FALSE
721012,22,Processed,FALSE
721020,22,Processed,FALSE
721030,22,Processed,FALSE
721041,22,Processed,FALSE
721049,22,Processed,FALSE
721050,22,Processed,FALSE
721061,22,Processed,FALSE
721069,22,Processed,FALSE
721070,22,Processed,FALSE
721090,22,Processed,FALSE
721113,22,Processed,FALSE
721114,22,Processed,FALSE
721119,22,Processed,FALSE
721123,22,Processed,FALSE
721129,22,Processed,FALSE
721190,22,Processed,FALSE
721210,22,Processed,FALSE
721220,22,Processed,FALSE
721230,22,Processed,FALSE
721240,22,Processed,FALSE
721250,22,Processed,FALSE
721260,22,Processed,FALSE
721310,22,Processed,FALSE
721320,22,Processed,FALSE
721391,22,Processed,FALSE
721399,22,Processed,FALSE
721410,22,Processed,FALSE
721420,22,Processed,FALSE
721430,22,Processed,FALSE
721491,22,Processed,FALSE
721499,22,Processed,FALSE
721510,22,Processed,FALSE
721550,22,Processed,FALSE
721590,22,Processed,FALSE
721610,22,Processed,FALSE
721621,22,Processed,FALSE
721622,22,Processed,FALSE
721631,22,Processed,FALSE
721632,22,Processed,FALSE
721633,22,Processed,FALSE
721640,22,Processed,FALSE
721650,22,Processed,FALSE
721661,22,Processed,FALSE
721669,22,Processed,FALSE
721691,22,Processed,FALSE
721699,22,Processed,FALSE
721710,22,Processed,FALSE
721720,22,Processed,FALSE
721730,22,Processed,FALSE
721790,22,Processed,FALSE
721810,22,Processed,FALSE
721891,22,Processed,FALSE
721899,22,Processed,FALSE
721911,22,Processed,FALSE
721912,22,Processed,FALSE
721913,22,Processed,FALSE
721914,22,Processed,FALSE
721921,22,Processed,FALSE
721922,22,Processed,FALSE
721923,22,Processed,FALSE
721924,22,Processed,FALSE
721931,22,Processed,FALSE
721932,22,Processed,FALSE
721933,22,Processed,FALSE
721934,22,Processed,FALSE
721935,22,Processed,FALSE
721990,22,Processed,FALSE
722011,22,Processed,FALSE
722012,22,Processed,FALSE
722020,22,Processed,FALSE
722090,22,Processed,FALSE
722100,22,Processed,FALSE
722211,22,Processed,FALSE
722219,22,Processed,FALSE
722220,22,Processed,FALSE
722230,22,Processed,FALSE
722240,22,Processed,FALSE
722300,22,Processed,FALSE
722410,22,Processed,FALSE
722490,22,Processed,FALSE
722511,22,Processed,FALSE
722519,22,Processed,FALSE
722530,22,Processed,FALSE
722540,22,Processed,FALSE
722550,22,Processed,FALSE
722591,22,Processed,FALSE
722592,22,Processed,FALSE
722599,22,Processed,FALSE
722611,22,Processed,FALSE
722619,22,Processed,FALSE
722620,22,Processed,FALSE
722691,22,Processed,FALSE
722692,22,Processed,FALSE
722699,22,Processed,FALSE
722710,22,Processed,FALSE
722720,22,Processed,FALSE
722790,22,Processed,FALSE
722810,22,Processed,FALSE
722820,22,Processed,FALSE
722830,22,Processed,FALSE
722840,22,Processed,FALSE
722850,22,Processed,FALSE
722860,22,Processed,FALSE
722870,22,Processed,FALSE
722880,22,Processed,FALSE
722920,22,Processed,FALSE
722990,22,Processed,FALSE
730110,22,Processed,FALSE
730120,22,Processed,FALSE
730210,22,Processed,FALSE
730230,22,Processed,FALSE
730240,22,Processed,FALSE
730290,22,Processed,FALSE
730300,22,Processed,FALSE
730411,22,Processed,FALSE
730419,22,Processed,FALSE
730422,22,Processed,FALSE
730423,22,Processed,FALSE
730424,22,Processed,FALSE
730429,22,Processed,FALSE
730431,22,Processed,FALSE
730439,22,Processed,FALSE
730441,22,Processed,FALSE
730449,22,Processed,FALSE
730451,22,Processed,FALSE
730459,22,Processed,FALSE
730490,22,Processed,FALSE
730511,22,Processed,FALSE
730512,22,Processed,FALSE
730519,22,Processed,FALSE
730520,22,Processed,FALSE
730531,22,Processed,FALSE
730539,22,Processed,FALSE
730590,22,Processed,FALSE
730611,22,Processed,FALSE
730619,22,Processed,FALSE
730621,22,Processed,FALSE
730629,22,Processed,FALSE
730630,22,Processed,FALSE
730640,22,Processed,FALSE
730650,22,Processed,FALSE
730661,22,Processed,FALSE
730669,22,Processed,FALSE
730690,22,Processed,FALSE
730711,22,Processed,FALSE
730719,22,Processed,FALSE
730721,22,Processed,FALSE
730722,22,Processed,FALSE
730723,22,Processed,FALSE
730729,22,Processed,FALSE
730791,22,Processed,FALSE
730792,22,Processed,FALSE
730793,22,Processed,FALSE
730799,22,Processed,FALSE
730810,22,Processed,FALSE
730820,22,Processed,FALSE
730830,22,Processed,FALSE
730840,22,Processed,FALSE
730890,22,Processed,FALSE
731210,22,Processed,FALSE
731290,22,Processed,FALSE
731300,22,Processed,FALSE
731412,22,Processed,FALSE
731414,22,Processed,FALSE
731419,22,Processed,FALSE
731420,22,Processed,FALSE
731431,22,Processed,FALSE
731439,22,Processed,FALSE
731441,22,Processed,FALSE
731442,22,Processed,FALSE
731449,22,Processed,FALSE
731450,22,Processed,FALSE
731511,22,Processed,FALSE
731512,22,Processed,FALSE
731519,22,Processed,FALSE
731520,22,Processed,FALSE
731581,22,Processed,FALSE
731582,22,Processed,FALSE
731589,22,Processed,FALSE
731590,22,Processed,FALSE
731700,22,Processed,FALSE
731811,22,Processed,FALSE
731812,22,Processed,FALSE
731813,22,Processed,FALSE
731814,22,Processed,FALSE
731815,22,Processed,FALSE
731816,22,Processed,FALSE
731819,22,Processed,FALSE
731821,22,Processed,FALSE
731822,22,Processed,FALSE
731823,22,Processed,FALSE
731824,22,Processed,FALSE
731829,22,Processed,FALSE
732010,22,Processed,FALSE
732020,22,Processed,FALSE
732090,22,Processed,FALSE
732190,22,Processed,FALSE
732410,22,Processed,FALSE
732421,22,Processed,FALSE
732429,22,Processed,FALSE
732490,22,Processed,FALSE
732510,22,Processed,FALSE
732591,22,Processed,FALSE
732599,22,Processed,FALSE
732611,22,Processed,FALSE
732619,22,Processed,FALSE
732620,22,Processed,FALSE
732690,22,Processed,FALSE
740100,22,Processed,FALSE
740200,22,Processed,FALSE
740311,22,Processed,FALSE
740312,22,Processed,FALSE
740313,22,Processed,FALSE
740319,22,Processed,FALSE
740321,22,Processed,FALSE
740322,22,Processed,FALSE
740329,22,Processed,FALSE
740500,22,Processed,FALSE
740610,22,Processed,FALSE
740620,22,Processed,FALSE
740710,22,Processed,FALSE
740721,22,Processed,FALSE
740729,22,Processed,FALSE
740811,22,Processed,FALSE
740819,22,Processed,FALSE
740821,22,Processed,FALSE
740822,22,Processed,FALSE
740829,22,Processed,FALSE
740911,22,Processed,FALSE
740919,22,Processed,FALSE
740921,22,Processed,FALSE
740929,22,Processed,FALSE
740931,22,Processed,FALSE
740939,22,Processed,FALSE
740940,22,Processed,FALSE
740990,22,Processed,FALSE
741011,22,Processed,FALSE
741012,22,Processed,FALSE
741021,22,Processed,FALSE
741022,22,Processed,FALSE
741110,22,Processed,FALSE
741121,22,Processed,FALSE
741122,22,Processed,FALSE
741129,22,Processed,FALSE
741210,22,Processed,FALSE
741220,22,Processed,FALSE
741300,22,Processed,FALSE
741510,22,Processed,FALSE
741521,22,Processed,FALSE
741529,22,Processed,FALSE
741533,22,Processed,FALSE
741539,22,Processed,FALSE
741820,22,Processed,FALSE
741910,22,Processed,FALSE
741991,22,Processed,FALSE
741999,22,Processed,FALSE
750110,22,Processed,FALSE
750120,22,Processed,FALSE
750210,22,Processed,FALSE
750220,22,Processed,FALSE
750400,22,Processed,FALSE
750511,22,Processed,FALSE
750512,22,Processed,FALSE
750521,22,Processed,FALSE
750522,22,Processed,FALSE
750610,22,Processed,FALSE
750620,22,Processed,FALSE
750711,22,Processed,FALSE
750712,22,Processed,FALSE
750720,22,Processed,FALSE
750810,22,Processed,FALSE
750890,22,Processed,FALSE
760110,22,Processed,FALSE
760120,22,Processed,FALSE
760310,22,Processed,FALSE
760320,22,Processed,FALSE
760410,22,Processed,FALSE
760421,22,Processed,FALSE
760429,22,Processed,FALSE
760511,22,Processed,FALSE
760519,22,Processed,FALSE
760521,22,Processed,FALSE
760529,22,Processed,FALSE
760611,22,Processed,FALSE
760612,22,Processed,FALSE
760691,22,Processed,FALSE
760692,22,Processed,FALSE
760711,22,Processed,FALSE
760719,22,Processed,FALSE
760720,22,Processed,FALSE
760810,22,Processed,FALSE
760820,22,Processed,FALSE
760900,22,Processed,FALSE
761010,22,Processed,FALSE
761090,22,Processed,FALSE
761410,22,Processed,FALSE
761490,22,Processed,FALSE
761520,22,Processed,FALSE
761610,22,Processed,FALSE
761691,22,Processed,FALSE
761699,22,Processed,FALSE
780110,22,Processed,FALSE
780191,22,Processed,FALSE
780199,22,Processed,FALSE
780411,22,Processed,FALSE
780419,22,Processed,FALSE
780420,22,Processed,FALSE
780600,22,Processed,FALSE
790111,22,Processed,FALSE
790112,22,Processed,FALSE
790120,22,Processed,FALSE
790310,22,Processed,FALSE
790390,22,Processed,FALSE
790400,22,Processed,FALSE
790500,22,Processed,FALSE
790700,22,Processed,FALSE
800110,22,Processed,FALSE
800120,22,Processed,FALSE
800300,22,Processed,FALSE
810110,22,Processed,FALSE
810194,22,Processed,FALSE
810196,22,Processed,FALSE
810197,22,Processed,FALSE
810199,22,Processed,FALSE
810210,22,Processed,FALSE
810294,22,Processed,FALSE
810295,22,Processed,FALSE
810296,22,Processed,FALSE
810297,22,Processed,FALSE
810299,22,Processed,FALSE
810320,22,Processed,FALSE
810330,22,Processed,FALSE
810390,22,Processed,FALSE
810411,22,Processed,FALSE
810419,22,Processed,FALSE
810430,22,Processed,FALSE
810490,22,Processed,FALSE
810520,22,Processed,FALSE
810530,22,Processed,FALSE
810590,22,Processed,FALSE
810600,22,Processed,FALSE
810720,22,Processed,FALSE
810730,22,Processed,FALSE
810790,22,Processed,FALSE
810820,22,Processed,FALSE
810830,22,Processed,FALSE
810890,22,Processed,FALSE
810920,22,Processed,FALSE
810930,22,Processed,FALSE
810990,22,Processed,FALSE
811010,22,Processed,FALSE
811020,22,Processed,FALSE
811090,22,Processed,FALSE
811100,22,Processed,FALSE
811212,22,Processed,FALSE
811213,22,Processed,FALSE
811219,22,Processed,FALSE
811221,22,Processed,FALSE
811222,22,Processed,FALSE
811229,22,Processed,FALSE
811251,22,Processed,FALSE
811252,22,Processed,FALSE
811259,22,Processed,FALSE
811292,22,Processed,FALSE
811299,22,Processed,FALSE
811300,22,Processed,FALSE
830110,22,Processed,FALSE
830120,22,Processed,FALSE
830130,22,Processed,FALSE
830140,22,Processed,FALSE
830150,22,Processed,FALSE
830160,22,Processed,FALSE
830170,22,Processed,FALSE
830210,22,Processed,FALSE
830220,22,Processed,FALSE
830241,22,Processed,FALSE
830242,22,Processed,FALSE
830249,22,Processed,FALSE
830250,22,Processed,FALSE
830260,22,Processed,FALSE
830510,22,Processed,FALSE
830520,22,Processed,FALSE
830590,22,Processed,FALSE
830610,22,Processed,FALSE
830710,22,Processed,FALSE
830790,22,Processed,FALSE
830810,22,Processed,FALSE
830820,22,Processed,FALSE
830890,22,Processed,FALSE
830910,22,Processed,FALSE
830990,22,Processed,FALSE
831000,22,Processed,FALSE
831110,22,Processed,FALSE
831120,22,Processed,FALSE
831130,22,Processed,FALSE
831190,22,Processed,FALSE
845230,22,Processed,FALSE
845240,22,Processed,FALSE
845290,22,Processed,FALSE
850690,22,Processed,FALSE
850790,22,Processed,FALSE
850870,22,Processed,FALSE
850990,22,Processed,FALSE
851090,22,Processed,FALSE
851190,22,Processed,FALSE
851290,22,Processed,FALSE
851310,22,Processed,FALSE
851390,22,Processed,FALSE
851610,22,Processed,FALSE
851680,22,Processed,FALSE
851690,22,Processed,FALSE
853931,22,Processed,FALSE
853932,22,Processed,FALSE
853939,22,Processed,FALSE
853941,22,Processed,FALSE
853949,22,Processed,FALSE
853990,22,Processed,FALSE
854411,22,Processed,FALSE
854419,22,Processed,FALSE
854420,22,Processed,FALSE
854430,22,Processed,FALSE
854442,22,Processed,FALSE
854449,22,Processed,FALSE
854460,22,Processed,FALSE
854470,22,Processed,FALSE
854690,22,Processed,FALSE
854710,22,Processed,FALSE
854720,22,Processed,FALSE
854790,22,Processed,FALSE
900110,22,Processed,FALSE
900120,22,Processed,FALSE
900130,22,Processed,FALSE
900140,22,Processed,FALSE
900150,22,Processed,FALSE
900190,22,Processed,FALSE
900211,22,Processed,FALSE
900219,22,Processed,FALSE
900220,22,Processed,FALSE
900290,22,Processed,FALSE
900691,22,Processed,FALSE
900699,22,Processed,FALSE
910811,22,Processed,FALSE
910812,22,Processed,FALSE
910819,22,Processed,FALSE
910820,22,Processed,FALSE
910890,22,Processed,FALSE
910911,22,Processed,FALSE
910919,22,Processed,FALSE
910990,22,Processed,FALSE
911011,22,Processed,FALSE
911012,22,Processed,FALSE
911019,22,Processed,FALSE
911090,22,Processed,FALSE
911110,22,Processed,FALSE
911120,22,Processed,FALSE
911180,22,Processed,FALSE
911190,22,Processed,FALSE
911220,22,Processed,FALSE
911290,22,Processed,FALSE
911410,22,Processed,FALSE
911420,22,Processed,FALSE
911430,22,Processed,FALSE
911440,22,Processed,FALSE
911490,22,Processed,FALSE
920930,22,Processed,FALSE
920991,22,Processed,FALSE
920992,22,Processed,FALSE
920994,22,Processed,FALSE
920999,22,Processed,FALSE
940190,22,Processed,FALSE
940510,22,Processed,FALSE
940520,22,Processed,FALSE
940540,22,Processed,FALSE
940550,22,Processed,FALSE
940560,22,Processed,FALSE
940591,22,Processed,FALSE
940592,22,Processed,FALSE
940599,22,Processed,FALSE
940600,22,Processed,FALSE
960310,22,Processed,FALSE
960321,22,Processed,FALSE
960329,22,Processed,FALSE
960330,22,Processed,FALSE
960340,22,Processed,FALSE
960350,22,Processed,FALSE
960390,22,Processed,FALSE
960400,22,Processed,FALSE
960610,22,Processed,FALSE
960621,22,Processed,FALSE
960622,22,Processed,FALSE
960629,22,Processed,FALSE
960630,22,Processed,FALSE
960711,22,Processed,FALSE
960719,22,Processed,FALSE
960720,22,Processed,FALSE
961100,22,Processed,FALSE
961210,22,Processed,FALSE
961220,22,Processed,FALSE
961390,22,Processed,FALSE
270111,31,Primary,FALSE
270112,31,Primary,FALSE
270119,31,Primary,FALSE
270210,31,Primary,FALSE
270300,31,Primary,FALSE
270900,31,Primary,FALSE
271121,31,Primary,FALSE
271129,31,Primary,FALSE
440110,31,Primary,FALSE
010210,41,Capital goods (except for transport equipment),TRUE
010310,41,Capital goods (except for transport equipment),TRUE
711510,41,Capital goods (except for transport equipment),TRUE
711590,41,Capital goods (except for transport equipment),TRUE
730900,41,Capital goods (except for transport equipment),TRUE
731010,41,Capital goods (except for transport equipment),TRUE
731021,41,Capital goods (except for transport equipment),TRUE
731029,41,Capital goods (except for transport equipment),TRUE
731100,41,Capital goods (except for transport equipment),TRUE
732211,41,Capital goods (except for transport equipment),TRUE
732219,41,Capital goods (except for transport equipment),TRUE
732290,41,Capital goods (except for transport equipment),TRUE
761100,41,Capital goods (except for transport equipment),TRUE
761210,41,Capital goods (except for transport equipment),TRUE
761290,41,Capital goods (except for transport equipment),TRUE
761300,41,Capital goods (except for transport equipment),TRUE
820110,41,Capital goods (except for transport equipment),TRUE
820120,41,Capital goods (except for transport equipment),TRUE
820130,41,Capital goods (except for transport equipment),TRUE
820140,41,Capital goods (except for transport equipment),TRUE
820150,41,Capital goods (except for transport equipment),TRUE
820160,41,Capital goods (except for transport equipment),TRUE
820190,41,Capital goods (except for transport equipment),TRUE
820210,41,Capital goods (except for transport equipment),TRUE
820310,41,Capital goods (except for transport equipment),TRUE
820320,41,Capital goods (except for transport equipment),TRUE
820330,41,Capital goods (except for transport equipment),TRUE
820340,41,Capital goods (except for transport equipment),TRUE
820411,41,Capital goods (except for transport equipment),TRUE
820412,41,Capital goods (except for transport equipment),TRUE
820420,41,Capital goods (except for transport equipment),TRUE
820510,41,Capital goods (except for transport equipment),TRUE
820520,41,Capital goods (except for transport equipment),TRUE
820530,41,Capital goods (except for transport equipment),TRUE
820540,41,Capital goods (except for transport equipment),TRUE
820551,41,Capital goods (except for transport equipment),TRUE
820559,41,Capital goods (except for transport equipment),TRUE
820560,41,Capital goods (except for transport equipment),TRUE
820570,41,Capital goods (except for transport equipment),TRUE
820580,41,Capital goods (except for transport equipment),TRUE
820590,41,Capital goods (except for transport equipment),TRUE
820600,41,Capital goods (except for transport equipment),TRUE
830300,41,Capital goods (except for transport equipment),TRUE
830400,41,Capital goods (except for transport equipment),TRUE
840110,41,Capital goods (except for transport equipment),TRUE
840120,41,Capital goods (except for transport equipment),TRUE
840130,41,Capital goods (except for transport equipment),TRUE
840211,41,Capital goods (except for transport equipment),TRUE
840212,41,Capital goods (except for transport equipment),TRUE
840219,41,Capital goods (except for transport equipment),TRUE
840220,41,Capital goods (except for transport equipment),TRUE
840310,41,Capital goods (except for transport equipment),TRUE
840390,41,Capital goods (except for transport equipment),TRUE
840410,41,Capital goods (except for transport equipment),TRUE
840420,41,Capital goods (except for transport equipment),TRUE
840510,41,Capital goods (except for transport equipment),TRUE
840610,41,Capital goods (except for transport equipment),TRUE
840681,41,Capital goods (except for transport equipment),TRUE
840682,41,Capital goods (except for transport equipment),TRUE
840790,41,Capital goods (except for transport equipment),TRUE
840890,41,Capital goods (except for transport equipment),TRUE
841011,41,Capital goods (except for transport equipment),TRUE
841012,41,Capital goods (except for transport equipment),TRUE
841013,41,Capital goods (except for transport equipment),TRUE
841221,41,Capital goods (except for transport equipment),TRUE
841229,41,Capital goods (except for transport equipment),TRUE
841231,41,Capital goods (except for transport equipment),TRUE
841239,41,Capital goods (except for transport equipment),TRUE
841280,41,Capital goods (except for transport equipment),TRUE
841311,41,Capital goods (except for transport equipment),TRUE
841319,41,Capital goods (except for transport equipment),TRUE
841320,41,Capital goods (except for transport equipment),TRUE
841330,41,Capital goods (except for transport equipment),TRUE
841340,41,Capital goods (except for transport equipment),TRUE
841350,41,Capital goods (except for transport equipment),TRUE
841360,41,Capital goods (except for transport equipment),TRUE
841370,41,Capital goods (except for transport equipment),TRUE
841381,41,Capital goods (except for transport equipment),TRUE
841382,41,Capital goods (except for transport equipment),TRUE
841410,41,Capital goods (except for transport equipment),TRUE
841420,41,Capital goods (except for transport equipment),TRUE
841430,41,Capital goods (except for transport equipment),TRUE
841440,41,Capital goods (except for transport equipment),TRUE
841459,41,Capital goods (except for transport equipment),TRUE
841480,41,Capital goods (except for transport equipment),TRUE
841510,41,Capital goods (except for transport equipment),TRUE
841520,41,Capital goods (except for transport equipment),TRUE
841581,41,Capital goods (except for transport equipment),TRUE
841582,41,Capital goods (except for transport equipment),TRUE
841583,41,Capital goods (except for transport equipment),TRUE
841610,41,Capital goods (except for transport equipment),TRUE
841620,41,Capital goods (except for transport equipment),TRUE
841630,41,Capital goods (except for transport equipment),TRUE
841710,41,Capital goods (except for transport equipment),TRUE
841720,41,Capital goods (except for transport equipment),TRUE
841780,41,Capital goods (except for transport equipment),TRUE
841850,41,Capital goods (except for transport equipment),TRUE
841861,41,Capital goods (except for transport equipment),TRUE
841869,41,Capital goods (except for transport equipment),TRUE
841911,41,Capital goods (except for transport equipment),TRUE
841919,41,Capital goods (except for transport equipment),TRUE
841920,41,Capital goods (except for transport equipment),TRUE
841931,41,Capital goods (except for transport equipment),TRUE
841932,41,Capital goods (except for transport equipment),TRUE
841939,41,Capital goods (except for transport equipment),TRUE
841940,41,Capital goods (except for transport equipment),TRUE
841950,41,Capital goods (except for transport equipment),TRUE
841960,41,Capital goods (except for transport equipment),TRUE
841981,41,Capital goods (except for transport equipment),TRUE
841989,41,Capital goods (except for transport equipment),TRUE
842010,41,Capital goods (except for transport equipment),TRUE
842111,41,Capital goods (except for transport equipment),TRUE
842112,41,Capital goods (except for transport equipment),TRUE
842119,41,Capital goods (except for transport equipment),TRUE
842121,41,Capital goods (except for transport equipment),TRUE
842122,41,Capital goods (except for transport equipment),TRUE
842123,41,Capital goods (except for transport equipment),TRUE
842129,41,Capital goods (except for transport equipment),TRUE
842131,41,Capital goods (except for transport equipment),TRUE
842139,41,Capital goods (except for transport equipment),TRUE
842219,41,Capital goods (except for transport equipment),TRUE
842220,41,Capital goods (except for transport equipment),TRUE
842230,41,Capital goods (except for transport equipment),TRUE
842240,41,Capital goods (except for transport equipment),TRUE
842310,41,Capital goods (except for transport equipment),TRUE
842320,41,Capital goods (except for transport equipment),TRUE
842330,41,Capital goods (except for transport equipment),TRUE
842381,41,Capital goods (except for transport equipment),TRUE
842382,41,Capital goods (except for transport equipment),TRUE
842389,41,Capital goods (except for transport equipment),TRUE
842410,41,Capital goods (except for transport equipment),TRUE
842420,41,Capital goods (except for transport equipment),TRUE
842430,41,Capital goods (except for transport equipment),TRUE
842481,41,Capital goods (except for transport equipment),TRUE
842489,41,Capital goods (except for transport equipment),TRUE
842511,41,Capital goods (except for transport equipment),TRUE
842519,41,Capital goods (except for transport equipment),TRUE
842531,41,Capital goods (except for transport equipment),TRUE
842539,41,Capital goods (except for transport equipment),TRUE
842541,41,Capital goods (except for transport equipment),TRUE
842542,41,Capital goods (except for transport equipment),TRUE
842549,41,Capital goods (except for transport equipment),TRUE
842611,41,Capital goods (except for transport equipment),TRUE
842612,41,Capital goods (except for transport equipment),TRUE
842619,41,Capital goods (except for transport equipment),TRUE
842620,41,Capital goods (except for transport equipment),TRUE
842630,41,Capital goods (except for transport equipment),TRUE
842641,41,Capital goods (except for transport equipment),TRUE
842649,41,Capital goods (except for transport equipment),TRUE
842691,41,Capital goods (except for transport equipment),TRUE
842699,41,Capital goods (except for transport equipment),TRUE
842710,41,Capital goods (except for transport equipment),TRUE
842720,41,Capital goods (except for transport equipment),TRUE
842790,41,Capital goods (except for transport equipment),TRUE
842810,41,Capital goods (except for transport equipment),TRUE
842820,41,Capital goods (except for transport equipment),TRUE
842831,41,Capital goods (except for transport equipment),TRUE
842832,41,Capital goods (except for transport equipment),TRUE
842833,41,Capital goods (except for transport equipment),TRUE
842839,41,Capital goods (except for transport equipment),TRUE
842840,41,Capital goods (except for transport equipment),TRUE
842860,41,Capital goods (except for transport equipment),TRUE
842890,41,Capital goods (except for transport equipment),TRUE
842911,41,Capital goods (except for transport equipment),TRUE
842919,41,Capital goods (except for transport equipment),TRUE
842920,41,Capital goods (except for transport equipment),TRUE
842930,41,Capital goods (except for transport equipment),TRUE
842940,41,Capital goods (except for transport equipment),TRUE
842951,41,Capital goods (except for transport equipment),TRUE
842952,41,Capital goods (except for transport equipment),TRUE
842959,41,Capital goods (except for transport equipment),TRUE
843010,41,Capital goods (except for transport equipment),TRUE
843020,41,Capital goods (except for transport equipment),TRUE
843031,41,Capital goods (except for transport equipment),TRUE
843039,41,Capital goods (except for transport equipment),TRUE
843041,41,Capital goods (except for transport equipment),TRUE
843049,41,Capital goods (except for transport equipment),TRUE
843050,41,Capital goods (except for transport equipment),TRUE
843061,41,Capital goods (except for transport equipment),TRUE
843069,41,Capital goods (except for transport equipment),TRUE
843210,41,Capital goods (except for transport equipment),TRUE
843221,41,Capital goods (except for transport equipment),TRUE
843229,41,Capital goods (except for transport equipment),TRUE
843230,41,Capital goods (except for transport equipment),TRUE
843240,41,Capital goods (except for transport equipment),TRUE
843280,41,Capital goods (except for transport equipment),TRUE
843320,41,Capital goods (except for transport equipment),TRUE
843330,41,Capital goods (except for transport equipment),TRUE
843340,41,Capital goods (except for transport equipment),TRUE
843351,41,Capital goods (except for transport equipment),TRUE
843352,41,Capital goods (except for transport equipment),TRUE
843353,41,Capital goods (except for transport equipment),TRUE
843359,41,Capital goods (except for transport equipment),TRUE
843360,41,Capital goods (except for transport equipment),TRUE
843410,41,Capital goods (except for transport equipment),TRUE
843420,41,Capital goods (except for transport equipment),TRUE
843510,41,Capital goods (except for transport equipment),TRUE
843610,41,Capital goods (except for transport equipment),TRUE
843621,41,Capital goods (except for transport equipment),TRUE
843629,41,Capital goods (except for transport equipment),TRUE
843680,41,Capital goods (except for transport equipment),TRUE
843710,41,Capital goods (except for transport equipment),TRUE
843780,41,Capital goods (except for transport equipment),TRUE
843810,41,Capital goods (except for transport equipment),TRUE
843820,41,Capital goods (except for transport equipment),TRUE
