quartile,term,est,se,tval,pval
Q2,regulated_n:post,0.00659476050876332,0.00123450373546156,5.34203366043088,1.37677280892251e-07
Q3,regulated_n:post,0.0034568794249602,0.00139378905682483,2.48020273084599,0.0134432001676883
Q4,regulated_n:post,-0.00375749716972913,0.0019999597600746,-1.87878638597658,0.0608264320344782
all,regulated_n:post,-0.000143717549049629,0.00151739814684781,-0.0947131439089883,0.924578609739264
