version,treat_year,norm_year,year,supplier_role,group,mean_share,n_cells,ci_lo,ci_hi
treat_2017,2017,2016,2014,Bottom-omega supplier,Top quartile,0.351595562236952,1742,0.333625597983984,0.370483105035207
treat_2017,2017,2016,2015,Bottom-omega supplier,Top quartile,0.305676861905651,1936,0.291290786857909,0.320824241718486
treat_2017,2017,2016,2016,Bottom-omega supplier,Top quartile,0.244978754116643,1995,0.232304647711749,0.256821583505449
treat_2017,2017,2016,2017,Bottom-omega supplier,Top quartile,0.240683957000631,1852,0.22721604840189,0.254810115734089
treat_2017,2017,2016,2018,Bottom-omega supplier,Top quartile,0.22174803985025,1744,0.207758162731888,0.235654244606971
treat_2017,2017,2016,2019,Bottom-omega supplier,Top quartile,0.217446198373753,1638,0.203045824158363,0.231919619278938
treat_2017,2017,2016,2020,Bottom-omega supplier,Top quartile,0.215521007215711,1537,0.200680099967914,0.231742504546303
treat_2017,2017,2016,2021,Bottom-omega supplier,Top quartile,0.204935806392589,1457,0.189707734372865,0.220611501918645
treat_2017,2017,2016,2022,Bottom-omega supplier,Top quartile,0.184181192230296,1384,0.167654310685133,0.200412000127691
treat_2017,2017,2016,2005,Top-omega supplier,All cells,0.227509246609401,3919,0.216069145535036,0.239231058451228
treat_2017,2017,2016,2006,Top-omega supplier,All cells,0.206798481067576,4573,0.19627666135246,0.217675894428982
treat_2017,2017,2016,2007,Top-omega supplier,All cells,0.249512780172058,4403,0.237997800974645,0.261597223584037
treat_2017,2017,2016,2008,Top-omega supplier,All cells,0.218472927109503,4818,0.208088705503161,0.228749863844424
treat_2017,2017,2016,2009,Top-omega supplier,All cells,0.253317017154653,5317,0.243390707421313,0.264007843527615
treat_2017,2017,2016,2010,Top-omega supplier,All cells,0.219037181018481,5371,0.209702815126766,0.228434336269435
treat_2017,2017,2016,2011,Top-omega supplier,All cells,0.262112304774477,5742,0.252165932984371,0.272900566397099
treat_2017,2017,2016,2012,Top-omega supplier,All cells,0.272969635023129,6396,0.263990187832184,0.283043140295174
treat_2017,2017,2016,2013,Top-omega supplier,All cells,0.277008047634463,6661,0.268274703272141,0.285522207589278
treat_2017,2017,2016,2014,Top-omega supplier,All cells,0.278855738507709,7041,0.270215671043772,0.287383881995426
treat_2017,2017,2016,2015,Top-omega supplier,All cells,0.377847496481205,7784,0.369436683264934,0.386100459080961
treat_2017,2017,2016,2016,Top-omega supplier,All cells,0.431659779633283,7928,0.422993447765506,0.439353474242651
treat_2017,2017,2016,2017,Top-omega supplier,All cells,0.415371891365667,7267,0.406117999579876,0.424493945096175
treat_2017,2017,2016,2018,Top-omega supplier,All cells,0.418577135348668,6905,0.408711362954631,0.428840804633739
treat_2017,2017,2016,2019,Top-omega supplier,All cells,0.404482558351433,6547,0.394201159490262,0.415174862933465
treat_2017,2017,2016,2020,Top-omega supplier,All cells,0.392823842915403,6150,0.382299709615937,0.404204159209055
treat_2017,2017,2016,2021,Top-omega supplier,All cells,0.379129072641232,5908,0.369143494931419,0.389853327459818
treat_2017,2017,2016,2022,Top-omega supplier,All cells,0.395753792460421,5611,0.384848188075232,0.40763374829097
treat_2017,2017,2016,2005,Top-omega supplier,Other (Q1-Q3),0.187820615406364,2935,0.175385859696139,0.201930885332488
treat_2017,2017,2016,2006,Top-omega supplier,Other (Q1-Q3),0.166120469335679,3434,0.15503985902829,0.176757768747359
treat_2017,2017,2016,2007,Top-omega supplier,Other (Q1-Q3),0.20312392129664,3298,0.191414150568711,0.215276524808185
treat_2017,2017,2016,2008,Top-omega supplier,Other (Q1-Q3),0.172969864776226,3603,0.162248179704044,0.184485616038061
treat_2017,2017,2016,2009,Top-omega supplier,Other (Q1-Q3),0.208432394055221,3959,0.19805433492847,0.22043264715943
treat_2017,2017,2016,2010,Top-omega supplier,Other (Q1-Q3),0.191091229363174,4034,0.180516138368763,0.202003700988814
treat_2017,2017,2016,2011,Top-omega supplier,Other (Q1-Q3),0.219972068455764,4294,0.208488053001055,0.230429153949522
treat_2017,2017,2016,2012,Top-omega supplier,Other (Q1-Q3),0.231441352167098,4780,0.222016713365918,0.242007612048335
treat_2017,2017,2016,2013,Top-omega supplier,Other (Q1-Q3),0.237034157793855,4976,0.227067440430429,0.246899957031622
treat_2017,2017,2016,2014,Top-omega supplier,Other (Q1-Q3),0.236167442007694,5299,0.225900034015176,0.245775897823952
treat_2017,2017,2016,2015,Top-omega supplier,Other (Q1-Q3),0.325845145111341,5848,0.315701595540258,0.335138869930543
treat_2017,2017,2016,2016,Top-omega supplier,Other (Q1-Q3),0.373245011442941,5933,0.363348067318102,0.38318285174143
treat_2017,2017,2016,2017,Top-omega supplier,Other (Q1-Q3),0.36131544909718,5415,0.351345152454072,0.371285304708491
treat_2017,2017,2016,2018,Top-omega supplier,Other (Q1-Q3),0.36652036135565,5161,0.355389758667406,0.37795789591572
treat_2017,2017,2016,2019,Top-omega supplier,Other (Q1-Q3),0.353507737209345,4909,0.341644351137432,0.365706487428243
treat_2017,2017,2016,2020,Top-omega supplier,Other (Q1-Q3),0.345272303175753,4613,0.332513697268529,0.356931110619325
treat_2017,2017,2016,2021,Top-omega supplier,Other (Q1-Q3),0.330577090636398,4451,0.319019151304019,0.341974533703659
treat_2017,2017,2016,2022,Top-omega supplier,Other (Q1-Q3),0.351666379307815,4227,0.338190101614465,0.363814840841933
treat_2017,2017,2016,2005,Top-omega supplier,Top quartile,0.345889462646914,984,0.320058057296007,0.372624538150057
treat_2017,2017,2016,2006,Top-omega supplier,Top quartile,0.329439650766728,1139,0.305275662413631,0.353491794248723
treat_2017,2017,2016,2007,Top-omega supplier,Top quartile,0.387965682046383,1105,0.362291817833794,0.413050907931134
treat_2017,2017,2016,2008,Top-omega supplier,Top quartile,0.353409168744727,1215,0.32852830943413,0.377159430705051
treat_2017,2017,2016,2009,Top-omega supplier,Top quartile,0.384169905851748,1358,0.362372700290907,0.405725043871698
treat_2017,2017,2016,2010,Top-omega supplier,Top quartile,0.303355781600013,1337,0.283143735198244,0.325988626238713
treat_2017,2017,2016,2011,Top-omega supplier,Top quartile,0.387077895073199,1448,0.365483695634519,0.407888397729645
treat_2017,2017,2016,2012,Top-omega supplier,Top quartile,0.39580700634233,1616,0.37691283429985,0.416321225126588
treat_2017,2017,2016,2013,Top-omega supplier,Top quartile,0.395055570392247,1685,0.375840538049037,0.414439134672806
treat_2017,2017,2016,2014,Top-omega supplier,Top quartile,0.408709517585537,1742,0.389220594260378,0.427595375992553
treat_2017,2017,2016,2015,Top-omega supplier,Top quartile,0.53492897933811,1936,0.518570592413325,0.550433881079169
treat_2017,2017,2016,2016,Top-omega supplier,Top quartile,0.605381493755237,1995,0.58969841853592,0.620613200834361
treat_2017,2017,2016,2017,Top-omega supplier,Top quartile,0.573425689899066,1852,0.557170341245229,0.590653813110888
treat_2017,2017,2016,2018,Top-omega supplier,Top quartile,0.572628173524107,1744,0.5550183905335,0.590762434391798
treat_2017,2017,2016,2019,Top-omega supplier,Top quartile,0.557251420980559,1638,0.538211880900302,0.573463062759327
treat_2017,2017,2016,2020,Top-omega supplier,Top quartile,0.535540337918009,1537,0.513718589257572,0.555577759282297
treat_2017,2017,2016,2021,Top-omega supplier,Top quartile,0.527450879026624,1457,0.50730850025472,0.549459986935722
treat_2017,2017,2016,2022,Top-omega supplier,Top quartile,0.530405161966247,1384,0.508350781727449,0.553534158713578
