term,est,se,tval,pval,sigma_hat,sigma_ci_lo,sigma_ci_hi
fit_log_price_ratio,1.43657221574116,8.55441061498289,0.167933511775203,0.866712223665695,,-17.2032170211076,16.3300725896253
