version,treat_year,norm_year,seller_nace4d,year,mean_share,n_cells
treat_2008,2008,2007,1062,2019,0,2
treat_2008,2008,2007,1062,2020,0,1
treat_2008,2008,2007,1062,2021,0,2
treat_2008,2008,2007,1062,2022,0,2
treat_2008,2008,2007,1083,2005,0.760317357935675,10
treat_2008,2008,2007,1083,2006,0.956133482052401,10
treat_2008,2008,2007,1083,2007,1.0438665179476,10
treat_2008,2008,2007,1083,2008,0.935163801432467,9
treat_2008,2008,2007,1083,2009,0.109792318858458,8
treat_2008,2008,2007,1083,2010,0.0910639185407951,7
treat_2008,2008,2007,1083,2011,0.108313223488181,7
treat_2008,2008,2007,1083,2012,0.103749301039395,7
treat_2008,2008,2007,1083,2013,0.109828095651869,7
treat_2008,2008,2007,1083,2014,0.0945599698277181,6
treat_2008,2008,2007,1083,2015,0.0723559997094361,7
treat_2008,2008,2007,1083,2016,0.0584257686936426,7
treat_2008,2008,2007,1083,2017,0.0901290455159785,6
treat_2008,2008,2007,1083,2018,0.133781317635341,6
treat_2008,2008,2007,1083,2019,0.254759528384747,5
treat_2008,2008,2007,1083,2020,0.473611550442092,5
treat_2008,2008,2007,1083,2021,0.228789008367837,6
treat_2008,2008,2007,1083,2022,0.205760613809473,6
treat_2008,2008,2007,1089,2005,0.752946672820057,7
treat_2008,2008,2007,1089,2006,1.12528800795665,8
treat_2008,2008,2007,1089,2007,0.856813705192398,7
treat_2008,2008,2007,1089,2008,0.640882142979905,7
treat_2008,2008,2007,1089,2009,0,5
treat_2008,2008,2007,1089,2010,0,7
treat_2008,2008,2007,1089,2011,0,5
treat_2008,2008,2007,1089,2012,0,5
treat_2008,2008,2007,1089,2013,0,4
treat_2008,2008,2007,1089,2014,0,4
treat_2008,2008,2007,1089,2015,0,4
treat_2008,2008,2007,1089,2016,0,3
treat_2008,2008,2007,1089,2017,0,4
treat_2008,2008,2007,1089,2018,0,6
treat_2008,2008,2007,1089,2019,0,6
treat_2008,2008,2007,1089,2020,0,4
treat_2008,2008,2007,1089,2021,0,3
treat_2008,2008,2007,1089,2022,0,3
treat_2008,2008,2007,1105,2005,1.34005906116976,268
treat_2008,2008,2007,1105,2006,0.980836203128309,284
treat_2008,2008,2007,1105,2007,1.01936839256783,281
treat_2008,2008,2007,1105,2008,3.86491069156845,270
treat_2008,2008,2007,1105,2009,2.52443228541382,262
treat_2008,2008,2007,1105,2010,1.55699120259181,251
treat_2008,2008,2007,1105,2011,1.28621886694816,233
treat_2008,2008,2007,1105,2012,1.93573907747695,231
treat_2008,2008,2007,1105,2013,1.29088509313895,226
treat_2008,2008,2007,1105,2014,1.32410990986231,220
treat_2008,2008,2007,1105,2015,1.42307790880066,208
treat_2008,2008,2007,1105,2016,1.13476943484026,194
treat_2008,2008,2007,1105,2017,1.14448861713763,188
treat_2008,2008,2007,1105,2018,1.22354156919007,186
treat_2008,2008,2007,1105,2019,1.13037355508167,176
treat_2008,2008,2007,1105,2020,1.16201701628792,167
treat_2008,2008,2007,1105,2021,0.985405944877215,161
treat_2008,2008,2007,1105,2022,2.66330009489012,152
treat_2008,2008,2007,1106,2005,1.40589588699241,17
treat_2008,2008,2007,1106,2006,1.05041302469537,23
treat_2008,2008,2007,1106,2007,0.938973706947706,19
treat_2008,2008,2007,1106,2008,0.696573499094767,21
treat_2008,2008,2007,1106,2009,0.889193137857829,19
treat_2008,2008,2007,1106,2010,0.842439632985941,20
treat_2008,2008,2007,1106,2011,1.75073104915795,16
treat_2008,2008,2007,1106,2012,1.31964654696141,16
treat_2008,2008,2007,1106,2013,0.808036279961967,17
treat_2008,2008,2007,1106,2014,0.974736403904807,15
treat_2008,2008,2007,1106,2015,1.88816049328546,16
treat_2008,2008,2007,1106,2016,1.83878274295931,14
treat_2008,2008,2007,1106,2017,1.82053275151856,15
treat_2008,2008,2007,1106,2018,1.7613869457157,17
treat_2008,2008,2007,1106,2019,0.217316775193469,15
treat_2008,2008,2007,1106,2020,0,7
treat_2008,2008,2007,1106,2021,0.787125093903767,13
treat_2008,2008,2007,1106,2022,0.173078194336815,11
treat_2008,2008,2007,1107,2005,1.346658735362,1389
treat_2008,2008,2007,1107,2006,0.93522615092972,1477
treat_2008,2008,2007,1107,2007,1.06412263745094,1492
treat_2008,2008,2007,1107,2008,1.10174239741196,1414
treat_2008,2008,2007,1107,2009,1.10314830922542,1342
treat_2008,2008,2007,1107,2010,1.12255838189388,1254
treat_2008,2008,2007,1107,2011,1.10228803929112,1156
treat_2008,2008,2007,1107,2012,3.9050790219407,1115
treat_2008,2008,2007,1107,2013,1.16873096180699,1070
treat_2008,2008,2007,1107,2014,1.17146553038396,1027
treat_2008,2008,2007,1107,2015,1.18459327331291,960
treat_2008,2008,2007,1107,2016,1.20406432049194,904
treat_2008,2008,2007,1107,2017,1.22170413486515,868
treat_2008,2008,2007,1107,2018,1.28415638735523,832
treat_2008,2008,2007,1107,2019,1.36858489162242,794
treat_2008,2008,2007,1107,2020,1.38775267090634,731
treat_2008,2008,2007,1107,2021,2.35691040628621,669
treat_2008,2008,2007,1107,2022,1.53455218670058,659
treat_2008,2008,2007,1320,2005,2.48566596722039,146
treat_2008,2008,2007,1320,2006,1.02739949772317,156
treat_2008,2008,2007,1320,2007,0.97131327755158,149
