interval,seller_nace4d,n_cells,mean_n_supp,p10_n_supp,p25_n_supp,median_n_supp,p75_n_supp,p90_n_supp,p99_n_supp,max_n_supp,share_eq_1,share_eq_2,share_3_to_5,share_6_to_10,share_ge_11,share_ge_2
interval_2006_07,3020,122,1.04098360655738,1,1,1,1,1,2,2,0.959016393442623,0.040983606557377,0,0,0,0.040983606557377
interval_2006_07,2110,120,1.06666666666667,1,1,1,1,1,2.81,4,0.958333333333333,0.025,0.0166666666666667,0,0,0.0416666666666667
interval_2011_12,4511,100109,3.48451188204857,1,1,2,3,6,26,1332,0.376779310551499,0.242465712373513,0.263482803743919,0.0723011917010459,0.0449709816300233,0.623220689448501
interval_2011_12,4673,67214,5.2176481090249,1,1,3,6,12,35,169,0.304624036659029,0.156886958074211,0.242702413187729,0.17505281637754,0.120733775701491,0.695375963340971
interval_2011_12,4671,63671,1.54916681063593,1,1,1,2,3,6,59,0.67476559187071,0.205745158706475,0.107254480061566,0.0111981906990624,0.0010365786621853,0.32523440812929
interval_2011_12,4322,47320,1.7980135249366,1,1,1,2,3,10,106,0.645033812341505,0.207079459002536,0.117497886728656,0.0217032967032967,0.00868554522400676,0.354966187658495
interval_2011_12,4675,32242,2.14273308107438,1,1,1,2,4,12,40,0.562247999503753,0.208299733267167,0.170026673283295,0.0447242726877985,0.0147013212579865,0.437752000496247
interval_2011_12,7112,24374,2.37679494543366,1,1,1,2,4,19,124,0.618527939607779,0.174735373758923,0.133256748994831,0.044350537457947,0.0291294001805202,0.381472060392221
interval_2011_12,4676,23669,2.23203346148971,1,1,1,2,3,30.3199999999997,200,0.711310152520174,0.172884363513456,0.0904136211922768,0.00916811018631966,0.016223752587773,0.288689847479826
interval_2011_12,3821,20712,1.26337388953264,1,1,1,1,2,5,38,0.8441483198146,0.108342989571263,0.0400733874082657,0.00613171108536114,0.00130359212050985,0.1558516801854
interval_2011_12,4638,20447,2.2539736880716,1,1,2,3,4,12,49,0.49914412872304,0.231231965569521,0.214994864772338,0.0402993104122854,0.0143297305228151,0.50085587127696
interval_2011_12,8122,19219,1.36037254799938,1,1,1,1,2,6,35,0.811852853946615,0.118840730527083,0.0562464228107602,0.010406368697643,0.00265362401789895,0.188147146053385
